date_str,day_idx,slot,buy_kwh,em_kwh,load_kw,pv_kw
2025-03-20,79,50,0,0,6658.0486,3761.2255
2025-03-20,79,51,0,0,6606.6001,3976.3717
2025-03-20,79,52,0,0,6687.27,4220.325
2025-03-20,79,53,0,0,6649.776,4653.7429
2025-03-20,79,54,0,0,6705.5335,5037.5027
2025-03-20,79,55,0,0,6757.81,5180.8875
2025-03-20,79,56,0,0,6494.2004,5166.4978
2025-03-20,79,57,0,0,6436.4392,5533.329
2025-03-20,79,58,0,0,6570.85,6107.7375
2025-03-20,79,59,0,0,6399.3635,6182.795
2025-03-20,79,60,0,0,6445.9301,6198.386
2025-03-20,79,61,0,0,6697.43,6426.1875
2025-03-20,79,62,0,0,6577.9956,6675.2481
2025-03-20,79,63,0,0,6445.2772,6774.004
2025-03-20,79,64,0,0,6473.61,6879.075
2025-03-20,79,65,0,0,6454.2353,7268.5137
2025-03-20,79,66,0,0,6352.336,7455.3554
2025-03-20,79,67,811.959727058532,0,6279.9,7263
2025-03-20,79,68,782.781606225198,0,6362.0436,7021.6679
2025-03-20,79,69,781.241910391865,0,6393.8373,7052.8842
2025-03-20,79,70,815.781081225199,0,6360.1,7317.5625
2025-03-20,79,71,788.031022891865,0,6424.0276,7505.6333
2025-03-20,79,72,761.060414558531,0,6379.6216,7635.0323
2025-03-20,79,73,730.720798913691,0,6168.32,7818.45
2025-03-20,79,74,624.164073913691,0,5958.8116,8082.9395
2025-03-20,79,75,585.608615580357,0,5855.2299,8090.5707
2025-03-20,79,76,632.16267391369,0,5883.66,7709.3625
2025-03-20,79,77,644.399807247024,0,6006.2794,7205.256
2025-03-20,79,78,662.042232247024,0,6168.3548,7206.9442
2025-03-20,79,79,0,0,6351.38,7525.8
2025-03-20,79,80,0,0,6510.6216,7339.075
2025-03-20,79,81,0,0,6358.8315,6900.6338
2025-03-20,79,82,0,0,6039.3,6610.0125
2025-03-20,79,83,0,0,6028.9848,6642.1795
2025-03-20,79,84,0,0,6177.7813,6806.5377
2025-03-20,79,85,0,0,6280.02,6799.95
2025-03-20,79,86,0,0,6283.4823,6453.6137
2025-03-20,79,87,0,0,6314.912,6203.5886
2025-03-20,79,88,0,0,6352.79,6115.6875
2025-03-20,79,89,0,0,6259.4213,5837.6616
2025-03-20,79,90,0,0,6190.1146,5431.9635
2025-03-20,79,91,1132.92140419147,0,6156.64,5072.775
2025-03-20,79,92,1209.21087085813,0,6039.3659,4855.4545
2025-03-20,79,93,433.673066691468,0,6054.6789,4561.8383
2025-03-20,79,94,437.113904191468,0,6187.68,4146.825
2025-03-20,79,95,416.077616691468,0,6195.3721,3778.6785
2025-03-20,79,96,447.952829191468,0,6186.1376,3471.4229
2025-03-20,79,97,507.642076175595,0,6200.17,3156.225
2025-03-20,79,98,567.189301175595,0,6153.3743,2779.805
2025-03-20,79,99,611.729130342262,0,6101.7592,2507.3559
2025-03-20,79,100,654.066138675595,0,6118.95,2334.4125
2025-03-20,79,101,665.874835462828,0,6209.4949,2077.0816
2025-03-20,79,102,711.437751836193,0,6190.199,1733.8533
2025-03-20,79,103,757.461280882936,0,6102.19,1377.7125
2025-03-20,79,104,837.49328921627,0,6143.2969,1083.9022
2025-03-20,79,105,878.866668382936,0,6075.0134,831.8823
2025-03-20,79,106,919.54648921627,0,6025.68,597.3375
2025-03-20,79,107,1034.64375588294,0,6213.4416,374.8971
2025-03-20,79,108,919.204470323952,0,5394.1467,156.1276
2025-03-20,79,109,690.588939102182,0,4094.12,0
2025-03-20,79,110,657.917809935516,0,4187.9837,0
2025-03-20,79,111,727.644918268849,0,4441.4267,5.5774
2025-03-20,79,112,758.673105768849,0,4255.45,0
2025-03-20,79,113,733.622034935516,0,4286.5369,0
2025-03-20,79,114,184.582459733761,0,4470.2464,0.4004
2025-03-20,79,115,0,0,4579.24,0
2025-03-20,79,116,0,0,4480.3082,0
2025-03-20,79,117,0,0,4285.5618,0.0288
2025-03-20,79,118,0,0,4196.78,0
2025-03-20,79,119,0,0,4330.8684,0
2025-03-20,79,120,0,0,4370.9481,0.0021
2025-03-20,79,121,0,0,4358.21,0
2025-03-20,79,122,0,0,4586.0191,0
2025-03-20,79,123,-0,0,4523.6629,0
2025-03-20,79,124,0,0,4215.37,0
2025-03-20,79,125,0,0,4256.2469,0
2025-03-20,79,126,748.978278104575,0,4319.0159,0
2025-03-20,79,127,803.699120659722,0,4257.25,0
2025-03-20,79,128,763.073516493055,0,4290.2681,0
2025-03-20,79,129,751.674699826389,0,4418.7036,0
2025-03-20,79,130,777.334120659722,0,4553.6,0
2025-03-20,79,131,764.484928993055,0,4526.2528,0
2025-03-20,79,132,664.521087326389,0,4001.6252,0
2025-03-20,79,133,780.907914316153,0,3318.94,0
2025-03-20,79,134,1349.44639671569,0,3233.4088,0
2025-03-20,79,135,589.338940243056,0,3319.971,0
2025-03-20,79,136,1362.32381254386,0,3255.84,0
2025-03-20,79,137,1361.22972087719,0,3144.1326,0
2025-03-20,79,138,576.478173576389,0,3161.8174,0
2025-03-20,79,139,603.566033993055,0,3296.4,0
2025-03-20,79,140,601.810453150585,0,3356.4081,0
2025-03-20,79,141,596.916386483918,0,3261.7676,0
2025-03-20,79,142,576.208110563725,0,3267.73,0
2025-03-20,79,143,579.884380520833,0,3604.076,0
2025-03-20,79,144,534.012642326389,0,3245.8691,0
2025-06-21,172,1,498.54952421875,0,3230.95,0
2025-06-21,172,2,542.762615885417,0,3087.9838,0
2025-06-21,172,3,546.94889921875,0,3200.0919,0
2025-06-21,172,4,519.366607552083,0,3401.46,0
2025-06-21,172,5,529.059882552083,0,3063.5261,0
2025-06-21,172,6,545.611665885417,0,2820.2572,0
2025-06-21,172,7,528.964138836806,0,2883.38,0
2025-06-21,172,8,503.117355503472,0,2869.9796,0
2025-06-21,172,9,499.690584670139,0,2985.8287,0
2025-06-21,172,10,511.885388836805,0,3164.18,0
2025-06-21,172,11,495.378259670139,0,3064.8457,0
2025-06-21,172,12,481.083784670139,0,2954.0459,0
2025-06-21,172,13,473.359135486111,0,2994.62,0
2025-06-21,172,14,468.610547986111,0,3072.4014,0
2025-06-21,172,15,462.753868819445,0,3013.1015,0
2025-06-21,172,16,470.408302152778,0,2838.75,0
2025-06-21,172,17,500.023831319444,0,2749.9199,0
2025-06-21,172,18,518.962218819444,0,2820.5847,0
2025-06-21,172,19,492.741901510417,0,2936.24,0
2025-06-21,172,20,456.28967234375,0,2920.1894,0.0012
2025-06-21,172,21,450.538026510417,0,2951.0328,0
2025-06-21,172,22,468.138151510417,0,2977.51,0
2025-06-21,172,23,456.113380677083,0,2780.298,0.0162
2025-06-21,172,24,460.57564734375,0,2728.3059,0
2025-06-21,172,25,479.856718179564,0,2862.19,0
2025-06-21,172,26,474.827676512897,0,2845.9182,0.2263
2025-06-21,172,27,481.855266145833,0,2748.951,0
2025-06-21,172,28,496.277551512897,0,2677.31,0
2025-06-21,172,29,473.317426512897,0,2660.8713,3.1516
2025-06-21,172,30,475.042291145833,0,2702.3205,0
2025-06-21,172,31,487.717117708333,0,2732.32,7.275
2025-06-21,172,32,447.771957490079,0,2664.7178,116.7655
2025-06-21,172,33,388.433911656746,0,2606.871,263.9703
2025-06-21,172,34,367.999203323413,0,2642.15,417.075
2025-06-21,172,35,771.94146292377,0,2745.0641,587.5961
2025-06-21,172,36,0,0,2758.042,735.8325
2025-06-21,172,37,0,0,2741.64,890.7
2025-06-21,172,38,0,0,2888.7304,1136.9554
2025-06-21,172,39,0,0,2932.231,1453.4028
2025-06-21,172,40,0,0,2764.02,1765.9125
2025-06-21,172,41,0,0,2606.6137,2022.3026
2025-06-21,172,42,0,0,2867.7649,2350.4923
2025-06-21,172,43,0,0,3304.27,2699.25
2025-06-21,172,44,0,0,3254.3169,2874.6231
2025-06-21,172,45,0,0,3137.5948,3006.0287
2025-06-21,172,46,0,0,3174.85,3224.8875
2025-06-21,172,47,0,0,3159.7263,3537.527
2025-06-21,172,48,0,0,3087.5763,3785.3986
2025-06-21,172,49,0,0,3062.36,4003.425
2025-06-21,172,50,0,0,3162.0197,4334.7324
2025-06-21,172,51,0,0,3160.9922,4441.8035
2025-06-21,172,52,0,0,3037.59,4358.7
2025-06-21,172,53,0,0,3030.9974,4479.895
2025-06-21,172,54,0,0,3289.939,4668.5166
2025-06-21,172,55,0,0,3650.62,4746.075
2025-06-21,172,56,0,0,3785.9011,4746.9534
2025-06-21,172,57,0,0,3849.6183,5139.4381
2025-06-21,172,58,0,0,3824.6,5794.3125
2025-06-21,172,59,0,0,3582.3586,6109.068
2025-06-21,172,60,0,0,3687.9447,6385.1018
2025-06-21,172,61,0,0,4000.14,6643.5375
2025-06-21,172,62,0,0,3826.1041,6589.8893
2025-06-21,172,63,0,0,3761.4976,6695.6004
2025-06-21,172,64,0,0,3901.91,7000.9875
2025-06-21,172,65,0,0,3726.7535,7093.8409
2025-06-21,172,66,0,0,3565.5609,7243.1188
2025-06-21,172,67,0,0,3679.21,7400.1
2025-06-21,172,68,0,0,3945.6166,7306.5816
2025-06-21,172,69,0,0,3900.6403,7782.8954
2025-06-21,172,70,0,0,3645.76,8490.225
2025-06-21,172,71,0,0,3705.1427,8180.7164
2025-06-21,172,72,0,0,3724.3133,7677.6706
2025-06-21,172,73,0,0,3631.08,7665.1125
2025-06-21,172,74,0,0,3735.5415,8044.2631
2025-06-21,172,75,0,0,3852.2352,8300.9755
2025-06-21,172,76,0,0,3928.56,8383.0125
2025-06-21,172,77,0,0,4059.9044,8605.7877
2025-06-21,172,78,0,0,3912.5928,8542.7209
2025-06-21,172,79,0,0,3688.01,8049.6
2025-06-21,172,80,0,0,3910.4683,7493.4162
2025-06-21,172,81,0,0,3862.6154,7354.9231
2025-06-21,172,82,0,0,3589.29,7340.8875
2025-06-21,172,83,0,0,3849.2221,6714.7449
2025-06-21,172,84,0,0,3978.2382,6127.755
2025-06-21,172,85,0,0,3861.85,5956.2
2025-06-21,172,86,0,0,4047.8905,5941.7978
2025-06-21,172,87,0,0,4095.2281,5827.294
2025-06-21,172,88,0,0,4007.39,5738.1375
2025-06-21,172,89,0,0,4227.0513,5964.2607
2025-06-21,172,90,0,0,4182.4486,5979.2451
2025-06-21,172,91,0,0,3879.68,5680.4625
2025-06-21,172,92,0,0,3916.2335,5457.1539
2025-06-21,172,93,0,0,3924.3398,5153.0688
2025-06-21,172,94,0,0,3875.5,4811.1
2025-06-21,172,95,0,0,4137.0155,4680.9532
2025-06-21,172,96,20.8325643700396,0,4317.2602,4481.2341
2025-06-21,172,97,68.6770642559524,0,4217.43,4055.4
2025-06-21,172,98,123.750651755952,0,4034.2858,3562.8565
2025-06-21,172,99,142.658006602183,0,3980.7146,3361.4888
2025-06-21,172,100,148.728039286856,0,4042.02,3406.575
2025-06-21,172,101,188.559312911707,0,3983.774,3291.2298
2025-06-21,172,102,247.243431602183,0,3621.8931,2964.175
2025-06-21,172,103,130.198141651786,0,3240.3,2623.6125
2025-06-21,172,104,195.511937485119,0,3335.0072,2479.2426
2025-06-21,172,105,278.757804151786,0,3462.6248,2185.8548
2025-06-21,172,106,305.321058318452,0,3484.27,1750.4625
2025-06-21,172,107,279.965929151786,0,3649.2081,1528.3871
2025-06-21,172,108,328.899049985119,0,3604.3529,1310.4274
2025-06-21,172,109,318.421300133929,0,3349.51,1034.1
2025-06-21,172,110,-0,0,3274.4828,860.3286
2025-06-21,172,111,409.286470818452,0,3297.0032,677.2547
2025-06-21,172,112,-0,0,3342.79,452.7
2025-06-21,172,113,274.706266833085,0,3456.8314,276.0564
2025-06-21,172,114,-0,0,3634.5648,121.8367
2025-06-21,172,115,0,0,3852.72,7.7625
2025-06-21,172,116,0,0,4004.9442,0
2025-06-21,172,117,0,0,3706.7434,3.2619
2025-06-21,172,118,0,0,3293.48,0
2025-06-21,172,119,0,0,3492.5254,0
2025-06-21,172,120,0,0,3490.6667,0.2342
2025-06-21,172,121,0,0,3189.62,0
2025-06-21,172,122,0,0,3348.2366,0
2025-06-21,172,123,-0,0,3725.2052,0.0168
2025-06-21,172,124,0,0,3960.13,0
2025-06-21,172,125,0,0,3881.8245,0
2025-06-21,172,126,580.82380625,0,3513.6729,0.0012
2025-06-21,172,127,581.968110381944,0,3160.32,0
2025-06-21,172,128,593.472818194444,0,3214.7106,0
2025-06-21,172,129,590.700643993055,0,3489.1029,0
2025-06-21,172,130,585.673430694445,0,3713.49,0
2025-06-21,172,131,563.034940749998,0,3715.4477,0
2025-06-21,172,132,578.927172361111,0,3460.6768,0
2025-06-21,172,133,1259.6638434375,0,3169.68,0
2025-06-21,172,134,1300.58044368056,0,3161.2424,0
2025-06-21,172,135,533.504208576389,0,3268.4465,0
2025-06-21,172,136,1276.88467677083,0,3317.19,0
2025-06-21,172,137,1254.62801010417,0,3281.0391,0
2025-06-21,172,138,1301.46007677083,0,3250.7574,0
2025-06-21,172,139,1311.82404083333,0,3190.39,0
2025-06-21,172,140,1332.31052416667,0,2998.9363,0
2025-06-21,172,141,1304.35938652778,0,2920.9743,0
2025-06-21,172,142,1334.21037402778,0,2989.3,0
2025-06-21,172,143,1325.93802,0,3024.571,0
2025-06-21,172,144,613.586767847222,0,3193.3141,0
2025-09-23,266,1,1386.60283659722,0,3425.14,0
2025-09-23,266,2,1428.69346159722,0,3421.106,0
2025-09-23,266,3,1418.65201576389,0,3361.9091,0
2025-09-23,266,4,1376.12075326389,0,3388.6,0
2025-09-23,266,5,1358.38237826389,0,3591.0535,0
2025-09-23,266,6,1305.54069076389,0,3639.0639,0
2025-09-23,266,7,441.577715381944,0,3538.62,0
2025-09-23,266,8,526.287161215278,0,3584.1201,0
2025-09-23,266,9,572.531948715278,0,3479.83,0
2025-09-23,266,10,958.761585211274,0,3316.08,0
2025-09-23,266,11,547.107098715278,0,3504.3201,0
2025-09-23,266,12,535.508211215278,0,3611.1697,0
2025-09-23,266,13,524.371751388889,0,3543.64,0
2025-09-23,266,14,558.725043055555,0,3627.3783,0
2025-09-23,266,15,594.465534722222,0,3646.7973,0
2025-09-23,266,16,586.893834722222,0,3569.92,0
2025-09-23,266,17,549.720213888889,0,3591.0744,0
2025-09-23,266,18,539.189793055556,0,3523.6786,0
2025-09-23,266,19,547.075196527778,0,3402.03,0
2025-09-23,266,20,508.333275694444,0,3470.8796,0
2025-09-23,266,21,512.226004861111,0,3546.3118,0
2025-09-23,266,22,563.325613194444,0,3521.1,0
2025-09-23,266,23,574.740713194444,0,3493.0415,0
2025-09-23,266,24,557.770088194444,0,3616.52,0
2025-09-23,266,25,561.551012098214,0,3738.77,0
2025-09-23,266,26,584.775070431548,0,3573.138,0.0019
2025-09-23,266,27,593.563516264881,0,3548.8256,0
2025-09-23,266,28,578.493928764881,0,3696.43,0
2025-09-23,266,29,571.338937098214,0,3629.4046,0.0268
2025-09-23,266,30,559.690294166667,0,3602.4949,0
2025-09-23,266,31,542.099897142857,0,3708.74,0
2025-09-23,266,32,556.72901797619,0,3751.3647,0.3731
2025-09-23,266,33,604.72956797619,0,3689.4488,0
2025-09-23,266,34,630.8582665625,0,3557.68,0
2025-09-23,266,35,1394.96039989583,0,3509.0644,5.1961
2025-09-23,266,36,621.9009415625,0,4001.4806,0
2025-09-23,266,37,0,0,4743.74,0
2025-09-23,266,38,0,0,4911.4158,148.7833
2025-09-23,266,39,0,0,4831.9735,376.0146
2025-09-23,266,40,0,0,4792.2,649.3875
2025-09-23,266,41,0,0,4757.3085,973.8044
2025-09-23,266,42,0,0,4755.1526,1245.8597
2025-09-23,266,43,0,0,4789.05,1511.775
2025-09-23,266,44,-0,0,4816.282,1907.945
2025-09-23,266,45,20.2665097991071,0,4786.2179,2234.3678
2025-09-23,266,46,349.397154699901,0,4660.51,2492.5875
2025-09-23,266,47,204.985590054564,0,4606.8822,2894.0726
2025-09-23,266,48,0,0,5489.8417,3343.4604
2025-09-23,266,49,0,0,6701.06,3753.1125
2025-09-23,266,50,0,0,6664.9869,4119.6249
2025-09-23,266,51,0,119.103490654268,6469.7028,4427.9049
2025-09-23,266,52,0,322.88875,6635.97,4698.6375
2025-09-23,266,53,0,267.16475,6600.0815,4997.093
2025-09-23,266,54,0,177.016983333333,6462.4233,5400.3214
2025-09-23,266,55,0,103.286666666667,6427.57,5807.85
2025-09-23,266,56,0,88.5305333333334,6551.7343,6020.5511
2025-09-23,266,57,0,75.3937333333333,6611.8297,6159.4673
2025-09-23,266,58,0,46.3595833333334,6584.42,6306.2625
2025-09-23,266,59,0,34.0806666666666,6627.8893,6423.4053
2025-09-23,266,60,0,13.9784333333332,6567.1756,6483.305
2025-09-23,266,61,0,0,6455.96,6487.7625
2025-09-23,266,62,0,0,6527.0912,6506.7574
2025-09-23,266,63,0,0,6488.4499,6763.9313
2025-09-23,266,64,0,0,6336.11,7139.7
2025-09-23,266,65,0,0,6376.9432,7257.6775
2025-09-23,266,66,0,0,6473.6947,7240.5731
2025-09-23,266,67,0,0,6470.56,7359.675
2025-09-23,266,68,112.396894985117,0,6357.1346,7784.7849
2025-09-23,266,69,0,0,6310.6975,8209.6886
2025-09-23,266,70,0,0,6431.52,8399.7375
2025-09-23,266,71,-0,0,6604.0357,8379.679
2025-09-23,266,72,-0,0,6371.5522,8435.4109
2025-09-23,266,73,330.013635466269,0,5893.69,8613.5625
2025-09-23,266,74,199.943789632936,0,5815.5593,8690.3915
2025-09-23,266,75,224.630606299602,0,5929.8452,8581.2694
2025-09-23,266,76,342.950093799603,0,5958.43,8484.4875
2025-09-23,266,77,329.152039632936,0,5882.5546,8645.3297
2025-09-23,266,78,0,0,6091.5912,8546.664
2025-09-23,266,79,0,0,6408.53,8135.1375
2025-09-23,266,80,0,0,6253.4833,7884.9488
2025-09-23,266,81,0,0,6080.4251,7754.0988
2025-09-23,266,82,0,0,6115.63,7607.2875
2025-09-23,266,83,0,0,6161.9414,7394.5585
2025-09-23,266,84,0,0,6291.8498,7228.1769
2025-09-23,266,85,0,0,6409.53,7094.9625
2025-09-23,266,86,0,0,6298.6605,6838.0168
2025-09-23,266,87,0,0,6212.8259,6393.4647
2025-09-23,266,88,0,0,6236.6,5854.05
2025-09-23,266,89,0,0,6217.1274,5393.4146
2025-09-23,266,90,0,0,6206.2876,4990.8009
2025-09-23,266,91,104.184657452877,0,6262.68,4761.6375
2025-09-23,266,92,627.894652488826,0,6377.3851,4842.082
2025-09-23,266,93,164.41891593254,0,6461.0017,4734.2965
2025-09-23,266,94,318.46702843254,0,6382.45,4417.2375
2025-09-23,266,95,415.501536765873,0,6120.1976,4306.354
2025-09-23,266,96,429.54201593254,0,6153.6297,4035.9346
2025-09-23,266,97,424.601089355158,0,6505.17,3543.675
2025-09-23,266,98,517.060810188492,0,6704.9712,3168.3753
2025-09-23,266,99,619.274931021825,0,6651.3841,2836.5022
2025-09-23,266,100,679.776193521825,0,6512.95,2503.5375
2025-09-23,266,101,694.297404116067,0,6516.7553,2218.6701
2025-09-23,266,102,705.527738675595,0,6452.5286,1863.5925
2025-09-23,266,103,793.679829087301,0,6349.71,1465.3875
2025-09-23,266,104,858.977788472222,0,6441.2731,1178.7512
2025-09-23,266,105,893.782545741721,0,6397.9351,917.9154
2025-09-23,266,106,902.802224920635,0,6368.49,630.1875
2025-09-23,266,107,950.502124920635,0,6667.634,356.458
2025-09-23,266,108,882.502324920635,0,5886.4358,131.4439
2025-09-23,266,109,595.423936041667,0,4515.87,0
2025-09-23,266,110,617.523105431249,0,4585.9791,0
2025-09-23,266,111,706.898915138889,0,4985.787,4.4234
2025-09-23,266,112,586.040864241071,0,5006.5,0
2025-09-23,266,113,597.139335074405,0,5016.9579,0
2025-09-23,266,114,653.251639241071,0,4862.5058,0.3176
2025-09-23,266,115,-0,0,4664.56,0
2025-09-23,266,116,-0,0,4794.5933,0
2025-09-23,266,117,89.5932265909213,0,4953.598,0.0228
2025-09-23,266,118,-0,0,4906.9,0
2025-09-23,266,119,-0,0,4721.0181,0
2025-09-23,266,120,-0,29.0972027634702,4705.315,0.0016
2025-09-23,266,121,-0,811.911666666667,4871.47,0
2025-09-23,266,122,-0,827.178116666667,4963.0687,0
2025-09-23,266,123,594.599678368055,248.968021631944,5061.4062,0
2025-09-23,266,124,-0,839.708333333333,5038.25,0
2025-09-23,266,125,-0,784.895283333333,4709.3717,0
2025-09-23,266,126,738.267963819444,63.3938361805558,4809.9708,0
2025-09-23,266,127,759.426459671343,109.790206995323,5215.3,0
2025-09-23,266,128,751.920691354167,90.6036919791666,5055.1463,0
2025-09-23,266,129,742.0956746875,62.4995086458333,4827.5711,0
2025-09-23,266,130,714.561928854167,98.8197378124999,4880.29,0
2025-09-23,266,131,745.134817225587,84.7343161077465,4979.2148,0
2025-09-23,266,132,715.900091354167,52.2864086458332,4609.119,0
2025-09-23,266,133,1272.76225138889,0,3835.46,0
2025-09-23,266,134,1301.57622638889,0,3320.6494,0
2025-09-23,266,135,590.467881944445,0,3496.0714,0
2025-09-23,266,136,1260.33850138889,0,3883.24,0
2025-09-23,266,137,1283.75441805556,0,3580.1991,0
2025-09-23,266,138,608.551381701389,0,3332.1137,0
2025-09-23,266,139,1352.54449550347,0,3416.1,0
2025-09-23,266,140,565.377943784722,0,3387.9352,0
2025-09-23,266,141,620.996471779188,0,3459.0094,0
2025-09-23,266,142,1288.896693125,0,3661.95,0
2025-09-23,266,143,1285.71865145833,0,3702.4038,0
2025-09-23,266,144,566.297168784722,0,3409.7885,0
2025-12-21,355,1,602.177968003472,0,3373.27,0
2025-12-21,355,2,1333.14381367252,0,3576.1063,0
2025-12-21,355,3,1450.30796383681,0,3537.871,0
2025-12-21,355,4,643.353384670139,0,3472.1,0
2025-12-21,355,5,612.697309670139,0,3388.2602,0
2025-12-21,355,6,602.347463836805,0,3299.4233,0
2025-12-21,355,7,632.921712413194,0,3349.26,0
2025-12-21,355,8,651.154504079861,0,3662.0911,0
2025-12-21,355,9,641.048429079861,0,3799.4157,0
2025-12-21,355,10,622.460462413194,0,3736.18,0
2025-12-21,355,11,627.710879079861,0,3824.9356,0
2025-12-21,355,12,656.215137413194,0,3734.208,0
2025-12-21,355,13,672.767838645833,0,3587.15,0
2025-12-21,355,14,638.738071979167,0,3856.4774,0
2025-12-21,355,15,642.936534479167,0,3923.2147,0
2025-12-21,355,16,690.8582553125,0,3730.5,0
2025-12-21,355,17,704.1124178125,0,3819.86,0
2025-12-21,355,18,712.959621979167,0,3791.4644,0
2025-12-21,355,19,713.440158697917,0,3751.73,0
2025-12-21,355,20,682.14154203125,0,4180.5461,0
2025-12-21,355,21,662.988087864583,0,4115.3327,0
2025-12-21,355,22,677.528075364583,0,3748.74,0
2025-12-21,355,23,698.735612864583,0,4220.4858,0
2025-12-21,355,24,703.85360453125,0,4423.9257,0
2025-12-21,355,25,712.311780798611,0,4079.15,0
2025-12-21,355,26,727.115284965278,0,4038.9424,0
2025-12-21,355,27,765.958726631945,0,4082.3954,0
2025-12-21,355,28,784.630947465278,0,4064.87,0
2025-12-21,355,29,738.631047465278,0,4121.8784,0
2025-12-21,355,30,745.944126631945,0,4083.6154,0
2025-12-21,355,31,806.789204149306,0,4032.31,0
2025-12-21,355,32,782.161866649306,0,4217.9422,0.0023
2025-12-21,355,33,761.923962482639,0,4253.2484,0
2025-12-21,355,34,764.462537482639,0,4066.58,0
2025-12-21,355,35,1571.07480414931,0,4077.7781,0.0316
2025-12-21,355,36,804.357174982639,0,4717.7146,0
2025-12-21,355,37,925.070886932044,0,5490.65,0
2025-12-21,355,38,281.990186932043,0,5439.318,0.4406
2025-12-21,355,39,935.95867859871,0,5407.8325,0
2025-12-21,355,40,922.249636932044,0,5587.05,0
2025-12-21,355,41,935.678407765377,0,5351.2866,6.1366
2025-12-21,355,42,1003.25455359871,0,5233.249,0
2025-12-21,355,43,991.950968335813,0,5374.2,0
2025-12-21,355,44,926.838030835813,0,5360.7841,172.6829
2025-12-21,355,45,857.272275131448,0,5321.3096,420.0356
2025-12-21,355,46,848.542850131448,0,5231.72,690.675
2025-12-21,355,47,1638.57198763145,0,5065.8847,996.7377
2025-12-21,355,48,887.133600131448,0,5889.1246,1276.7125
2025-12-21,355,49,208.275116815476,0,7180.79,1539.8625
2025-12-21,355,50,175.822958482143,0,7254.351,1860.1541
2025-12-21,355,51,101.476133482143,0,7152.8955,2211.6206
2025-12-21,355,52,72.3745959821429,0,7367.01,2579.625
2025-12-21,355,53,32.0258126488096,0,7333.1326,2953.1787
2025-12-21,355,54,-0,0,7276.0603,3195.6035
2025-12-21,355,55,-0,0,7255.65,3341.5875
2025-12-21,355,56,-0,0,7076.8086,3572.7867
2025-12-21,355,57,-0,0,7014.1683,3848.0561
2025-12-21,355,58,393.874114784225,0,7150.59,4116.6
2025-12-21,355,59,537.454107730655,0,7259.4501,4370.6969
2025-12-21,355,60,481.023282730655,0,7142.682,4583.0793
2025-12-21,355,61,-0,0,6912.23,4750.3875
2025-12-21,355,62,-0,0,6873.3728,4886.2111
2025-12-21,355,63,498.16442234871,0,6913.1885,4956.6279
