date,buy_kwh,waste_kwh,curt_kwh,em_kwh
2025-03-01,37997.7321440219,74.9311585565479,6263.18610749524,393.185079939464
2025-03-02,73291.0621742122,635.623215215775,0,3380.55892187019
2025-03-03,68969.0794548687,382.85323563683,0,7035.36948409969
2025-03-04,74387.5654883321,2083.43349806894,0,1146.01237211659
2025-03-05,75435.8827842527,4430.29177667306,259.10245,0
2025-03-06,63589.762009423,147.145280588683,0,2068.71143955596
2025-03-07,32007.001693654,68.1560316931216,8032.5726165062,0
2025-03-08,35573.1459725523,162.94170735364,9249.40095416197,0
2025-03-09,70806.1404757002,2375.17530486532,1186.74371465835,0
2025-03-10,67299.6483380478,60.1868646615964,0,3983.37172670282
2025-03-11,68582.1179280381,409.578214145999,670.488209016169,671.531315792053
2025-03-12,71699.7769431621,4348.11182541759,1000.69795901982,0
2025-03-13,65443.5543243687,171.210922227183,0,1851.78622082069
2025-03-14,30177.8127310917,9.27311718749994,11578.5029623966,0
2025-03-15,35516.2813090535,127.293856011994,6634.55449060616,0
2025-03-16,74007.8563037323,6183.58057868626,322.9277,1.64000000000002
2025-03-17,70145.4577025934,6489.72496871673,2022.67791277328,0
2025-03-18,65768.1400417076,1303.08761461697,530.623267876985,1233.41770487515
2025-03-19,71254.9719000765,5750.8992389436,1902.2186,0
2025-03-20,66288.5486224939,4531.84034162107,1014.33168333333,0
2025-03-21,28814.6055961627,243.902198007867,14268.8187666667,265.050197104019
2025-03-22,34873.0405089682,50.7515466579862,10358.4107343523,0
2025-03-23,65708.5707918842,3216.10699360443,0,0
2025-03-24,69917.3435531466,5988.80693204227,1910.98058333333,239.466637666869
2025-03-25,64675.1569127062,681.39712000248,0,681.301601354459
2025-03-26,68776.4310233464,6459.92039509165,2416.88306585765,0
2025-03-27,63831.4080798866,6014.98255951513,1162.89845,0
2025-03-28,28356.3565848943,112.692849477756,14728.6734833333,322.954865671378
2025-03-29,34234.9194627714,34.0011342708332,18017.1648833333,70.1094993028693
2025-03-30,62814.7117917677,3403.16610315692,339.311109429286,0
2025-03-31,59674.8051475095,83.734735262897,0,850.037355340396
2025-04-01,65286.2499414328,1142.45104788898,0,43.6081311253675
2025-04-02,60929.9873354326,290.529693962499,0,3316.40904014827
2025-04-03,55761.9382902942,1766.90549495912,113.107299999998,163.307725393353
2025-04-04,27696.980004253,233.47207090933,18226.431709642,0
2025-04-05,34499.2612776039,81.9593701390615,13763.1178443954,3.08741859888482
2025-04-06,63878.8265836208,2744.66747747101,2719.54765,0
2025-04-07,63766.7363536222,4574.44308277881,2721.06605471898,0
2025-04-08,61719.2037393879,2291.72857091919,1292.38231825651,260.701361432164
2025-04-09,59901.0166577762,206.075023953372,0,3111.21402709374
2025-04-10,58779.6510842677,4399.48293186654,1664.1746557454,0
2025-04-11,26895.8714826081,6.40801568452396,19793.4391336913,152.196962671034
2025-04-12,34595.0482741184,94.7110898883928,16073.3182302213,0
2025-04-13,55159.0767481001,361.316457591795,0,2389.83615874118
2025-04-14,60586.3191535986,2750.90415558399,1099.2918503163,112.185654890082
2025-04-15,57633.6952350775,1254.76898284717,2319.72042441089,0
2025-04-16,56103.6534159131,67.0142250497854,0,2025.9366082133
2025-04-17,50584.9847626535,619.045130974117,0,1214.37706790499
2025-04-18,26269.4032650066,70.8308684886962,17558.987300416,0
2025-04-19,32051.0417665532,44.2361052405754,17161.047322307,0
2025-04-20,56997.0070960038,681.55906710606,442.093738560778,87.7238866616058
2025-04-21,55890.8872577927,1340.16866234022,1944.98371130766,110.867410685243
2025-04-22,58582.0192229661,1439.29031258831,1203.8992719066,0
2025-04-23,59205.0618049363,2289.34844681057,2032.33401666667,0
2025-04-24,48768.4554470238,1399.91417840437,3031.73383451377,16.3019566983627
2025-04-25,25898.5644281643,14.6143963640873,21449.1577981588,0
2025-04-26,31563.4149353645,18.192031076389,23489.9607581669,0
2025-04-27,55917.5986797217,1879.57582400267,2403.32203175092,556.450070293335
2025-04-28,54104.3538244549,119.835749975198,0,5189.25057946935
2025-04-29,57868.7314043032,1382.39914879351,3962.19613370716,123.898900626791
2025-04-30,62908.9569079316,7810.10863593835,5146.99561666667,0
2025-05-01,48752.2826091319,367.61982901751,2069.19004620622,2239.96702380238
2025-05-02,25458.8207418193,0,11855.24935,3110.07402740665
2025-05-03,32734.4744838513,12.2045104340276,16420.5679333333,497.419015108927
2025-05-04,63918.3664914792,6635.08079104238,4281.98295,0
2025-05-05,58232.5590856233,340.026591625915,0,3413.79735645267
2025-05-06,55907.6848267814,80.5515321974206,0,1049.18754684409
2025-05-07,54933.1011989169,301.152524888393,0,3428.09359533367
2025-05-08,50187.5927314712,29.7477152728173,0,4057.70803140867
2025-05-09,25857.3926810874,0,16384.5052166667,1613.87433120238
2025-05-10,33588.2809705644,117.900364248975,13289.1007610467,0
2025-05-11,62815.3116905544,1460.18325510506,745.449125793989,23.4069781770834
2025-05-12,58823.2945468723,3832.73395065365,3512.85328333333,0
2025-05-13,59373.5832713654,515.905694842878,0,0
2025-05-14,66163.6325599368,7669.02198809561,3517.49642804086,0
2025-05-15,55325.682332207,938.498740912643,1633.76310252562,0
2025-05-16,27758.9909405632,695.167202339507,22491.7175143923,0
2025-05-17,30647.7446418592,61.4992551604727,14883.5144965239,0
2025-05-18,62475.0537142844,2063.27600574381,1717.22107508575,0
2025-05-19,60629.6055490597,4855.50834009062,5658.17353248702,36.3274456944444
2025-05-20,60738.3598053353,1887.17500808752,85.2663176135326,0
2025-05-21,56914.0276957925,1483.04296041918,3603.9745,923.471926099033
2025-05-22,54894.2855470864,999.505117019281,2627.26771484133,0
2025-05-23,28330.0606267556,952.57585096947,17909.8792780813,0
2025-05-24,31015.4208519662,799.744381016436,20126.9497966417,0
2025-05-25,61683.426760681,4155.1600804033,3905.18397305649,0
2025-05-26,69148.8317889798,7726.60255239861,2792.6821,0
2025-05-27,55247.7945113992,3380.24016772091,3746.23921666667,0
2025-05-28,60525.9815082889,1695.47499449196,2019.74756191812,0
2025-05-29,57631.5436806171,2407.46916717982,0,0
2025-05-30,27153.0597961949,369.979747514606,17979.9909571336,0
2025-05-31,35604.153791096,3003.45244833251,15702.3410117783,0
2025-06-01,59983.635574584,0,0,8385.51573156845
2025-06-02,63727.084188531,0,0,9289.01125260914
2025-06-03,62858.7170217589,10.3055704861111,0,7866.56514566325
2025-06-04,76721.7927105572,3387.99372774073,1.13466666666667,50.4373924454365
2025-06-05,74684.980209887,3301.02382307693,0,84.0261319940475
2025-06-06,33128.229171327,0,2227.60998501702,2181.44918723911
2025-06-07,38412.0458904209,7.96448005208322,720.478366666663,466.825374895808
2025-06-08,85848.0257701837,14267.0496020483,1552.93978762386,20.423840798611
2025-06-09,69327.8131579198,571.582544623016,0,6693.42117032563
2025-06-10,78593.5834818804,2953.31016875581,291.209683333333,0
2025-06-11,76080.5393134612,1408.14343493356,0,4546.1816501118
2025-06-12,84750.465112424,11813.7769612252,358.228666666667,0
2025-06-13,35427.041301751,554.184402358712,4801.76061174934,0
2025-06-14,45345.2857650056,1321.4700573465,10026.4908290065,0
2025-06-15,86858.1354566877,9883.10210078468,0,0
2025-06-16,91038.6546792236,15554.7480155272,271.435583333333,0
2025-06-17,92764.5609479121,14973.5563539655,292.39985,5.24105520833336
2025-06-18,88827.885483319,14411.7715398461,124.51665,62.2434924305553
2025-06-19,72915.2155971472,6981.9542796666,922.49805,20.7667980902776
2025-06-20,36495.8088846796,2433.1869631356,9157.92172164247,0
2025-06-21,38911.0422997739,565.994719753126,10874.4869271173,0
2025-06-22,92217.7673131238,18837.0601668027,773.76685,0
2025-06-23,93862.1124492559,21390.5926580437,1812.97225,0
2025-06-24,92688.5456992009,12349.445587827,43.5466666666666,0
2025-06-25,93600.2551367566,20105.6484276787,736.778083333333,0
2025-06-26,89164.9364335858,22343.5947140904,908.406071779282,0
2025-06-27,40702.8192048564,4958.60544648521,14584.9465207115,0
2025-06-28,50151.9997249582,5116.12801425032,16016.4348409478,0
2025-06-29,96289.8229315957,22822.977002695,170.222216666667,0
2025-06-30,96691.5913473858,23735.3283522752,372.808433333333,0
2025-07-01,91422.2738607998,13380.071925907,358.50175,220.458363278769
2025-07-02,102600.591024953,22402.7265403168,2468.212,376.653205818453
2025-07-03,98749.9210627045,20686.6856086226,1221.41686666667,105.802828849207
2025-07-04,58958.5237062462,11326.361581093,16104.1500419383,0
2025-07-05,48665.8230356962,2965.59260314034,10363.6899666667,845.339114548909
2025-07-06,73213.0742205522,0,0,11587.7669804249
2025-07-07,86214.3961698379,9345.06299345609,521.811783333333,110.02510858631
2025-07-08,87094.2200913891,7248.28036537113,892.333233333334,1612.78266595687
2025-07-09,94632.5175509945,13222.8482288225,1755.61675,28.2102637152775
2025-07-10,68232.4185584502,595.528724902649,0,335.163925803653
2025-07-11,44232.1404410749,1110.54873138254,6423.90876021066,0
2025-07-12,45585.6384314707,0,8979.97089225921,1061.48584172371
2025-07-13,80452.386130995,5103.78292879383,2745.87141796428,359.860709793864
2025-07-14,79147.0813771316,3082.36347404336,126.752398296403,63.0449385420627
2025-07-15,85795.5215347852,5630.82170965164,472.00485,0
2025-07-16,73666.1858213813,634.198363888934,788.67255,0
2025-07-17,72972.4302380907,3126.95168782444,0,1167.0312054099
2025-07-18,42999.5754246656,0,8936.13962005878,0
2025-07-19,46459.5285962424,0,13039.4837658237,417.019726755746
2025-07-20,80986.2794933383,2238.71289749756,0,0
2025-07-21,77319.4430083006,2134.58750840939,0,1782.63490072258
2025-07-22,84219.4386753378,4611.56018637032,1053.11158333333,0
2025-07-23,76195.8469002215,2108.34737536069,0,1039.59306942486
2025-07-24,78542.6073073111,4052.06791340774,0,0
2025-07-25,46057.7692688073,1407.53382707259,15618.7233017164,0
2025-07-26,49390.2967746059,1065.8365635069,12430.1021881724,0
2025-07-27,77163.9417977571,2866.64627832538,0,495.882683333332
2025-07-28,81908.2431092408,4725.71275590278,0,3569.38923751252
2025-07-29,80975.3123283234,2364.37309264228,0,1933.08019236605
2025-07-30,81075.0622648789,2746.63064570914,0,158.567356507935
2025-07-31,75693.4577927533,3744.00269555804,0,571.023402992287
2025-08-01,45317.5665588651,948.044243486279,19446.3146470457,0
2025-08-02,53611.169119081,2665.74216364807,21662.221356509,0
2025-08-03,78044.687438845,9104.54163707484,5250.33906702197,19.5037116319443
2025-08-04,77113.6712654614,3165.98451240993,3410.81356666667,0
2025-08-05,79868.781047074,8362.4906546393,4172.47885,0
2025-08-06,76340.4363810327,3158.63734136458,2008.54507826224,4.3380814930556
2025-08-07,69750.4837615438,5263.67226708481,4092.98193333333,2.86964724206352
2025-08-08,41824.8192966451,279.907590920355,21822.0641133974,0
2025-08-09,45821.1947925938,1191.53656562644,18580.0627932248,0
2025-08-10,68641.8659995715,270.245200402634,0,0
2025-08-11,71443.3319025457,1724.5944027056,3307.8831,262.092017925281
2025-08-12,76564.2545894431,2467.18883608993,2066.4303,849.136905473885
2025-08-13,76250.255171445,5110.80764448568,1874.39436908675,69.0011597867065
2025-08-14,63829.6973132538,656.193207095956,0,619.357344340185
2025-08-15,38452.6272058959,105.1333957873,19056.5823,489.657748689334
2025-08-16,42821.3273732669,0,19137.1464333333,1677.05517761987
2025-08-17,65064.7607874953,324.991923115079,172.436224934715,515.5176481371
2025-08-18,69617.1821268562,1495.57465480515,0,487.293820624724
2025-08-19,68182.9586331235,561.446478795506,219.371334038656,1516.70068089561
2025-08-20,69675.8424703377,0,0,4493.74772626994
2025-08-21,67935.3036638535,2013.73504734992,1838.26615,273.031282640776
2025-08-22,35834.5912928155,0,15811.6076833333,4001.19784259266
2025-08-23,41277.8098722946,0,13852.7361666667,690.687973097833
2025-08-24,68852.1446849092,0,263.539333333332,2264.6316959597
2025-08-25,66783.7825803936,150.114639375001,0,4938.00376874671
2025-08-26,65939.9222003545,43.9186714136901,0,3819.42983646929
2025-08-27,72865.5215629641,1151.28074006944,698.561935289659,503.274828908837
2025-08-28,68142.3133952157,325.373025327258,0,2851.41343213566
2025-08-29,38851.5959742814,36.0052415773812,14374.5168,892.332296257613
2025-08-30,42173.7509733825,0,18302.8036333333,525.399983096603
2025-08-31,71014.7728202005,183.300953323412,0,1906.11282917246
2025-09-01,73867.6076556373,9217.20479628287,3919.00715,0
2025-09-02,69111.4309299335,8815.90920306452,3743.73848333333,0
2025-09-03,60252.2017185359,1673.32920369035,1679.85380159334,0
2025-09-04,67666.5625368942,7350.26027803799,5665.05974419276,0
2025-09-05,34771.3581480123,1727.57100867528,23981.2230145685,0
2025-09-06,36859.1571255935,1265.66497411706,22628.0027733314,0
2025-09-07,69127.1899563162,7318.53483276809,2229.1826983249,0
2025-09-08,58524.3953183148,1074.39353903388,0,67.0589905311526
2025-09-09,73358.4528164187,4948.86331905053,5577.81380382523,0
2025-09-10,60680.1006591694,113.812102460318,0,1038.53579988569
2025-09-11,57641.3557263421,1633.45911477982,2675.52079440525,0
2025-09-12,31597.5595089649,532.364996219994,17681.1152382967,0
2025-09-13,38580.1998405244,401.219903175797,21926.643667466,0
2025-09-14,68019.7973577094,3157.20412917179,154.728161051862,0
2025-09-15,62898.1000148882,4071.78099292401,2909.52900857676,1.17176666666667
2025-09-16,65710.3167213242,1805.97994080753,1507.62557264825,86.4283009871048
2025-09-17,68002.2930465292,1536.16354486323,0,428.884685164238
2025-09-18,62207.9699613184,4111.46259022015,1189.5997588102,57.0597751125948
2025-09-19,31556.002344257,50.2970201962378,12924.7548166667,114.337675148808
2025-09-20,38636.6956792761,237.40515123708,13550.5607,470.864592637228
2025-09-21,61712.2165107348,1730.52865957893,0,165.850097157764
2025-09-22,64895.9956971106,3079.61959366414,324.06226927684,1663.84934806052
2025-09-23,60974.8843078594,50.1762940277775,0,5351.68992141664
2025-09-24,67683.39243467,2580.87612707344,1759.39434519842,260.124444418248
2025-09-25,63348.1794738728,1823.65831602109,2224.37367452629,1927.0699012632
2025-09-26,32513.1711330394,28.2228212500001,11973.5716228955,284.126271249722
2025-09-27,37306.9543862162,8.74683194444424,12700.39575,2854.53916204553
2025-09-28,65052.5509827613,1605.57983786146,0,35.000313355655
2025-09-29,65014.8537778067,174.865992073413,0,4055.76074164789
2025-09-30,59438.6615938298,274.986503323414,0,8878.12010231658
2025-10-01,67534.0551651037,5916.52645674675,7248.62248017019,0
2025-10-02,64656.9270074596,6178.302196332,5693.23908333333,0
2025-10-03,28331.5983871189,190.941324957838,18447.2668095246,46.5977216373246
2025-10-04,30190.0346777706,15.1677111532739,14238.4666166667,1857.60058113341
2025-10-05,69884.1323805563,3831.20413376249,4172.65558028672,0
2025-10-06,66847.8012661352,3289.28302088078,2943.3634,0
2025-10-07,71558.9259024542,4238.17767709527,3133.8109,0
2025-10-08,63909.6308995518,1834.48262168748,3077.62168333333,0
2025-10-09,58356.9911294878,1167.87789320398,3793.48371686786,193.119735863143
2025-10-10,31055.8662092718,13.1650835763891,19648.0686021888,223.41737432662
2025-10-11,36099.0978887141,1035.64629594298,14197.8159455972,0
2025-10-12,72237.0886493232,4481.34650182276,2804.80657582709,20.9299333333333
2025-10-13,66802.4026036208,3560.95439279193,3288.10743387175,109.030527818117
2025-10-14,69264.20403945,2660.24996814008,599.994319395632,0
2025-10-15,69199.2197112216,3230.98020782196,1268.52727238695,0
2025-10-16,61926.9440659827,453.013599642343,146.112462815184,1407.74649779733
2025-10-17,31013.6051033027,2.38618985119047,12965.8328249128,245.089684105103
2025-10-18,38742.3235289238,223.236430624051,14005.1518249887,0
2025-10-19,66589.8296463658,840.835548534293,46.1318962498443,1234.4472172399
2025-10-20,73244.9346166402,5142.41472718542,0,1126.33241640444
2025-10-21,71121.6588760105,555.140747467713,0,0
2025-10-22,59886.1586553564,1505.59758920097,0,9377.86725175859
2025-10-23,69332.7275576817,4530.10062355994,1049.53975,0
2025-10-24,30773.8709082962,28.3181474603176,11151.4040526869,548.836594960314
2025-10-25,37331.4870901179,71.986573673115,10652.2836888153,1006.38762112029
2025-10-26,75994.7169473355,5702.23193973398,1163.50003152001,0
2025-10-27,72122.3730810961,3987.00367218909,2435.09818333333,569.494065536062
2025-10-28,78585.6667997937,7122.21266712923,1064.88592139918,0
2025-10-29,67438.7496794332,206.117939384279,0,5223.15620860739
2025-10-30,65824.5473360784,941.260924945348,0,834.447598583774
2025-10-31,32950.9845114986,0,7005.67755509306,111.921097494746
2025-11-01,37727.5951223782,78.5058857527732,7713.96649586334,199.566257397917
2025-11-02,70798.2056597904,409.839510880457,0,2583.26822581535
2025-11-03,78041.8941192678,3345.96531774801,627.54755,0
2025-11-04,77161.5952126223,5097.04104728162,1843.1652,415.694510793405
2025-11-05,77590.8099697147,2952.35241603774,624.69475,0
2025-11-06,71500.2159119065,311.525742139689,0,1439.11219747748
2025-11-07,35964.846922538,1691.07345286872,7227.33575864198,25.2465927523812
2025-11-08,38014.8954218856,1230.04051272801,6728.64664061257,0
2025-11-09,80353.6362226476,3989.50866267161,977.348716666667,0
2025-11-10,80126.4279238446,2035.49104031752,287.35265,0
2025-11-11,80367.1292046437,4616.31982079911,262.38465,0
2025-11-12,81300.0447238353,5124.63690954444,463.5332,0
2025-11-13,76966.3795972026,2780.50025679925,160.465866666666,2.01053333333327
2025-11-14,36142.1504070427,1513.79532405806,4301.38326663795,0
2025-11-15,41724.9532191753,1699.08697710225,4969.94690469959,0
2025-11-16,81544.7767505054,3116.38606279853,0,0
2025-11-17,79900.8370773714,2496.81495599329,0,0
2025-11-18,86290.4122159701,7568.41656285609,98.8300166666665,0
2025-11-19,83901.5057482354,4722.10348867321,243.106766666667,0
2025-11-20,81094.3088105093,3259.52811716852,94.4377333333333,0
2025-11-21,36122.5878634431,965.949548004092,3093.22065493438,0
2025-11-22,42930.2998804783,2190.56238895589,5334.97336810596,0
2025-11-23,84813.8783232822,5036.49262599948,716.232367616596,0
2025-11-24,88794.8013488396,10272.60940561,620.028633333333,18.8396666666666
2025-11-25,85853.0343753955,4967.9624104341,183.10095,0
2025-11-26,85523.1094403171,4417.18868168228,2.94833333333327,32.9931666666666
2025-11-27,83556.3769956258,5784.48318337833,510.792383333333,0
2025-11-28,35607.8303409217,288.164466506839,1315.60058333266,0
2025-11-29,38202.5699588402,23.3623408854167,0,1488.7057594255
2025-11-30,85310.1899578176,323.419300744565,0,0
2025-12-01,85307.2168311111,358.62209922371,0,5735.03020551236
2025-12-02,84776.725621381,8.70208027777774,0,8069.04998087143
2025-12-03,94276.1084402083,2038.2772378399,0,0
2025-12-04,84843.0154792387,137.70155765377,0,5162.47610068459
2025-12-05,46801.6294705132,1290.16884816652,0,650.430476034892
2025-12-06,38949.8554761175,8.02230999999983,0,7542.13937736057
2025-12-07,96901.4825181358,4425.61886946306,0,0
2025-12-08,96555.6052037,3760.54964002523,0,0
2025-12-09,90227.830457981,1457.64701312004,0,2635.85434788648
2025-12-10,97103.6333752683,3790.74086116017,0,0
2025-12-11,98367.1286040543,7752.30794859766,0,0
2025-12-12,53642.3613762794,4630.60017933701,2011.98365,0
2025-12-13,55116.1341836632,6032.57082057173,1684.11296666667,0
2025-12-14,99097.2383110111,5908.50696727973,0,0
2025-12-15,95276.6650505197,1124.73765371044,0,0
2025-12-16,98003.1024750716,4594.49440091082,0,0
2025-12-17,98325.6283935901,5593.15781122355,0,6.59096766532206
2025-12-18,99839.9241133175,6873.90050078483,0,0
2025-12-19,58036.9540072527,9462.3255404036,2898.30797420114,0
2025-12-20,51154.9116941615,2740.50660694483,1864.46805382398,0
2025-12-21,101929.109784746,7806.4465893575,0,0
2025-12-22,106734.069240815,13864.8606978923,0,0
2025-12-23,104196.193534557,12626.5992764051,0,0
2025-12-24,105160.656716244,13302.0974246534,0,0
2025-12-25,104364.214838481,12750.9884260651,0,0.914957891069861
2025-12-26,57854.5702005676,8562.19614134824,2524.99048696753,0
2025-12-27,60816.7535448168,11722.3097503363,2901.83560908478,0
2025-12-28,101473.747498555,10129.5179566245,0,0
2025-12-29,108095.308201395,16729.9737411246,0,0
2025-12-30,102349.685023971,12445.3943715957,0,0
2025-12-31,96033.545228165,11231.5829868598,0,142.006408144096
