date,adj_kwh,cost_plan,cost_adj,em_kwh,cost_em
2025-03-10,71420.23344369,43319.3474681295,2944.79654522933,7011.36793611111,31680.5077327833
2025-03-11,67023.3361810929,39117.4969621672,5988.32690992797,7728.72523055555,35216.32661805
2025-03-12,65541.6825699246,41264.7225463534,3315.56549053592,8144.42359615912,35563.5038345931
2025-03-13,72097.5786554869,43954.5951385544,2423.75848549195,6502.94973333334,28377.4947834347
2025-03-14,29504.7033529149,16232.2317570248,1660.60706041487,4804.62219629629,19376.8818993532
2025-03-15,30045.5327831276,16468.6692384763,2240.55984211833,5317.65684444444,23309.3992183667
2025-03-16,68654.1430578189,42765.4928398209,2215.03746518408,7326.09808333334,33863.5536102278
2025-03-17,62579.835366941,39142.7869882404,2491.45737325908,7505.74652222222,32371.838971193
2025-03-18,65390.8358412208,40671.3880343004,3429.83054373092,7470.69004444444,33967.1338412583
2025-03-19,62649.914528738,37263.1623978786,5206.40081416892,9579.43560555556,43146.2660439528
2025-03-20,64538.5671160151,40784.5977368088,2135.97478655602,8624.45123172154,36591.0888683382
2025-03-21,28572.3420591564,15823.3514366694,1312.74690145,3911.77456111111,14891.9674479194
2025-03-22,28621.8941131687,15871.8719467287,1845.25785095394,4151.84723662551,15106.725117441
2025-03-23,64190.7168962277,39978.6969849367,3279.25141504149,6710.74648611111,29394.6468465736
2025-03-24,62916.1042319616,39069.9595980828,3094.14898570195,7836.53941419753,34715.1600589012
2025-03-25,63477.9266111797,39824.1404592037,4198.60949680217,8373.65951563786,34599.9234323921
2025-03-26,59571.5521347737,38118.5446345717,2410.0612937058,8214.13073333334,37474.6375388736
2025-03-27,62285.2821138889,39122.8064204561,2010.10113298747,8796.28932599451,38451.0184412129
2025-03-28,28198.3320712963,15504.0753169945,1000.83866757737,3753.78714451303,14326.214962774
2025-03-29,27997.8802980453,15200.3923865869,2200.81172063501,3171.38449166667,12305.1187828806
2025-03-30,60470.4096798697,37862.7773859031,2904.13413394803,7456.79676388889,32132.3214136472
2025-03-31,59256.9297078875,35673.50141499,4819.00544665035,8420.05118333333,37545.0845598389
2025-04-01,64525.2042248971,39881.3494815117,3284.84332981235,6555.62790555556,28168.1099334403
2025-04-02,65093.7261755487,39812.2648904086,2120.1795962949,6480.72368333333,28336.7386298847
2025-04-03,61987.7279398491,38944.16822031,2236.85835017104,7331.49096790123,32777.3170365332
2025-04-04,26853.657295357,14728.4887242962,914.141281350327,3808.40215,13778.9249942708
2025-04-05,27030.1436032377,14840.7638031341,1873.92073860221,4760.91025,16911.4212351264
2025-04-06,61041.3649186214,37771.1855035452,2791.24184723108,7320.09601111111,30918.3118803667
2025-04-07,55745.6485293241,34228.3854193801,3701.35822199789,9102.0636,41052.2514476958
2025-04-08,61192.6453319273,38370.5102666838,2576.02221063167,6490.60265555556,28318.7858128208
2025-04-09,62783.7919178326,38917.6840292892,2710.24002736599,7616.962175,33275.5913208181
2025-04-10,59177.9196759945,37233.8158683324,1823.49784446929,7693.275575,33315.7720669653
2025-04-11,25997.8452124829,14075.4418249304,968.109795525925,3911.75448333333,13642.4294413778
2025-04-12,25990.3570982167,14315.0974162693,1927.3851518025,3731.423675,13798.432529275
2025-04-13,56882.6250088135,35985.6528834476,1994.23219590457,8236.56872019891,35917.1596633386
2025-04-14,57076.9597431756,35784.4889978026,3201.40410266711,7545.76227777778,30427.1929357403
2025-04-15,53450.550020096,33272.901121203,3640.63895445904,8339.11118611111,36649.2732914014
2025-04-16,59432.1583404321,36401.3863570846,3182.46603689383,8308.53526056241,35949.1561437232
2025-04-17,56024.9404190994,34326.7184856647,3464.69089212545,8156.43095,34527.0408576208
2025-04-18,25365.8767201111,13703.617705525,675.754617023329,4094.42113888889,14262.3963140736
2025-04-19,25403.3602139918,13238.0514967215,2502.81504453084,3496.4333,12161.2126986125
2025-04-20,54791.7597777435,33999.5251180573,3161.76690241014,8645.62550277778,37684.4307923472
2025-04-21,55957.3752993141,35314.6727756638,2461.8425911036,7721.50157222222,30505.4831207181
2025-04-22,55084.0775549726,33003.9473231949,4872.76420874151,8128.9172,35183.1545984764
2025-04-23,54532.6281862737,32155.3741051467,5709.124131552,7791.85481666667,32558.5116677403
2025-04-24,51856.7214125172,32904.5443588681,2086.80600650491,8855.92586371742,35102.8530656094
2025-04-25,24664.5182581276,13450.5731710361,775.19575786375,3867.89259166667,13531.6062283736
2025-04-26,24985.7630894691,13530.5107571629,1939.48250437715,3086.87260833333,10352.0502244819
2025-04-27,52971.8459245885,32339.5617630138,4821.92561259644,7394.62253611111,31131.9698538833
2025-04-28,61188.2938753772,37263.6923217821,2895.41543452718,7061.648825,28849.4906320389
2025-04-29,50857.385472428,32407.8647082181,3193.81465751586,8101.21139166667,33636.3117803389
2025-04-30,48245.0880050754,31525.698636427,2465.29990980316,10167.64955,42150.7755409778
2025-05-01,54632.9286965933,35938.4876667626,1808.46976863862,8527.25467777778,35155.6216457625
2025-05-02,28659.4712032922,16578.0730555466,541.237818008781,4655.88833888889,18155.5877518611
2025-05-03,28019.2919547668,16205.6008358466,1779.38852979875,4143.9144638546,16020.5268091182
2025-05-04,54982.2365167695,36111.9536548368,2396.75681011984,8601.38673292182,35703.4796210327
2025-05-05,57714.2895162552,37779.6596013155,1947.74615732399,8362.64914444444,36609.5817237667
2025-05-06,54823.7637248429,34782.2466686214,4191.87569577994,9768.7672,42354.5090563417
2025-05-07,58089.6706865672,36636.2688858434,4342.67836823423,8554.42006666667,36091.8443256222
2025-05-08,60018.6768062414,37928.4320133133,1269.78003349479,6809.67439722222,28106.9576075056
2025-05-09,27333.7494727366,15409.2658964916,992.166744880554,4159.44126111111,13583.8951239306
2025-05-10,27348.5383166255,15389.8480504254,2310.98990662008,4203.17741111111,15594.7846002042
2025-05-11,57532.0140063786,36948.7348667939,2849.08540646081,9010.19391666666,37037.9764673056
2025-05-12,55335.2202964335,33466.3743700125,6045.84226247244,8102.48985833333,32786.9122183028
2025-05-13,59632.9865234911,37161.710798348,3249.94228040718,6877.55991111111,27877.6910094805
2025-05-14,56931.5485640946,36195.4874655235,3500.18934374822,7012.12609166667,29004.1232651278
2025-05-15,55549.6029915295,36269.2750702685,1426.65316580496,8941.06363055555,38053.8534059083
2025-05-16,26362.3005792181,15070.1117866026,585.748379543237,3383.29016666667,11102.2220801389
2025-05-17,26942.2033614197,15600.6306156302,1765.50189533472,3577.94101388889,11905.0492541972
2025-05-18,58847.2933929355,37360.8695627032,2207.32644856027,7138.47251666666,29662.3238906361
2025-05-19,53115.4163537963,34535.0059302504,2670.88969178603,8011.17962692044,32619.2968894453
2025-05-20,57162.307826749,34949.5103612126,5022.18261692872,7712.32521666667,31860.3242219847
2025-05-21,54930.4710908093,33653.3991601408,5870.03744875546,7536.77779166666,29253.4342475347
2025-05-22,53334.533314712,34661.5622937872,1328.16131419494,8033.6218,32416.1013582208
2025-05-23,26844.1048946502,14842.5990681356,1249.93773542492,3379.25288055555,11427.1733799639
2025-05-24,26067.3557509259,14855.3542531282,1882.67512239653,3115.96904166667,9952.83326542083
2025-05-25,53370.6427009259,34688.7329060758,2525.0617455757,7254.65773055555,29135.4154604125
2025-05-26,57758.5009633402,33832.8904343973,7647.49760489113,7676.0928,28790.2724394778
2025-05-27,52990.5381031207,33217.4310456239,4451.27904749802,8955.88351388889,36559.3976627556
2025-05-28,56372.1045336584,35733.6708266701,2726.69399602791,7583.45036388889,28199.5276536625
2025-05-29,58788.8043881687,36235.0988957596,2836.19137396116,6815.53494444444,26787.7523166333
2025-05-30,26199.6306127572,14792.1383985817,594.619119522819,3698.15713333333,11734.7466043111
2025-05-31,26793.4267828189,15178.2945431807,2119.38813206195,3214.13765555556,11147.3181630431
2025-06-01,75583.0478220508,48172.3682115583,2903.73574194991,5556.69914444444,20483.6376874694
2025-06-02,71600.7773694787,46949.8838349892,4016.90592675148,8478.26330192044,37072.3903426208
2025-06-03,74627.9570947959,46972.9990705879,2958.23913564102,5011.91018888889,19832.4395535806
2025-06-04,73217.6662279836,47267.7932024699,4890.93809556146,7184.21859166667,29972.5854557236
2025-06-05,75397.7066051097,47144.9207950914,2253.18396655029,6263.61894166667,26226.2279698056
2025-06-06,35734.3338516118,22191.7258779664,542.927038792201,5610.11283333333,21309.3182504403
2025-06-07,38127.5248728738,22607.6016822682,2603.69401660708,4322.43711388889,16228.3357718569
2025-06-08,69881.3006321674,44257.3828013829,4711.99808811282,6636.8994298011,27354.7904807991
2025-06-09,74468.8450444101,48578.6047492932,3169.85264146004,7571.22662777778,31873.7089700292
2025-06-10,74314.2313340877,47024.9919018525,3312.97960893693,7998.62405833333,32748.8821593236
2025-06-11,81740.3261255487,51012.8393057694,4428.83116885241,6179.090975,25430.8389543458
2025-06-12,76912.5601124486,49613.1033713872,392.71091622829,6412.29368333334,26828.2378256528
2025-06-13,34228.6375737654,21136.4916190072,488.150263273273,4770.97427541152,17449.2699926315
2025-06-14,33894.4953186557,20844.1013492488,2084.88607417084,5407.57305555555,19454.6369848972
2025-06-15,75157.8085389644,46133.4681337612,5205.27081254078,6526.113,26272.7858379333
2025-06-16,76630.9079228395,48002.3962516951,3687.60857366028,6610.82102222222,27455.6508755347
2025-06-17,78256.3643786211,48943.6280705302,3904.79098362827,6757.49200833334,28029.4625195611
2025-06-18,76960.0334058354,47967.703156935,3793.83646902524,5805.56649166667,22594.3056030792
2025-06-19,71746.4286067215,44569.5121406639,4699.21353704764,8795.17663888889,36465.2739574028
2025-06-20,32914.633620096,20126.5871856355,552.409489764459,4522.64744166667,17105.4520358847
2025-06-21,33050.7957634431,19953.6458569834,1800.50118572014,3749.47545277778,13633.9099728319
2025-06-22,69518.2259499657,43471.6750420028,4832.35781423212,8179.19566666667,33960.3155494625
2025-06-23,71359.6815324623,45835.1374883956,2682.04174860379,6335.68204166667,26221.9102093181
2025-06-24,80335.2390508916,51394.7673551863,2309.9423809776,6833.26570833333,26640.3937998139
2025-06-25,75637.6060876886,45735.2821396818,5279.64013317754,6127.72806666667,23010.6375730806
2025-06-26,73366.6245417078,44803.9412385691,3337.5185343721,5866.49706666667,23618.4225987917
2025-06-27,32164.9524444444,19409.8194951964,885.656937274395,4001.92320555556,15014.555463175
2025-06-28,32453.8665667695,19653.4548378683,1882.67738331079,4782.31232222222,17740.5373340306
2025-06-29,71801.6071121742,43272.4207930528,5825.54674230886,7802.24258333333,33416.2154626514
2025-06-30,72774.5087957476,46398.9851578086,2149.69477739957,7291.42466111111,30288.1923652222
2025-07-01,82611.4716721797,51741.7155188777,4686.19177558865,7400.25523333333,28343.9369545472
2025-07-02,74968.3135956447,49841.5140474066,1964.36950913406,8771.73403333333,37084.0158553014
2025-07-03,85766.9918903978,54954.2812859943,1737.40962844611,5684.59595833333,22447.3586984306
2025-07-04,41894.2353201728,26319.5885612867,604.606893481126,4826.34268415638,18155.622559071
2025-07-05,42180.160293534,26572.960957157,1775.00441138319,4901.72047222222,17602.4936165153
2025-07-06,85727.0878692216,51870.0531960941,8449.09578350227,6459.40015833333,25930.6575935583
2025-07-07,77451.2353140429,51266.1206501386,2137.18483660354,8483.3058016118,34692.2057992252
2025-07-08,79953.9698418724,52132.159972175,3840.10884760893,8592.07011622086,34595.9377601079
2025-07-09,79074.617871022,51544.5126006468,3217.41996830658,7164.83105833334,30237.453381175
2025-07-10,74994.7801438272,49969.8356647272,1030.73403829737,9485.89965833333,39349.5439473903
2025-07-11,41630.3337045267,26106.4980956224,835.478822714843,4995.96785277778,19421.9067151806
2025-07-12,42532.8165000343,26145.1051708205,2831.51334414792,4934.66927781207,17803.7726603867
2025-07-13,73393.350724177,49133.5849881743,3885.90150857492,8026.59091944444,32256.7009076722
2025-07-14,76614.1377083333,50018.6058354946,3373.35962780823,7689.58356111111,30651.1561720917
2025-07-15,75432.7448654664,49709.4029636921,2579.22786619846,7730.8113111797,31217.4343788159
2025-07-16,75190.9577497942,50408.3592712451,1981.29459304249,8599.60771388889,35669.7160896597
2025-07-17,75839.4665479424,48676.8627583541,3271.49724719169,9087.588925,38686.0566693708
2025-07-18,40292.8513170096,25274.5197298668,1140.19113512551,5902.37521111111,21544.3233142347
2025-07-19,41440.089662963,26387.4496652079,2479.14664019893,5187.67205833333,16097.4121758569
2025-07-20,76670.6178283608,49647.4841537126,3610.52839811576,7550.56163333333,31260.0972249667
2025-07-21,77820.1360312757,51176.2250326074,2173.89358542341,7945.96889444444,33328.4355470514
2025-07-22,80250.1878627572,50061.0649516487,5307.04139383672,6776.86756666667,27016.9657379542
2025-07-23,78010.0243277778,51724.1721946864,4065.82006352878,8661.12140555556,34905.2431001875
2025-07-24,77907.0696655693,51565.676834768,2326.8232054325,7570.20656111111,30927.6038383667
2025-07-25,39807.325761214,25044.7945972568,626.397423237058,5322.51561388889,20909.6829438167
2025-07-26,40446.0190388889,25178.1357203103,2184.27960987807,5186.43583312757,19244.6624380383
2025-07-27,76536.9670788752,48618.565755274,4493.08232308805,8534.00406666667,36115.6784660639
2025-07-28,80584.4056961591,51828.9243950494,3000.7349193243,8366.68768888889,35532.1522665611
2025-07-29,82499.5343350137,50273.9285843129,6651.01131842407,6181.58522222222,23234.9886559764
2025-07-30,79248.4802183052,46567.3720011358,10415.8489691182,8174.94895,32154.2891460181
2025-07-31,77435.2812537723,48271.4523670933,4750.94938338443,8451.437525,35768.1679813764
2025-08-01,39537.6687380658,24981.8257628608,850.316715079772,4976.92568333333,16529.7932867861
2025-08-02,39183.7255014403,24861.2250843112,2012.72603671035,3972.74136388889,13860.9835600903
2025-08-03,65060.4149469136,44818.4340081154,1767.19349920167,9983.52548888889,40397.1275415222
2025-08-04,68561.3281126886,45605.6958904017,3747.5645409961,7894.305275,33008.2299183403
2025-08-05,67720.272426406,44824.3594850014,3186.55217501446,9010.72323055556,36509.0300564
2025-08-06,70869.6180550031,48563.2050297538,2585.75466565147,9234.48704166667,38665.0556558278
2025-08-07,74251.9034820645,48237.0512257598,1960.15467884381,7192.09211944444,29008.7440060653
2025-08-08,38715.9118822359,24219.9531614953,512.374927707627,3597.98355277778,12449.6907185278
2025-08-09,39090.7613195467,24579.4631142759,1727.14119112905,3672.55708888889,12868.6726892153
2025-08-10,66437.9010111454,45414.227300713,2441.24981348607,10227.3282321674,44236.9942688177
2025-08-11,69385.7807778807,45007.4250254015,4080.40739655076,8156.60804166667,34275.6397403306
2025-08-12,73889.6327521948,48419.096212245,3214.80652962245,7142.96679022634,27305.0464869062
2025-08-13,69155.9452677641,44637.2842309175,4415.78997376466,8908.217425,37010.6833091597
2025-08-14,70772.9112330747,46263.7399800203,3230.92513023442,8023.40358333333,34917.1662779639
2025-08-15,38947.133387963,24271.9656679931,910.957324148496,3720.270625,13181.2329446431
2025-08-16,38719.0770708848,24394.8620658876,2720.14365414235,4040.80688333333,13689.9482687194
2025-08-17,70205.4215887174,46523.5439783336,2784.92689387567,8201.6988,35195.0405470986
2025-08-18,68027.1783892318,45881.0354360429,2294.16035010511,8868.01860833333,37728.8467016681
2025-08-19,67595.2946648834,45446.7320193205,2319.36106278175,8546.89463333333,35823.716587343
2025-08-20,73953.8235345679,48379.2962562323,2828.9301448163,8264.10843888889,33549.4473889556
2025-08-21,70878.8371026049,47122.2337946186,863.754120937021,6977.76799266118,28541.1087699499
2025-08-22,39692.2610808642,25024.0347799338,782.060799608761,4244.087375,14728.6476329236
2025-08-23,39425.6729598765,24045.4264800877,2729.04721392125,4519.29410833333,15632.5464846514
2025-08-24,68415.5868966049,46309.6673897773,2566.11182314815,9559.19631515775,41022.7099276479
2025-08-25,75380.6698832648,49732.9010936013,5536.84854511141,7410.47912510288,31700.7591329539
2025-08-26,68726.6759875562,46540.8166413169,2491.47244908394,10106.1214083333,43600.1209320778
2025-08-27,73715.9351701646,46036.4154951479,6178.10008837872,7682.057875,33401.1677305542
2025-08-28,73960.8774789094,45669.0978446262,5573.01859172392,9162.00594166667,37004.538689525
2025-08-29,40051.3558292181,25100.9070287645,691.387445039831,4405.77619773663,15760.3063610903
2025-08-30,40115.2344163237,25238.3198784107,1815.03895601832,2997.427725,10761.8407942569
2025-08-31,69679.8920950778,45836.4253708802,4069.82176468703,8087.25944444444,34203.798042075
2025-09-01,62841.0886555126,40080.2985812345,2444.68780541177,6036.71531111111,23998.0492330875
2025-09-02,58280.2471106996,36679.2841742239,4230.17471533747,8097.54035833333,35309.1058999611
2025-09-03,59879.3937004801,39210.920902209,2419.20472068825,7656.23370277778,30464.3380862486
2025-09-04,56413.347235285,38063.3084533732,1016.74993245362,9257.07628631687,40246.4754860139
2025-09-05,29561.2785550412,17423.3001589932,927.812661634689,3901.76791111111,15215.3219180319
2025-09-06,30002.1000674554,17675.2021672681,1933.93890848222,3339.27624722222,12352.3769244694
2025-09-07,58919.4743400206,36737.3496364426,5185.20609477828,8180.97593333333,35954.6586848625
2025-09-08,65000.9036800754,41012.6304097043,3560.60165480362,6833.90526467764,29133.6886173288
2025-09-09,56965.6062082647,37372.4959058011,3353.49895121755,9610.24493611111,42719.9030353556
2025-09-10,65540.7075722222,40914.8519829506,3732.94489016383,8123.32568055556,35166.8232520264
2025-09-11,61088.8043242112,39913.9964670358,1621.06190847091,7329.10991388889,30752.8790476028
2025-09-12,31565.7095390946,18557.1945207881,599.101451402234,4046.93888230453,15347.5296715491
2025-09-13,30746.4406881687,18073.820507749,1804.18898571486,3285.81530833333,12981.6502186764
2025-09-14,65621.9886701989,42207.9070101792,2819.86538297758,6394.67384444444,28198.2307929028
2025-09-15,57807.9732527092,38180.7996037935,2392.10380721869,9754.53073665981,44388.7612193969
2025-09-16,65583.1994298697,42146.258292967,3235.59038099295,6955.999425,30988.0603634764
2025-09-17,62232.4895790466,40548.9484336943,2678.84713269287,9600.62180833334,40504.4391140847
2025-09-18,64640.3928761924,38833.3900603872,5970.99785814078,7636.61778333333,34090.08303245
2025-09-19,31547.1851684156,18574.1207624463,841.225339492072,4371.1262,16975.264314468
2025-09-20,31190.6028054527,18378.0784453777,2041.88270330861,4160.96376944444,16813.6387429903
2025-09-21,64036.6468356996,41456.8858551942,2131.95368818858,6661.080575,29691.8252673903
2025-09-22,64643.5566571331,41961.936461672,3406.24577091513,8573.86215555556,37793.4595159333
2025-09-23,66062.3578790466,43160.6772436776,2263.14975951767,8515.81570925926,37081.6996828195
2025-09-24,63337.6727291214,38955.9001959045,5094.30766969707,8925.58846666666,40571.7589983264
2025-09-25,67216.6501932442,41520.5357828422,3190.15077839997,6437.61254166667,28951.876171475
2025-09-26,30926.0796351852,17933.5675119839,1040.17242083469,4799.32142777778,19529.6845140528
2025-09-27,32754.302180144,19149.7297394145,2187.32802294333,4981.77109722222,20874.78200525
2025-09-28,69288.4747303841,41117.2097150386,5659.33173320675,6644.068325,29974.2765218569
2025-09-29,66356.1896461248,42793.212160193,2493.82585227799,8672.09790696159,37009.6197238881
2025-09-30,68917.831263443,43724.5089005652,3565.91084062452,9426.56870833334,41372.9758377833
2025-10-01,57846.1467720165,37157.5947250393,2163.06634820665,7619.79205555556,34714.124483925
2025-10-02,60977.4099667696,38202.812489268,2533.52324532384,6457.634343107,28916.2024971818
2025-10-03,28177.6949937243,15404.6024484235,1107.18695491263,3191.30621666667,12766.3148010722
2025-10-04,29391.5582039095,16264.0580194177,1891.62436836195,4255.03399465021,16423.2174408267
2025-10-05,63135.3678158779,39574.3345031516,2611.89609454406,6690.7946308299,29316.8633110765
2025-10-06,59288.5435682695,36956.3098466134,3847.00578222339,9171.37646944444,41713.1944483542
2025-10-07,61810.369460631,37511.1713013283,3931.28415635561,8231.03905833333,36669.7216219431
2025-10-08,58254.4792926427,37080.7567769642,2205.64815623148,9334.84564166667,42360.5479703528
2025-10-09,62661.1751559417,39531.5502494067,2404.52842975639,7512.09266944444,33727.7604770194
2025-10-10,29830.586353978,16612.7870111882,1055.85530614382,3598.48059166667,14628.5454417986
2025-10-11,29892.7859179012,16735.6488410994,1772.08311454528,4162.5584,15410.7931448167
2025-10-12,61854.0324395404,38769.5034450111,1950.75364097569,7935.88043888889,36723.4921604375
2025-10-13,60861.7599929355,38700.7907369969,2600.49947202468,7910.71345092592,35805.752152056
2025-10-14,65440.796333642,41166.5405447178,2328.03455813306,8324.7290377572,35914.976757303
2025-10-15,64139.7334938614,40363.2428766068,3464.02813245188,9197.62678796296,39908.1355185657
2025-10-16,66501.4294502057,42048.409949851,1266.80302186796,8430.417575,38203.6694217972
2025-10-17,30017.8709866255,16112.3016840648,2004.10618903317,4745.70894444444,17334.2236089653
2025-10-18,30022.0021630658,16685.1746496784,2258.25998092901,4370.65066666667,18286.8771190222
2025-10-19,66514.1550852881,42216.381582574,2333.81149376861,9288.34874166666,42356.9752451153
2025-10-20,69017.9412436557,43052.2410412198,2907.06392366744,8041.43513333333,36971.2478608306
2025-10-21,70262.3520028052,43459.8662862214,2683.51974689667,7902.04654722222,36325.4221928736
2025-10-22,69155.5973685185,42713.1011102198,2586.1819865163,8078.92763333333,36870.7564715569
2025-10-23,65964.0700704733,41496.3207371132,4609.51043598338,9448.33328518518,43262.2661941143
2025-10-24,31529.7152655693,17668.7025851578,1107.80341661735,4814.68636896434,19930.7149163112
2025-10-25,31084.7227997942,17407.7802211987,1831.01231432889,4345.617775,17644.0355373764
2025-10-26,65914.2481300998,41428.1313707479,3659.22227873418,9947.41926169411,44277.0257336215
2025-10-27,70188.3774980796,41867.7141421352,4910.27115961493,7514.53749444444,35063.6317660889
2025-10-28,69510.4477497822,41344.9324384689,4735.57865253921,8794.47825277778,40982.7853684597
2025-10-29,74389.2057300754,46336.4845216696,1929.11702807122,6852.62219444445,31363.7248102208
2025-10-30,67050.450883299,40873.7537608685,3322.99462723762,9651.32766666667,44775.3772203583
2025-10-31,32189.3063485597,18089.7604218335,1301.85159572002,5122.90790030864,22682.4766685515
2025-11-01,31841.2019396091,17750.1899899164,1785.73673718112,4990.05555555555,22287.1680906
2025-11-02,74117.4425158093,44412.904347809,4719.74668293582,7468.178875,34693.5435840569
2025-11-03,73211.8210701646,45447.9285414295,2726.5718774175,7857.21378333333,36495.1428313972
2025-11-04,72231.4702689986,44101.6024780449,3056.43514533612,7498.18310833334,32699.5092581097
2025-11-05,73062.1332650892,45347.6933018924,3636.1893166021,8217.23463333334,37349.2903921278
2025-11-06,76397.9045698944,45909.7158148372,3087.33578284137,7409.29828888889,34092.1079383875
2025-11-07,33090.370139369,18245.9007977303,1401.5567127367,4991.65573497942,22725.7875525552
2025-11-08,32682.3457872085,18167.2373039251,1841.73918274829,5396.87543055555,22669.9705897889
2025-11-09,75850.9233298888,46845.106138544,2547.3892723199,7179.84099722222,32908.9655453583
2025-11-10,80498.6373765432,48597.313937802,4284.27390407183,5771.07046388889,27059.8464299667
2025-11-11,76381.5343018176,47341.6107770075,2937.3563902068,7321.45873888889,34074.3844165042
2025-11-12,77164.088989428,46807.376782305,3380.61724068579,6224.91555833333,29112.3553725375
2025-11-13,76342.7304154664,46090.6292469444,3429.59767209806,6809.800325,31779.6062021125
2025-11-14,33590.5275329218,18763.4844906364,1340.87628096359,6100.20545565844,25682.6879894567
2025-11-15,34229.7732477709,19086.3919531954,1977.47079838574,5243.46601718107,24100.926114241
2025-11-16,79432.6239193333,48033.9791680516,4400.92063404666,6867.31129166667,30025.2148159875
2025-11-17,79212.7800234723,45180.8602465697,7628.24516843166,6211.64183055556,28972.0910048889
2025-11-18,78067.1237266461,48122.450798592,2444.187304874,7512.10259166667,34286.5480835667
2025-11-19,82361.8540254801,47784.8285082165,7326.45269266539,5173.401075,24164.0648951694
2025-11-20,79461.2022817565,47587.0358228501,4020.47944506744,6834.88926666667,32197.3075957667
2025-11-21,34647.8410457819,19060.3651137832,1675.60862684417,5526.36988888889,25763.0112913431
2025-11-22,35882.9837280864,19904.6904701102,1842.27111564473,4742.33993333333,21613.9668000097
2025-11-23,79841.3709885302,47732.7724207903,5243.07373349021,6950.03883333333,30540.0118346194
2025-11-24,77927.3480534979,47273.9456067603,3570.79328767213,7460.05030833333,34614.3877434444
2025-11-25,81370.27225,50808.4266001856,3616.17315800528,6193.53141666667,28985.0138064167
2025-11-26,82924.0366583676,50638.1384627022,3864.94288808725,5118.20898333333,23903.2562009333
2025-11-27,81722.7899970164,49444.4835651402,3967.7793482597,5447.35005833333,25514.5469554736
