date,buy_kwh,em_kwh,cost_yuan,em_cost_yuan,Eend_mean
2025-05-01,51027.3163523848,2920.66679583333,43870.4478893789,12588.7751050979,7034.99728156829
2025-05-02,25927.277229321,5501.2204625,33217.2711686352,20779.7907943687,4840.29796604713
2025-05-03,32025.3813166667,3429.45647083333,29250.6936772575,14148.7545098292,5158.58470056038
2025-05-04,56318.3823233333,4568.98704583333,50688.298810597,17375.3208305208,7246.7346470618
2025-05-05,56611.1762064583,4826.0544625,55153.4574713477,21953.3982500292,7368.42356429656
2025-05-06,54900.3521209362,4647.4106125,52931.2320683687,20229.4910204271,7374.40159612429
2025-05-07,57416.2613398662,3989.82802916667,52085.7783788644,18491.979647925,7469.9833615281
2025-05-08,49537.6279222737,6707.45314583333,55951.0430220887,25234.1938885375,7016.8965871711
2025-05-09,26277.9346694444,2311.40435416667,22704.5116686499,9904.36981063542,4800.85506292792
2025-05-10,32311.8624958333,3526.6434625,29390.8655466562,14056.1211815292,5130.04032897087
2025-05-11,55527.605083179,5789.20503333333,56868.6391437828,23832.0951236521,7346.90733333912
2025-05-12,56681.5711717593,3865.27695416666,48020.1361310371,14555.3949196229,7390.17231648502
2025-05-13,54805.4771458333,4498.76914166667,50991.24457534,18307.9286038958,7299.5120319094
2025-05-14,56436.2683834362,2648.61058333333,44400.574640546,11092.65269725,7388.64362426247
2025-05-15,49549.355970216,3366.09277083333,44559.2314836339,13764.9558549125,7134.96119117155
2025-05-16,26492.7361080761,1514.97010416667,18853.1733563891,5808.91586460625,4653.10962842817
2025-05-17,32707.4101333333,3874.7877375,29418.2418585667,13777.5362055667,4915.64059511413
2025-05-18,55702.6879949074,4042.97749583333,46869.6307498025,13590.8204666396,7479.60732872782
2025-05-19,56856.3488113169,1270.96005416667,39929.1829581707,6212.06260579583,7436.11406391976
2025-05-20,55150.7717693416,5303.58833333333,53560.440430717,20629.3087382667,7471.34281815393
2025-05-21,55657.2313321502,3423.64445416667,47104.1916366052,14028.9454840896,7487.81578483796
2025-05-22,49129.6112430556,1812.08385416667,37828.5569895736,7097.80003994167,7186.83167470486
2025-05-23,26595.7675247428,1450.9199875,18655.2620308307,5419.04652434792,4545.67348965696
2025-05-24,33404.5916291667,1034.4403,19911.3731380842,3712.12718394792,4968.32461147376
2025-05-25,56063.2358025206,1044.24742916667,37915.7149285646,4380.60659832917,7567.98457626318
2025-05-26,56529.6018702675,3794.7588875,47030.8246001308,13296.7789144187,7520.33443126125
2025-05-27,55694.5397356481,1896.8717,40781.1484331569,7365.844882925,7570.2519974042
2025-05-28,55522.0411534465,3505.9430375,45945.0847888852,12587.74160665,7551.37310375064
2025-05-29,49838.2551343621,3852.23401666667,46300.3853298207,14987.6662043604,7267.36268992091
2025-05-30,26916.1179536008,846.174520833333,16682.5745959869,3109.23173072708,4460.31727209844
2025-05-31,33729.6613916667,1071.58332083333,20242.9728360596,3812.64855782917,4868.02212920974
2025-06-01,55955.8720794753,19101.27085,109239.623223015,75626.9598669562,7662.42151793178
2025-06-02,55960.5890388889,16662.8665916667,102931.398229546,69291.8926658813,7544.21065147184
2025-06-03,56162.1723131687,15756.595925,98010.9703952555,64329.4436103875,7578.00302396637
2025-06-04,56569.0149682099,16904.5031125,100307.16685817,66247.95753625,7509.47401314686
2025-06-05,50384.0053746399,17757.3435958333,102105.614187533,70678.2679650083,7253.96223341789
2025-06-06,26439.5041191358,13781.5450583333,64286.3234172315,51057.9097070479,4734.05716778357
2025-06-07,33475.9703416667,12804.3328,63726.1780050729,47560.6638374229,4820.3744428932
2025-06-08,60810.7535545268,9511.33295416666,74303.5099840558,37833.7009483625,7724.63753082465
2025-06-09,59365.6664711419,15275.7964166667,98178.5529719296,62295.9072772396,7588.63177663773
2025-06-10,59928.7145661523,15453.971,96739.7292439181,60682.5186590667,7691.7641145216
2025-06-11,60166.6277498333,19707.6850333333,119374.454180099,83256.1276857438,7614.09752061343
2025-06-12,54274.632923714,15487.2029208333,96706.3938995633,62787.9309443333,7301.89089506076
2025-06-13,28238.5334704733,9567.32801666667,51797.6134484343,37209.700800475,4633.5754040011
2025-06-14,34939.2914958333,9962.32466666667,53074.1159169229,35770.4233948625,4744.3340922907
2025-06-15,63249.0846823045,11330.8011708333,85549.7168051729,47386.8145202687,7769.67390959844
2025-06-16,64203.7780510288,12586.6552166667,89856.7472862723,50895.7048700563,7605.88158107575
2025-06-17,64685.5253654835,13841.2143291667,94561.4779404576,55517.6485098042,7682.55265821598
2025-06-18,66177.9496234568,8986.999975,75442.1527862205,35662.0185091833,7599.78899807967
2025-06-19,59631.7955414095,6518.84215416666,64405.4669501209,27188.5736554083,7292.8489048116
2025-06-20,30136.2477960391,4307.82803333333,30230.6471749311,14110.7361368708,4711.15124413516
2025-06-21,36378.603825,3335.67472083333,31565.7191511312,13138.5468574479,4905.47088161619
2025-06-22,67647.7731276235,5243.0690875,61064.4872786444,20055.5287571229,7733.82519151653
2025-06-23,70729.949348251,3013.71334166667,56485.8328331101,13434.4474304792,7588.70407510995
2025-06-24,69979.4695098487,10885.1401291667,85763.3668736782,43334.4117958833,7619.19309405639
2025-06-25,71274.9290210906,4647.97584166666,60330.2579621552,17306.0512679042,7570.48323093043
2025-06-26,64286.6738847376,3771.74415,56033.4715771574,15780.60802465,7236.63048925926
2025-06-27,31886.7226693416,1189.57070833333,21975.99603989,4539.16757695833,4789.42728376094
2025-06-28,37844.6233083333,1806.71643333333,26565.2905274633,6984.08336993542,5000.62083661008
2025-06-29,72669.8161126543,3810.47476666667,59627.3950856203,15457.1437549083,7679.48370967175
2025-06-30,74134.851309928,3350.79550416667,58203.5361631356,12623.8952375292,7513.50696174576
2025-07-01,76915.14894475,8385.2325375,76771.9250250013,29564.1597127125,7651.80670183546
2025-07-02,76025.65735,7912.49808333333,74348.6085948716,27908.8237295146,7629.94439959491
2025-07-03,67827.4202519136,10737.9937375,82449.3674167561,39725.6446797854,7265.75589357125
2025-07-04,33234.2083289609,8327.44512916667,47647.6445548249,29159.0031595208,4787.02149304301
2025-07-05,39325.7797458333,8888.36723333334,52896.2026318025,32142.3214821604,5066.15208770769
2025-07-06,72228.1504917824,12752.8362333333,94055.653570638,50204.0494740458,7643.42087075328
2025-07-07,74334.4962621337,8036.60677083333,72499.3679601004,26943.8060754833,7544.99361766558
2025-07-08,79583.2522385833,7094.27427916667,75873.0852516187,26826.4109661042,7664.06364214763
2025-07-09,76760.0226737978,6285.63711666666,70648.5767249447,23563.0289197708,7628.72604388663
2025-07-10,70030.7523657279,6065.37094166667,66248.6162920592,21931.4454790625,7281.25885323721
2025-07-11,34689.0859758231,8382.2541125,47946.6760229288,28564.6673554562,4822.90602133038
2025-07-12,41132.4483791667,7580.3617625,49699.1902086421,27739.2465213813,5092.65628850695
2025-07-13,76053.3489903292,5994.49550416667,69408.4457564021,22884.21021065,7553.82894528485
2025-07-14,74897.4102775196,6265.116475,69700.8676406516,23820.5891916062,7546.57806969393
2025-07-15,80591.0463750417,3806.30605,63628.376157641,13670.4522034563,7606.27825679462
2025-07-16,76148.9516275206,4901.54165833333,64937.9000769116,18208.7450051667,7585.08467298161
2025-07-17,70279.3085830247,4673.51392916667,62001.196228234,17384.7705932312,7226.11944012024
2025-07-18,36537.7840567387,5373.0733125,39306.5241461301,18774.9715110271,4880.70819539063
2025-07-19,42907.5323333333,4482.85074166667,40482.9058396112,17303.5307174583,5211.91227312211
2025-07-20,75544.3914229327,4055.625525,61022.1413332128,14469.1362020583,7585.41567849376
2025-07-21,74511.4797926708,5548.08599583333,67112.2216362777,21229.3614967333,7598.63846952804
2025-07-22,80030.210371859,2581.37306666667,58974.7801607082,9380.46821700416,7526.69830343943
2025-07-23,76429.6777995371,3864.33300833333,63457.1210289681,16285.0088159146,7546.3031494004
2025-07-24,71598.5986092078,4084.04440833333,61386.2331161575,15762.9433658083,7229.65919506816
2025-07-25,38245.2248399177,2074.91954583333,29958.893269027,8216.45002756458,4936.2929971785
2025-07-26,45048.391275,3494.1198625,36207.7125566162,11414.7851090083,5179.0269192734
2025-07-27,76703.6627504969,3550.97142083333,61482.3149055122,13958.7947788917,7516.03638490355
2025-07-28,76201.6233485149,6422.0415,72522.7629809812,25407.6405637479,7556.59313181745
2025-07-29,79326.0490652042,3590.90150416666,62241.1549377181,12903.7567693312,7535.34050770576
2025-07-30,77361.3031477881,3607.3965,63933.3754580868,15722.2118592521,7509.8174653125
2025-07-31,73140.6711116852,2360.91748333333,56176.5493400123,9352.21717565,7260.70516378376
2025-08-01,40335.4861372428,877.900254166667,26399.9964722491,3223.9875381375,5097.27969294367
2025-08-02,46904.0415875,375.24455,27838.5461257354,1665.82738905208,5120.4808904784
2025-08-03,77872.0173910493,854.803520833333,51919.5936760883,3396.33171912708,7436.27739056585
2025-08-04,78297.8737100278,449.047641666667,50414.7964104055,1729.12445735,7542.18749574781
2025-08-05,78614.1374447366,556.986029166666,50839.392162899,1956.72782588541,7527.46909657858
2025-08-06,77735.721009465,1335.23113333333,53652.9504881715,5201.36593660625,7446.15132066905
2025-08-07,71612.6193312243,875.392708333333,49002.9239169496,3004.68252701041,7273.48133344811
2025-08-08,39827.3491895062,615.8345625,25450.7712353768,2587.27820331458,5101.01796060346
2025-08-09,46218.7670041667,636.883458333333,28285.5619188946,2536.5613041625,5143.04448680684
2025-08-10,73447.9023431584,1730.38415833333,52398.475980675,6420.55395337708,7443.48531898277
2025-08-11,76212.410972891,808.114620833334,50732.7875630645,3154.333053325,7528.42175760835
2025-08-12,75819.1899891461,1302.77481666667,52391.7782384471,5334.47595756042,7588.50896647602
2025-08-13,76105.9155033436,1030.57976666667,51831.6778258951,4233.05225014167,7504.66603615034
2025-08-14,69005.8523692387,1556.54459583333,51481.3577982606,7036.16767379166,7284.94620982639
2025-08-15,39145.7409011831,1099.382575,26481.0737207146,4071.4146321875,4818.16542564814
2025-08-16,45463.0547208333,876.654558333334,29018.0936581996,3782.56373763334,5125.46361800219
2025-08-17,72352.7277483025,1154.62267916667,50448.3183025374,5178.63673537292,7537.92368460488
2025-08-18,74399.4891156379,1282.02445416667,51891.1101031164,5402.53685852916,7490.89583185025
2025-08-19,74533.1937301954,969.762350000001,50629.4135869624,4184.47431149167,7579.75250515657
2025-08-20,74533.9411223251,3396.4091375,60896.0753102495,14284.5680865917,7515.49174868506
2025-08-21,67383.9824919239,1279.86059166667,48710.3047671904,5244.8593247,7261.52983989198
2025-08-22,38934.1997015946,2663.05167083333,32804.3960257461,10596.6091652292,4858.97185972158
2025-08-23,44825.0868708333,1742.90372916667,31027.6641660496,6236.97382872292,5241.6407461095
2025-08-24,70180.0464046296,2458.98515416667,55000.1767131512,10871.6375612208,7370.83062762314
2025-08-25,71959.8788681584,4993.2795375,65028.8922028469,19877.9529394542,7498.72380274916
2025-08-26,72078.759270216,2260.732725,55161.0985942514,9982.10844965208,7585.68530912551
2025-08-27,73662.9691162551,2189.254175,56207.8580402255,10220.4395323958,7470.36230563304
2025-08-28,65516.0739583334,5581.23964166667,63989.8261144222,21614.6978104458,7254.52587141429
2025-08-29,38901.2398593621,3019.35142916667,34294.8533037194,12046.6063516813,4921.75607598765
2025-08-30,44164.2571823045,2299.27433333333,33685.1954847867,9218.58402702709,5130.4163362439
2025-08-31,67966.342175,5210.9541875,63302.9675599117,20147.9654829021,7281.46564856128
2025-09-01,70214.4385351656,1117.18764583333,47927.5407995944,3703.54478074583,7376.13430560893
2025-09-02,69560.8774327161,1327.65634166667,50030.984383642,6127.45463257083,7440.52707612011
2025-09-03,72084.2933799897,192.9785125,46076.0786018248,848.700750550001,7494.84683681552
2025-09-04,65020.8553637346,578.271625,44463.8449065505,2465.39103292708,7232.86454834619
2025-09-05,38704.4708292181,406.999554166666,23577.2755849158,1377.81162577917,5088.79709452032
2025-09-06,44658.5038916667,911.953208333334,28960.0337599475,4219.53209643125,5228.67263594136
2025-09-07,68643.1578394547,1506.61130416667,49993.2950199959,6440.05547946875,7369.57387608925
2025-09-08,67257.1908794239,2863.062275,54214.4477932915,12109.2308514417,7350.12770649145
2025-09-09,66835.9625625,859.469333333334,45572.8074786751,3570.51926595417,7388.20994115387
2025-09-10,68926.8511782922,3779.10452083333,60221.188307091,17121.0188732521,7466.26302488201
2025-09-11,62698.932149769,829.982791666667,44391.9168530889,3970.2096815875,7212.39436962544
2025-09-12,36717.8124759774,1005.9935875,24499.2360966845,3730.2100804,5188.86384595743
2025-09-13,42436.0853541667,1098.87905,27913.8164426958,4743.77164957083,5152.06692331951
2025-09-14,66135.4384385803,4253.39340416667,59812.5087837513,18116.9495327167,7267.13959248457
2025-09-15,65894.3784223354,2106.91665416667,50702.105686427,9679.94618608958,7434.2106774611
2025-09-16,63216.966475823,4165.5144625,54577.165190853,14869.6689206979,7351.34252337449
2025-09-17,67916.4943095164,2036.40820833333,51662.16016037,9539.38011958749,7360.15128449846
2025-09-18,59853.1433645988,3081.47964583333,52489.7362989624,14068.4686902187,7091.70182350823
2025-09-19,34926.9750450103,2337.23874166667,27918.7653290165,8452.23351506458,4986.33266344907
2025-09-20,40322.4637041667,1794.9817875,28769.4402045521,7063.17800378334,5188.71311792695
2025-09-21,65350.6424397201,2290.5681125,48729.6661012011,7903.79435807708,7334.72345426376
2025-09-22,63635.7314383369,3474.2053875,54031.8433790108,14602.2169691042,7359.23836308867
2025-09-23,62102.9594066358,6457.78698333334,66039.105694638,27379.4201999542,7237.71412892201
2025-09-24,65249.8336520062,3608.21557916666,54784.9725688814,14502.2315265542,7333.36734032375
2025-09-25,58485.4979820473,3748.54280833333,52808.2126495434,15460.5293498979,7102.35406416924
2025-09-26,33028.5715041152,2317.87614166667,25766.1720325858,7755.40186323125,5068.64692802984
2025-09-27,38197.4775541667,3540.2060625,33176.7499280475,12935.5552213167,5255.70813297325
2025-09-28,64012.4296778806,5867.77809583333,65821.6263050463,26229.1461716312,7314.00591616287
2025-09-29,61178.2179788678,6558.6555,65972.5408483065,28294.9700224292,7264.08475765754
2025-09-30,61259.478612321,9265.6032125,77805.0933761699,39909.4618483375,7235.86601975405
2025-10-01,63516.9129473251,819.199141666667,42148.20342424,3226.64805638542,7307.91558526203
2025-10-02,55990.2324516975,1248.6557125,40780.5622334441,5069.64680588125,7096.5302073669
2025-10-03,31469.2133992798,901.889754166667,20392.707271559,3695.27938387709,5075.84781912809
2025-10-04,36209.4548125,1618.7082375,24684.9182870183,5799.65615675,5374.62467766204
2025-10-05,63248.1020875,1541.1543875,44689.3075091954,5962.02769795417,7300.45667583172
2025-10-06,63508.9047667695,1742.71227916667,45846.2320632521,6611.87617415,7305.19040392972
2025-10-07,64149.222189609,2229.91488333333,49703.8139018061,9961.76270796666,7284.23807065458
2025-10-08,62038.6898860082,2466.7925,46924.4759040804,8914.07677001458,7308.35827002411
2025-10-09,55907.3812209362,2788.10266666667,46604.7571378422,11235.5001492833,7081.08400286137
2025-10-10,31227.1587685699,1715.7157125,23330.3385729323,7021.291532575,5427.62862220357
2025-10-11,35808.091875,2127.46647083333,25277.5790272075,6760.98099467291,5434.65227943287
2025-10-12,63196.1947833333,2218.89485833333,47850.0139639171,9189.7492115,7289.22739306552
2025-10-13,63100.6680363169,1696.0061125,46232.0241334212,7262.37596964583,7314.57918049544
2025-10-14,65295.1545480453,2785.40382083333,52618.7534608424,12376.9439383458,7315.90754420171
2025-10-15,60825.768925,6647.71054166667,64019.707702245,26750.7018138042,7247.20511924254
2025-10-16,56793.9809058128,7809.24384583334,68265.7491112955,32531.31521735,7068.58700940747
2025-10-17,31099.949228035,2647.22830833333,25842.1518878588,9818.21970347083,5275.50754510899
2025-10-18,35284.4724958333,1970.6790125,25013.1352667408,6938.05568005416,5659.22084095551
2025-10-19,62805.8025916667,6699.28298333333,67146.7294678337,28790.9255785104,7284.99379554655
2025-10-20,63599.5390670268,6483.31364166667,66825.190356531,27714.4460673812,7308.44112483603
2025-10-21,65614.7181662037,6609.1155875,66273.6481838811,25813.6649750021,7346.43067476112
2025-10-22,61308.0835708333,9135.18178333334,76130.2560471133,38701.7682217146,7273.1520136079
2025-10-23,58083.9187196502,6955.19705416667,65708.4094411581,29305.8936764896,7108.97963840503
2025-10-24,30777.0883675926,3541.34646666667,29890.8918449106,14209.6326910937,5457.18916187147
2025-10-25,34844.5653291667,2327.98340416667,26796.5330584058,9152.10720396875,5596.17020936375
2025-10-26,64215.5041479424,5442.5079,61505.7717097186,22259.3126579146,7326.46851981738
2025-10-27,64557.064249177,5080.69540833334,61865.3287839468,22216.8099259854,7351.38391031475
2025-10-28,66703.6584590535,4866.88572916667,61460.3685355416,20567.4605818021,7403.04467694637
2025-10-29,62450.4909248971,11445.0002083333,84934.7154429388,46898.6202461958,7293.73265566647
2025-10-30,59276.3948577675,7070.88959166667,66145.1947155176,29185.7472672062,7196.35551611465
2025-10-31,30796.8463594136,6268.83536666666,39329.6776209106,23691.6090054937,5776.81833548161
2025-11-01,34248.5505583333,3819.7651,31555.1403278725,14389.166317225,5695.04046009259
2025-11-02,64490.8257891975,8901.8051375,76929.3577031391,37569.9710200937,7334.2342217644
2025-11-03,64770.2544222222,9434.13711666666,75012.6378288625,35229.8939076604,7372.41120092367
2025-11-04,66813.9814848251,5526.38063333334,64039.1181061379,23184.3170008063,7427.21108356257
2025-11-05,67380.8154317387,7055.34339583334,69609.8554192113,28409.7806534875,7433.05470694862
2025-11-06,63060.243384465,10139.7850791667,80371.9235645712,40984.6754951021,7290.62519639403
2025-11-07,31705.2328239712,3862.15536666667,31442.3269453692,15152.5061935083,5574.58624179269
2025-11-08,34551.7748833333,3841.67385,31981.8719317883,14542.5869644729,5763.83019220647
2025-11-09,68056.3555613683,8059.23885416667,73974.5464716597,32221.8069637646,7447.64028615033
2025-11-10,67720.3304249486,10803.2794458333,84042.0939455023,42357.6805873542,7448.96762615548
2025-11-11,69349.0352415638,6924.325525,70881.2863509255,28272.5775976271,7492.03310681424
2025-11-12,70904.1536050926,5116.56921666666,66608.4787685244,23071.9355479521,7536.31758307163
2025-11-13,67653.3689790123,7388.66405833334,70814.9475173193,28679.3767869917,7420.50284248489
2025-11-14,32308.0049774691,5039.57880833333,35066.9573630832,18380.0826220562,5816.84251984535
2025-11-15,34845.1408458333,4831.2934,36502.32336474,18809.5664224542,5997.74411731
2025-11-16,71424.1250724794,7928.31052083333,75808.5943636985,31780.1600407708,7511.78852968171
2025-11-17,72142.9135563786,5925.5781875,68677.654736187,24153.2612975188,7537.90356352495
2025-11-18,72200.4645214506,7829.8294,73954.5990909203,29438.0643156833,7536.68370190651
2025-11-19,73202.8966940844,6941.95808333333,73128.4561104965,27837.2944118229,7609.53701021059
2025-11-20,70583.9972543724,7457.05824166667,73668.2774275975,29765.1429873896,7469.60099879823
2025-11-21,33198.0515776235,4291.84832083333,32469.4082859032,15206.8093843375,6094.33777786137
2025-11-22,35185.1907791667,5196.43175,37380.2500147358,19379.7077582229,6000.73074530317
2025-11-23,74136.1472895061,6236.29478333333,71048.3869215042,25186.0050438187,7561.51763639049
2025-11-24,74275.4693782922,4809.70800833333,65332.3813080158,19341.6428167792,7564.81596897698
2025-11-25,74336.993159002,6792.79506666667,72699.4132734272,26665.638706875,7548.83114108507
2025-11-26,75716.7826016461,6377.19534166666,71729.2874940865,24702.3977634375,7645.82440224377
2025-11-27,73888.3990090535,5656.897675,68754.364300267,22684.7794404917,7475.4146461439
2025-11-28,34016.8782505144,4512.008125,35717.866577981,18022.190961975,6157.7215139818
2025-11-29,35543.4950458333,7323.11662083333,43971.9640023396,25691.8087464729,6152.09305585777
2025-11-30,76836.8176582304,8501.77567083333,80572.915510757,32701.35164995,7677.71284706758
