date,buy_kwh,em_kwh_plan,cost_plan_pol,em_kwh_corr,cost_corr_pol
2025-04-13,62024.1981197017,753.217545833333,39919.1701580418,72.0297339999996,37237.5432563736
2025-04-14,60585.7728651749,1488.36449583333,41597.8772160896,99.9996448333316,36698.4102213979
2025-04-15,63220.2674868827,758.615670833334,41185.1451577718,122.203994833333,38361.6522728656
2025-04-16,62720.1011988169,1265.78024166667,41615.8975133579,155.957206708333,37779.8754938578
2025-04-17,62046.0156095165,489.214770833333,38873.782132595,28.141764666666,37398.7608285886
2025-04-18,27922.3066804527,1126.8908875,16826.7116781302,0,13634.6987707223
2025-04-19,27680.7322259774,503.510995833334,15335.6751888295,0,13406.0767811378
2025-04-20,59765.4978083333,947.202008333333,39262.5134646483,0,35346.1923049942
2025-04-21,59228.7325369342,1177.5952625,39086.778692308,184.258462416665,35454.9268153728
2025-04-22,60469.7705041667,1034.48284166667,39372.7210198004,0,35976.2534180362
2025-04-23,61788.0466416667,710.037366666667,38669.2115693217,0,36490.7211253702
2025-04-24,59710.1187811214,808.613725,38086.1519364676,0,35533.3282678203
2025-04-25,27035.8177947531,785.664608333333,16117.2374435432,0,13080.130067634
2025-04-26,26860.9190731482,634.306158333333,15405.4128426474,0,13052.4759517582
2025-04-27,58053.2485833333,553.439758333334,36212.2779807117,2.27640854166691,34306.3862196369
2025-04-28,56763.1603877917,5899.3987375,55005.6395214519,3355.89402570833,55881.2270221897
2025-04-29,58094.1062338477,464.576725,36344.3705176056,36.7025041666655,34724.4755218127
2025-04-30,60752.8861971193,444.428758333334,37251.8628376432,78.8207835000001,35817.7310003573
2025-05-01,56726.7731065,2920.66679583333,46366.6131680898,2424.34695,45433.264073247
2025-05-02,26182.9440708848,5644.3222625,34813.014596984,2777.908325,26087.3621998424
2025-05-03,26070.2577209876,3354.661775,26342.2761031163,1973.210147125,21409.1545089395
2025-05-04,56318.3823233333,4568.98704583333,50771.9154772637,2206.26094720833,44078.1733575603
2025-05-05,56611.1762064584,4826.0544625,55237.0741380143,3065.68062674999,50598.0208614476
2025-05-06,54900.3521209362,4647.4106125,53014.8487350354,2597.98762666666,45011.330687827
2025-05-07,57416.2613398662,3989.82802916667,52169.3950455311,3176.091155375,51662.912407198
2025-05-08,55484.795478858,6707.45314583333,58551.1972956761,4044.17639870833,57522.4872403511
2025-05-09,26547.6126684156,2192.92161666667,22412.4862258391,1291.93507083333,19199.8016778579
2025-05-10,26095.0169402778,3259.45604583333,25306.2772509896,1672.31721316667,19523.7669135512
2025-05-11,55527.605083179,5789.20503333333,56952.2558104495,3485.621994,53974.6221832496
2025-05-12,57054.2364967592,3865.27695416666,48262.0610277637,1531.179628,42322.6666813601
2025-05-13,54432.8118208333,4498.76914166667,50914.2052203992,2349.73862554167,46993.676455645
2025-05-14,56436.2683834362,2648.61058333333,44484.1913072126,1511.79931770833,41013.4422264247
2025-05-15,55729.0405123971,3366.09277083333,47256.9963877748,1257.25523025001,40436.1534032293
2025-05-16,26662.9544619856,1545.8346125,19114.7648015858,1047.126522125,16692.1993626885
2025-05-17,26357.5072372428,4198.59555,27460.007781136,1311.37881933333,19146.0684113574
2025-05-18,55702.6879949074,4042.97749583333,46953.2474164692,1734.560689625,43344.8025659804
2025-05-19,56856.3488113169,1270.96005416667,40012.7996248374,947.724599499998,38968.64197929
2025-05-20,55150.7717693416,5303.58833333334,53644.0570973837,2839.18937254167,50058.9361674133
2025-05-21,55657.2313321502,3423.64445416667,47187.8083032719,1934.7706945,43844.6851298761
2025-05-22,55624.7817626029,1812.08385416667,40658.7629070129,187.721276541668,34820.3679785841
2025-05-23,26784.7281333333,1174.450025,17679.9625475479,280.924084916664,14448.4990095696
2025-05-24,26719.5428997428,1043.5761125,17138.9768035062,116.313016541664,13687.8071851378
2025-05-25,56063.2358025206,1044.24742916667,37999.3315952313,485.253891000003,35759.9813555695
2025-05-26,56529.6018702675,3794.7588875,47114.4412667975,1912.6097815,45845.0087025297
2025-05-27,55694.5397356481,1896.8717,40864.7650998236,506.613732291664,35994.6492689924
2025-05-28,55522.0411534465,3505.9430375,46028.7014555519,560.62832858333,36910.150365986
2025-05-29,56504.0760962963,3852.23401666667,49202.0313178196,1734.64870583333,46085.7225735829
2025-05-30,27125.4831130658,879.455845833333,16780.2292987479,0,13571.7835849001
2025-05-31,26854.4752702675,980.38935,16916.0118997184,315.108212458333,14781.8615226407
2025-06-01,55955.8720794753,19101.27085,109323.239889682,17435.9665685,130881.637175611
2025-06-02,55960.5890388889,16662.8665916667,103015.014896213,15474.3461951667,124898.835842511
2025-06-03,56162.1723131687,15756.595925,98094.5870619222,14643.8830010833,121417.287445224
2025-06-04,56569.0149682099,16904.5031125,100390.783524836,15321.4624250417,124207.907567839
2025-06-05,57261.2795207305,17757.3435958333,105095.774478419,16587.620131,131560.830632548
2025-06-06,26545.4183372428,14050.9226833333,66137.9822519482,8932.75684316667,59227.8127618445
2025-06-07,26492.7819774691,12971.6195208333,63116.8133148201,7523.58597170834,50957.4842425583
2025-06-08,60810.7535545268,9511.33295416666,74387.1266507224,7626.41202345834,82455.4825943585
2025-06-09,59365.6664711419,15275.7964166667,98262.1696385963,14237.550035,122481.214041836
2025-06-10,59928.7145661522,15453.971,96823.3459105848,14338.467382875,121264.873218276
2025-06-11,60166.6277498333,19707.6850333333,119458.070846766,18574.3070683333,141084.453394056
2025-06-12,61109.8224195987,15487.2029208333,99678.937555874,14305.7905304388,121984.57381669
2025-06-13,28322.5550291152,10156.1808208333,55371.4238545636,5478.35141441666,43714.7333823287
2025-06-14,28020.0804413066,10293.7505958333,51664.4795370558,5779.72748566667,44113.7474199795
2025-06-15,63247.4804108539,11330.8011708333,85634.1732319522,10334.195672125,103529.546922948
2025-06-16,64202.7132290638,12586.6552166667,89940.9213367987,11521.6385425833,111222.759851876
2025-06-17,64685.5253654835,13841.2143291667,94645.0946071243,12913.1683039162,117093.020765249
2025-06-18,66177.9496234568,8986.999975,75525.7694528872,8022.83713408334,91022.1476079857
2025-06-19,66215.6425167181,6518.84215416666,67272.7986273184,5890.25162425,75873.7141220344
2025-06-20,30264.0828371913,4293.4477875,30368.8448272501,2002.97418979167,25705.3312431407
2025-06-21,29666.9218085391,3313.47498333333,28683.8167247032,2386.11411804167,26922.5771118745
2025-06-22,67647.7731276234,5243.0690875,61148.1039453111,3539.39097754166,64049.448975922
2025-06-23,70729.949348251,3013.71334166667,56569.4494997768,2154.64754825,56207.9447352135
2025-06-24,69979.4695098487,10885.1401291667,85846.9835403449,9766.48802725,101108.005191313
2025-06-25,71274.9290210906,4647.97584166666,60413.8746288218,3380.568878625,63602.2888690952
2025-06-26,70777.0346306224,3771.74415,58861.6583516132,1919.608656,52549.0571820875
2025-06-27,31848.3587625,1214.39251666667,22181.7392588833,412.385483250001,19409.003189862
2025-06-28,31382.0223875,2119.1329375,25223.1772244162,606.954873541671,19791.0744290314
2025-06-29,72669.8161126543,3810.47476666667,59711.011752287,1505.976253,52812.1571113192
2025-06-30,74134.851309928,3350.79550416667,58287.1528298022,1168.6421625,51281.6657828364
2025-07-01,76915.14894475,8385.2325375,76855.541691668,6989.10831333333,82217.4283311772
2025-07-02,76025.65735,7912.49808333333,74432.2252615383,5578.49338370833,74631.3375495746
2025-07-03,74196.8673969753,10737.9937375,85226.7946615863,9653.36494591667,97271.2763419811
2025-07-04,33237.3291674383,8303.99457083334,47703.9237945107,7996.520223125,50399.2275386387
2025-07-05,32953.2117622942,8864.547525,50164.0283651297,8501.089140625,54622.7889420491
2025-07-06,72228.1504917824,12752.8362333333,94139.2702373047,12145.1549124583,112370.376650749
2025-07-07,74334.4962621338,8036.60677083333,72582.9846267671,5912.71318241666,74367.7779436991
2025-07-08,79583.2522385833,7094.27427916667,75956.7019182854,5299.72391183333,77221.4052305799
2025-07-09,76760.0226737978,6285.63711666667,70732.1933916113,4336.20562041667,69630.9240625603
2025-07-10,76360.2391918596,6065.37094166667,69009.2681950027,4667.48188304166,70693.5262074222
2025-07-11,34666.3513822017,8255.98249583333,47791.2968900944,6642.86572783333,47156.9387193793
2025-07-12,34825.6961466564,7680.29598333333,47659.9052924376,6653.47095499999,49438.1250102028
2025-07-13,76053.3489903292,5994.49550416667,69492.0624230688,4450.63610749999,69383.4477532579
2025-07-14,74897.4102775196,6265.116475,69784.4843073182,4460.79301333333,69184.6378123388
2025-07-15,80591.0463750416,3806.30605,63711.9928243076,1573.33325308333,58754.4581092201
2025-07-16,76148.9516275206,4901.54165833333,65021.5167435783,2775.50186775,62095.9434603861
2025-07-17,76440.2151828189,4673.51392916667,64691.0781521609,3497.758737375,65271.5446055538
2025-07-18,36530.4339127058,5426.83382083333,39479.1946746253,3586.02230795833,37403.3240870547
2025-07-19,36753.975877572,4536.91627916667,38135.5110776259,3836.56587370833,40243.5075671549
2025-07-20,75537.5060917083,4055.625525,61108.6881183212,2174.08763983333,57324.5170793256
2025-07-21,74511.4797926708,5548.08599583333,67195.8383029444,3829.70276283334,67477.624007224
2025-07-22,80025.5025364167,2581.37306666667,59059.925783658,772.74431341667,53375.8861461511
2025-07-23,76429.677799537,3864.33300833333,63540.7376956348,2651.1026175,63205.5605132235
2025-07-24,77565.8814281379,4084.04440833333,63994.8317768776,1694.38439029166,59224.1100129039
2025-07-25,38513.4777977366,2111.2049,30460.1794481488,1322.31360429166,28892.6541619302
2025-07-26,38812.855498251,3545.9644,33764.32351657,1680.65927708333,30542.8483158232
2025-07-27,76703.6627504969,3550.97142083333,61565.9315721788,2485.87699458333,60182.8043465584
2025-07-28,76201.6233485149,6422.0415,72606.3796476479,5488.37131370833,80256.0173597403
2025-07-29,79326.0490652042,3590.90150416666,62324.7716043848,1585.93991547625,60134.5021250479
2025-07-30,77361.3031477881,3607.3965,64016.9921247535,1584.95261958334,57548.3438916944
2025-07-31,79055.3126188868,2360.91748333333,58763.0491780689,1042.54707475,56053.6706969421
2025-08-01,40496.0341927984,910.947883333333,26689.5499647098,77.8147049166662,23580.5433142286
2025-08-02,40828.8520247428,352.461766666666,25212.7444157944,0,23355.9008899604
2025-08-03,77872.0173910493,854.803520833333,52003.210342755,297.22926775,49789.43842578
2025-08-04,78297.8737100278,449.047641666667,50498.4130770722,36.3371291666667,48944.9956381426
2025-08-05,78614.1374447366,556.986029166666,50923.0088295656,3.29066666666661,48731.2261619065
2025-08-06,77735.721009465,1335.23113333333,53736.5671548381,0,48343.5103453234
2025-08-07,77719.657561677,875.392708333333,51670.191899427,39.7238166666663,48829.2294792593
2025-08-08,39916.941036214,615.8345625,25528.5052545218,0,22746.9641667779
2025-08-09,40022.1369270062,656.282541666667,25788.4454085798,0,22879.7708774921
2025-08-10,73447.9023431584,1730.38415833333,52482.0926473416,20.8860916666666,45943.9488650464
2025-08-11,76212.410972891,808.114620833334,50816.4042297312,90.7089166666668,48149.5760526558
2025-08-12,75819.1899891461,1302.77481666667,52475.3949051138,652.217579708338,51520.4703286744
2025-08-13,76105.9155033436,1030.57976666667,51915.2944925618,69.2782666666665,48041.2731686354
2025-08-14,75219.4063815844,1556.54459583333,54193.3411059767,237.935195833333,48278.8999702775
2025-08-15,39133.889316821,1049.31549583333,26373.2249535325,297.25566475,23467.3065352005
2025-08-16,39261.3522928498,876.654558333334,26434.1535583601,63.8867208333334,22881.9601511792
2025-08-17,72352.7277483025,1154.62267916667,50531.934969204,303.365949708331,47289.0468617236
2025-08-18,74399.4891156378,1282.02445416667,51974.7267697831,158.177204166666,47438.7412193611
2025-08-19,74533.1937301954,969.762350000001,50713.0302536291,143.33462291667,47181.614793415
2025-08-20,74533.9411223251,3396.4091375,60979.6919769161,1384.60651045833,54008.1393698405
2025-08-21,73473.2518334877,1279.86059166667,51370.1133701122,181.184979374998,47227.2949699145
2025-08-22,38868.9022376029,2400.53905833333,31660.4666633206,1144.408555375,28628.3838127781
2025-08-23,38801.1149932613,1741.2910625,28435.3929736078,266.452304375001,23748.4818942923
2025-08-24,70178.6863242284,2458.98515416667,55084.505317483,1037.89688404167,51322.4613185386
2025-08-25,71959.8788681584,4993.2795375,65112.5088695136,3321.60119283025,67723.4668806016
2025-08-26,72078.7592702161,2260.732725,55244.7152609181,461.48786558333,48298.0303913325
2025-08-27,73662.9691162551,2189.254175,56291.4747068921,914.456146708332,52230.5258760167
2025-08-28,71480.9789994857,5581.23964166667,66597.4265840313,3724.37516204629,69559.4906720232
2025-08-29,38940.7878171811,3364.6620375,35918.28829093,997.730061208333,27828.5867166838
2025-08-30,38528.6230760288,1984.3279,30083.9939538784,849.200176333334,27284.5900172021
2025-08-31,67597.5232823045,5210.9541875,63227.5864019373,3656.04748650001,67695.0216883081
2025-09-01,70208.0125084167,1117.18764583333,48014.5211868734,0,44035.0450008143
2025-09-02,69555.0725261317,1327.65634166667,50117.7240489363,176.359849999999,42816.6509787997
2025-09-03,72084.2933799897,192.9785125,46159.6952684915,0,43292.4103802806
2025-09-04,70500.9258302984,578.271625,46869.8829212934,0,42565.1894599943
2025-09-05,39121.0204331276,277.394129166666,23439.3547660363,0,20551.690123919
2025-09-06,38759.5792208848,1154.10988333333,27724.247784422,0,20403.1868824902
2025-09-07,68643.1578394547,1506.61130416667,50076.9116866626,0,41416.7266826997
2025-09-08,67253.0343938786,2863.062275,54300.240183255,521.572227416661,43774.7839318592
2025-09-09,66832.0361919753,859.469333333334,45658.4794143255,0,41175.9950218676
2025-09-10,68926.8511782922,3779.10452083333,60304.8049737576,1019.14301779167,46807.4281454956
2025-09-11,68125.112769625,829.982791666667,46777.9472196861,0,41887.3281357818
2025-09-12,37033.8196416152,1030.14935416667,25231.1504348909,0,19403.3002232756
2025-09-13,36688.7607759774,1256.49995416667,26273.8185862252,0,19237.8123356079
2025-09-14,66135.4384385802,4253.39340416667,59896.1254504179,1714.75202612501,50204.8974895832
2025-09-15,65894.3784223354,2106.91665416667,50785.7223530937,908.722853333335,45059.7450764433
2025-09-16,63216.9664758231,4165.5144625,54660.7818575197,2397.024097625,54117.438013405
2025-09-17,67916.4943095165,2036.40820833333,51745.7768270367,1144.15439066666,47495.0789102318
2025-09-18,65116.7516325,3081.47964583333,54803.0241507197,1348.38882583333,46608.4729400876
2025-09-19,35150.7932960391,2525.3275,28492.5475096829,0,19038.8364530533
2025-09-20,34834.4705200103,1934.71476666667,27183.4336252447,0,18336.3980381279
2025-09-21,65349.5265806667,2290.5681125,48813.8668672258,0,39771.7186707138
2025-09-22,63635.731438337,3474.2053875,54115.4600456775,2181.88441175,52196.0907694213
2025-09-23,62099.1799059157,6457.78698333334,66124.7007509026,5368.69197149999,72327.3112461223
2025-09-24,65249.8336520062,3608.21557916666,54868.5892355481,1905.08436666666,49953.4000163853
2025-09-25,63447.0848287551,3748.54280833333,54993.8445533227,2206.90577983333,52259.3073943866
2025-09-26,33182.7437366255,2757.15804166667,28183.6960354123,0,17907.7271859508
2025-09-27,33081.7184749486,3540.2060625,31056.5092253134,1083.887374,23458.9717688777
2025-09-28,64012.4296778806,5867.77809583333,65905.242971713,4558.07188308333,67007.4939388179
2025-09-29,61173.6370749583,6558.6555,66058.5554011796,5658.276196625,71984.9507258889
2025-09-30,61259.478612321,9265.6032125,77888.7100428366,8038.46956659567,87510.4453479912
2025-10-01,63516.1169333333,819.199141666667,42232.2367665254,0,38909.9667625564
2025-10-02,60870.8470041667,1248.6557125,42932.1128985783,881.041801458329,41328.6514704802
2025-10-03,31159.2501225309,835.512708333334,19957.9157746721,290.662859249998,16617.5365119121
2025-10-04,31638.8035367798,1650.50827916667,22912.3949861473,747.217672833336,18665.6152640704
2025-10-05,63248.1020875,1541.1543875,44772.9241758621,805.752975458334,41907.060785091
2025-10-06,63508.9047667696,1742.71227916667,45929.8487299187,761.905238374999,42231.8983279991
2025-10-07,64149.222189609,2229.91488333333,49787.4305684728,1625.24702916667,47277.8772943686
2025-10-08,62037.5775875,2466.7925,47008.6748063283,996.644192166661,42206.4016086601
2025-10-09,60356.4034791667,2788.10266666667,48574.2278641487,1358.876327125,43661.9424770579
2025-10-10,30927.8580792695,1639.0314375,22807.7333661548,819.564272083334,18865.5455547162
2025-10-11,31658.37030607,2095.93820833333,23487.1931047314,593.620734333333,18592.93356271
2025-10-12,63196.1947833333,2218.89485833333,47933.6306305837,1231.55672916666,44381.9576518157
2025-10-13,63096.024925,1696.0061125,46318.0712489254,857.893674999998,42817.8442156441
2025-10-14,65295.1545480453,2785.40382083334,52702.370127509,1875.276111,49264.1581885995
2025-10-15,60825.768925,6647.71054166667,64103.3243689117,5258.5746865,69731.6658755279
2025-10-16,60924.1337041667,7809.24384583334,70100.6569255342,6632.97477504167,78731.0773984844
2025-10-17,30720.6432558128,2638.45107916667,25782.4626931028,631.087540000001,18058.3045552501
2025-10-18,31533.6256697017,1923.29474166667,23784.4007191141,381.246034958335,17949.9639703385
2025-10-19,62805.8025916667,6699.28298333333,67230.3461345004,5721.63486216667,73688.2507806461
2025-10-20,63593.133175,6483.31364166667,66912.1602042367,5251.08862751492,69800.2886446528
2025-10-21,65614.7181662037,6609.1155875,66357.2648505478,4992.03617125,70679.8841283218
2025-10-22,61308.0835708333,9135.18178333334,76213.87271378,7930.58231866667,84955.7188826814
2025-10-23,61908.1787458334,6955.19705416667,67414.5221584425,5786.36833358333,73395.3845393869
2025-10-24,30494.650312037,3710.0163625,30657.2500192273,2164.55830491667,26751.4141535801
2025-10-25,31302.1200050926,2661.71031666667,26904.3288176241,847.071097708334,20395.1681792601
2025-10-26,64215.5041479424,5442.5079,61589.3883763853,4487.080382,66744.5913307293
2025-10-27,64557.064249177,5080.69540833334,61948.9454506135,3964.95741969804,64081.9584837665
2025-10-28,66703.6584590535,4866.88572916667,61543.9852022082,3710.42926149999,63498.9156052448
2025-10-29,62448.6368875,11445.0002083333,85019.30261036,10185.7273637279,100943.758323497
2025-10-30,62672.8987260802,7070.88959166667,67669.476737855,6081.55752687809,76547.8267503042
2025-10-31,30696.0039108539,5886.86655,36512.106689834,2429.48982083333,28728.6412996851
2025-11-01,30952.8891385802,4130.3291125,31800.9944764664,1798.15908325,25034.5086688496
2025-11-02,64490.8257891975,8901.8051375,77012.9743698058,8002.91648845833,88284.2270082143
2025-11-03,64770.2544222222,9434.13711666666,75096.2544955292,7963.93886233333,89694.0547512081
2025-11-04,66813.9814848251,5526.38063333334,64122.7347728046,4843.174693625,70874.7326008329
2025-11-05,67380.8154317387,7055.34339583334,69693.4720858779,6182.26419813632,78807.6894009879
2025-11-06,65962.0434770576,10139.7850791667,81686.5201371638,8813.23788579166,92794.3284908035
2025-11-07,31789.5455657407,4002.03475416667,32272.3628964045,2140.52887291667,27433.8973262795
2025-11-08,31565.6620489712,3853.6462,31185.3407156454,1577.50879754167,24352.9383502323
2025-11-09,68056.3555613683,8059.23885416667,74058.1631383264,7226.15438020833,85956.9350017604
2025-11-10,67720.3304249486,10803.2794458333,84125.710612169,9568.56731316666,100463.291385295
2025-11-11,69299.3804324074,6924.325525,70966.6540029676,6099.985198875,79390.0803932775
2025-11-12,70904.1536050926,5116.56921666666,66692.0954351911,4466.678779625,70158.1475752316
2025-11-13,70008.0473020576,7388.66405833334,71897.5644596238,6392.91806220834,83921.9942821756
2025-11-14,32595.7775186214,4938.2909375,34161.9548806468,1779.79010325,27536.9430730842
2025-11-15,32202.6899816358,4981.006675,36124.5177788584,2217.44050766667,28303.0892191122
2025-11-16,71424.1250724794,7928.31052083333,75892.2110303652,6933.56315104167,85202.0074376869
2025-11-17,72142.9135563786,5925.5781875,68761.2714028536,4829.949363125,72787.6912378288
2025-11-18,72200.4645214506,7829.8294,74038.215757587,6713.211152375,86336.4614589571
2025-11-19,73202.8966940844,6941.95808333333,73212.0727771632,6154.96903791666,81621.0396919645
2025-11-20,72454.0709169239,7457.05824166667,74545.4219938527,6475.25413808333,85273.6553369736
2025-11-21,33447.0607082819,4469.3934375,33587.89662982,1689.557396625,26380.9043338572
2025-11-22,33066.1079859568,5264.80475,36708.3382268316,2354.54235991667,29885.3508884696
2025-11-23,74131.035704875,6236.29478333333,71134.1907151084,5301.03507824382,75481.8294222867
2025-11-24,74275.4693782922,4809.70800833333,65415.9979746824,4098.62795545833,70672.9691647508
2025-11-25,74320.795720625,6792.79506666667,72785.3556364958,5976.63871845833,81035.7777952586
2025-11-26,75716.7826016461,6377.19534166666,71812.9041607532,5341.963206375,79829.5141276373
2025-11-27,75394.9048578189,5656.897675,69477.3561134769,4970.17520379166,77332.5694338377
2025-11-28,34108.0203595679,4561.1404375,36193.7511079921,1726.94777095833,28039.7895823748
2025-11-29,33945.8470880144,7226.12770416667,42744.9616191479,3935.29645475,41960.4764728542
2025-11-30,76836.8176582305,8501.77567083333,80656.5321774236,7352.75539670832,93072.5440115233
2025-12-01,76974.8493954733,13891.7997083333,102121.927921309,13110.0981597917,122718.503184779
2025-12-02,76938.0587624485,16344.2873375,111016.155857791,15307.4128597083,135891.085308388
2025-12-03,77618.805853498,14233.2013291667,101347.036630382,13099.255352,124916.810444134
2025-12-04,78183.8153987917,13398.1735291667,100212.113250715,12661.728698875,120349.063726076
2025-12-05,34719.9240177469,11407.6508944444,61356.5702549364,9363.93855441667,69829.0053714841
2025-12-06,34666.2837578704,13631.6557843107,68204.3415938079,11337.23151975,81941.2747803344
2025-12-07,79740.1086909583,12542.7580166667,97412.8357969958,11749.5818554167,118224.021345685
2025-12-08,81193.2525594583,11456.2402625,93923.4739133146,10570.2719364167,114165.304915869
2025-12-09,82302.5131055556,9820.848275,91163.7808249186,9187.54819016667,105468.031740488
2025-12-10,82078.7181201131,11096.748225,92501.7461030573,10187.5903792083,111287.97709792
2025-12-11,82034.9901747501,8894.87559583333,85134.2715514948,8089.07916704166,97695.4071654205
