date,slot,period,price,buy_kwh,em_kwh,pv_load_kwh,pv_chg_kwh,chg_kwh,dis_kwh,curt_kwh,E_kwh
2025-02-01,75,12:20-12:30,0.4463,0,0,663.0938,426.387266666667,426.387266666667,0,0,6412.163655
2025-02-01,76,12:30-12:40,0.4113,194.664783333335,0,594.021666666667,458.390833333333,653.055616666668,0,0,6999.91371
2025-02-01,77,12:40-12:50,0.5682,0,0,601.114166666667,450.9836,450.9836,0,0,7405.79895
2025-02-01,78,12:50-13:00,0.8279,0,0,633.335366666667,425.654383333333,425.654383333333,0,0,7788.887895
2025-02-01,79,13:00-13:10,0.8636,0,0,638.681666666667,413.543333333333,413.543333333333,0,0,8161.076895
2025-02-01,80,13:10-13:20,0.8416,0,0,619.374233333333,421.648683333333,421.648683333333,0,0,8540.56071
2025-02-01,81,13:20-13:30,0.8618,0,0,606.5044,422.724433333333,422.724433333333,0,0,8921.0127
2025-02-01,82,13:30-13:40,0.8623,0,0,607.013333333333,410.267916666667,410.267916666667,0,0,9290.253825
2025-02-01,83,13:40-13:50,0.9026,0,0,606.318333333333,392.475716666667,392.475716666667,0,0,9643.48197
2025-02-01,84,13:50-14:00,0.9754,0,0,624.927216666667,323.707133333333,323.707133333333,0,0,9934.81839
2025-02-01,85,14:00-14:10,1.0002,0,0,641.645,233.5425,233.5425,0,0,10145.00664
2025-02-01,86,14:10-14:20,0.9978,0,0,612.723383333333,202.900033333333,202.900033333333,0,0,10327.61667
2025-02-01,87,14:20-14:30,1.0271,0,0,603.26775,166.268816666667,166.268816666667,0,0,10477.258605
2025-02-01,88,14:30-14:40,1.0906,0,0,610.811666666667,116.588333333333,116.588333333333,0,0,10582.188105
2025-02-01,89,14:40-14:50,0.9376,0,0,571.623083333333,112.444316666667,112.444316666667,0,0,10683.38799
2025-02-01,90,14:50-15:00,0.6694,0,0,554.5942,93.7672333333333,93.7672333333333,0,0,10767.7785
2025-02-01,91,15:00-15:10,0.66,0,0,578.923333333333,35.8016666666667,35.8016666666667,0,0,10800
2025-02-01,92,15:10-15:20,0.7217,28.4291499999999,0,565.39285,0,0,0,0,10800
2025-02-01,93,15:20-15:30,0.7308,97.9340666666667,0,505.435966666667,0,0,0,0,10800
2025-02-01,94,15:30-15:40,0.7534,158.0175,0,450.6375,0,0,0,0,10800
2025-02-01,95,15:40-15:50,0.7823,183.16035,0,413.6283,0,0,0,0,10800
2025-02-01,96,15:50-16:00,0.8055,194.13805,0,375.9729,0,0,0,0,10800
2025-02-01,97,16:00-16:10,0.8271,219.81875,0,328.93125,0,0,0,0,10800
2025-02-01,98,16:10-16:20,0.8519,272.90835,0,281.17405,0,0,0,0,10800
2025-02-01,99,16:20-16:30,0.8791,318.59455,0,240.441516666667,0,0,0,0,10800
2025-02-01,100,16:30-16:40,0.9024,360.744166666667,0,202.3625,0,0,0,0,10800
2025-02-01,101,16:40-16:50,0.9163,424.767266666667,0,155.519033333333,0,0,0,0,10800
2025-02-01,102,16:50-17:00,0.9264,426.10655,0,106.711466666667,0,0,0,0,10800
2025-02-01,103,17:00-17:10,0.9462,387.07375,0,59.70625,0,0,0,0,10800
2025-02-01,104,17:10-17:20,0.9742,417.646083333333,0,15.8974333333333,0,0,0,0,10800
2025-02-01,105,17:20-17:30,0.9862,439.7808,0,0,0,0,0,0,10800
2025-02-01,106,17:30-17:40,0.976,436.136666666667,0,0,0,0,0,0,10800
2025-02-01,107,17:40-17:50,1.0742,0,0,0.68945,0,0,445.305716666667,0,10305.2158703704
2025-02-01,108,17:50-18:00,1.2313,0,0,0,0,0,439.892633333333,0,9816.44627777778
2025-02-01,109,18:00-18:10,1.2561,0,0,0,0,0,428.47,0,9340.3685
2025-02-01,110,18:10-18:20,1.2447,0,0,0.0495,0,0,454.13505,0,8835.774
2025-02-01,111,18:20-18:30,1.2545,0,0,0,0,0,472.265316666667,0,8311.03475925926
2025-02-01,112,18:30-18:40,1.2522,0,0,0,0,0,454.168333333333,0,7806.40327777778
2025-02-01,113,18:40-18:50,1.2881,0,0,0.00355,0,0,418.372633333333,0,7341.5447962963
2025-02-01,114,18:50-19:00,1.3466,0,0,0,0,0,414.082233333333,0,6881.45342592593
2025-02-01,115,19:00-19:10,1.3523,0,0,0,0,0,432.138333333333,0,6401.29972222222
2025-02-01,116,19:10-19:20,1.3445,0,0,0.00025,0,0,424.014116666667,0,5930.17292592593
2025-02-01,117,19:20-19:30,1.3483,0,0,0,0,0,442.412466666667,0,5438.60351851852
2025-02-01,118,19:30-19:40,1.349,0,0,0,0,0,483.746666666667,0,4901.10722222222
2025-02-01,119,19:40-19:50,1.3473,0,0,0,0,0,481.184466666667,0,4366.45781481482
2025-02-01,120,19:50-20:00,1.3482,0,0,0,0,0,444.765933333333,0,3872.27344444445
2025-02-01,121,20:00-20:10,1.3513,0,0,0,0,0,418.095,0,3407.72344444445
2025-02-01,122,20:10-20:20,1.34,0,0,0,0,0,436.740516666667,0,2922.4562037037
2025-02-01,123,20:20-20:30,1.3489,0,0,0,0,0,452.69785,0,2419.45859259259
2025-02-01,124,20:30-20:40,1.3952,0,0,0,0,0,449.968333333333,0,1919.49377777778
2025-02-01,125,20:40-20:50,1.2226,0,0,0,0,0,455.0667,0,1413.86411111111
2025-02-01,126,20:50-21:00,0.9332,454.012366666667,0,0,0,0,0,0,1413.86411111111
2025-02-01,127,21:00-21:10,0.9068,459.405,0,0,0,0,0,0,1413.86411111111
2025-02-01,128,21:10-21:20,0.9371,497.420766666667,0,0,0,0,0,0,1413.86411111111
2025-02-01,129,21:20-21:30,0.9371,503.283133333333,0,0,0,0,0,0,1413.86411111111
2025-02-01,130,21:30-21:40,0.9871,285.078966666665,0,0,0,0,192.477700000001,0,1200
2025-02-01,131,21:40-21:50,0.7764,479.13595,0,0,0,0,0,0,1200
2025-02-01,132,21:50-22:00,0.4209,450.2041,0,0,0,0,0,0,1200
2025-02-01,133,22:00-22:10,0.3859,392.085,0,0,0,0,0,0,1200
2025-02-01,134,22:10-22:20,0.4368,371.769816666667,0,0,0,0,0,0,1200
2025-02-01,135,22:20-22:30,0.4198,363.578216666667,0,0,0,0,0,0,1200
2025-02-01,136,22:30-22:40,0.4186,359.156666666667,0,0,0,0,0,0,1200
2025-02-01,137,22:40-22:50,0.4241,382.050716666667,0,0,0,0,0,0,1200
2025-02-01,138,22:50-23:00,0.4237,417.168416666667,0,0,0,0,0,0,1200
2025-02-01,139,23:00-23:10,0.4248,431.796666666667,0,0,0,0,0,0,1200
2025-02-01,140,23:10-23:20,0.424,406.46495,0,0,0,0,0,0,1200
2025-02-01,141,23:20-23:30,0.422,400.959866666667,0,0,0,0,0,0,1200
2025-02-01,142,23:30-23:40,0.424,409.945,0,0,0,0,0,0,1200
2025-02-01,143,23:40-23:50,0.4271,387.2367,0,0,0,0,0,0,1200
2025-02-01,144,23:50-24:00,0.4276,454.71015,0,0,0,0,0,0,1200
2025-02-02,1,00:00-00:10,0.4248,1414.15666666667,0,0,0,833.333333333333,0,0,1950
2025-02-02,2,00:10-00:20,0.4245,1431.99738333333,0,0,0,833.333333333333,0,0,2700
2025-02-02,3,00:20-00:30,0.4269,1415.06781666667,0,0,0,833.333333333333,0,0,3450
2025-02-02,4,00:30-00:40,0.4272,1417.92666666667,0,0,0,833.333333333333,0,0,4200
2025-02-02,5,00:40-00:50,0.4271,1419.4362,0,0,0,833.333333333333,0,0,4950
2025-02-02,6,00:50-01:00,0.4285,1420.5302,0,0,0,833.333333333333,0,0,5700
2025-02-02,7,01:00-01:10,0.4311,1262.74,0,0,0,666.666666666667,0,0,6300
2025-02-02,8,01:10-01:20,0.4302,1445.38815,0,0,0,833.333333333333,0,0,7050
2025-02-02,9,01:20-01:30,0.4279,1431.65763333333,0,0,0,833.333333333333,0,0,7800
2025-02-02,10,01:30-01:40,0.4312,572.233333333333,0,0,0,0,0,0,7800
2025-02-02,11,01:40-01:50,0.4333,591.652733333333,0,0,0,0,0,0,7800
2025-02-02,12,01:50-02:00,0.4311,1457.62903333333,0,0,0,833.333333333333,0,0,8550
2025-02-02,13,02:00-02:10,0.4293,1461.99833333333,0,0,0,833.333333333333,0,0,9300
2025-02-02,14,02:10-02:20,0.4324,599.074116666667,0,0,0,0,0,0,9300
2025-02-02,15,02:20-02:30,0.4367,611.860583333333,0,0,0,0,0,0,9300
2025-02-02,16,02:30-02:40,0.4348,647.138333333333,0,0,0,0,0,0,9300
2025-02-02,17,02:40-02:50,0.4335,618.535233333333,0,0,0,0,0,0,9300
2025-02-02,18,02:50-03:00,0.4357,632.842516666667,0,0,0,0,0,0,9300
2025-02-02,19,03:00-03:10,0.4374,682.741666666667,0,0,0,0,0,0,9300
2025-02-02,20,03:10-03:20,0.4371,650.291266666667,0,0,0,0,0,0,9300
2025-02-02,21,03:20-03:30,0.4356,625.2837,0,0,0,0,0,0,9300
2025-02-02,22,03:30-03:40,0.4353,648.826666666667,0,0,0,0,0,0,9300
2025-02-02,23,03:40-03:50,0.436,667.236966666667,0,0,0,0,0,0,9300
2025-02-02,24,03:50-04:00,0.4378,658.5555,0,0,0,0,0,0,9300
2025-02-02,25,04:00-04:10,0.4401,637.655,0,0,0,0,0,0,9300
2025-02-02,26,04:10-04:20,0.4389,636.654583333333,0,0,0,0,0,0,9300
2025-02-02,27,04:20-04:30,0.4364,645.906666666667,0,0,0,0,0,0,9300
2025-02-02,28,04:30-04:40,0.4393,652.965,0,0,0,0,0,0,9300
2025-02-02,29,04:40-04:50,0.4422,656.255483333333,0,0,0,0,0,0,9300
2025-02-02,30,04:50-05:00,0.4395,665.3871,0,0.000233333333333333,0,0,0,0,9300
2025-02-02,31,05:00-05:10,0.4333,681.033333333333,0,0,0,0,0,0,9300
2025-02-02,32,05:10-05:20,0.4439,691.020766666667,0,0,0,0,0,0,9300
2025-02-02,33,05:20-05:30,0.4301,1512.5533,0,0.00315,0,833.333333333333,0,0,10050
2025-02-02,34,05:30-05:40,0.3713,1481.28,0,0,0,833.333333333333,0,0,10800
2025-02-02,35,05:40-05:50,0.5708,633.4947,0,0,0,0,0,0,10800
2025-02-02,36,05:50-06:00,0.9099,297.070066666665,0,0.0439833333333333,0,0,426.668000000001,0,10325.9244444444
2025-02-02,37,06:00-06:10,0.9368,22.2,0,0,0,0,833.333333333333,0,9399.99851851852
2025-02-02,38,06:10-06:20,0.8758,867.249516666667,0,0,0,0,0,0,9399.99851851852
2025-02-02,39,06:20-06:30,0.8759,854.668816666667,0,0.6127,0,0,0,0,9399.99851851852
2025-02-02,40,06:30-06:40,0.8601,873.501666666667,0,0,0,0,0,0,9399.99851851852
2025-02-02,41,06:40-06:50,0.8442,876.012366666667,0,0,0,0,0,0,9399.99851851852
2025-02-02,42,06:50-07:00,0.8334,834.753333333333,0,19.09655,0,0,0,0,9399.99851851852
2025-02-02,43,07:00-07:10,0.8092,767.92125,0,64.34375,0,0,0,0,9399.99851851852
2025-02-02,44,07:10-07:20,0.7972,735.496983333333,0,109.538816666667,0,0,0,0,9399.99851851852
2025-02-02,45,07:20-07:30,0.7644,708.674133333333,0,156.744933333333,0,0,0,0,9399.99851851852
2025-02-02,46,07:30-07:40,0.6899,1489.91,0,206.4,0,833.333333333333,0,0,10149.9985185185
2025-02-02,47,07:40-07:50,0.86,599.04655,0,252.16675,0,0,0,0,10149.9985185185
2025-02-02,48,07:50-08:00,1.1617,0,0,294.408766666667,0,0,668.647566666667,0,9407.05677777778
2025-02-02,49,08:00-08:10,1.1683,0,0,332.4875,0,0,811.149166666667,0,8505.77992592593
2025-02-02,50,08:10-08:20,1.0956,0,0,367.126416666667,0,0,822.83135,0,7591.52287037037
2025-02-02,51,08:20-08:30,1.0849,0,0,414.679333333333,0,0,758.875866666667,0,6748.32746296296
2025-02-02,52,08:30-08:40,1.061,0,0,474.96875,0,0,692.56625,0,5978.80940740741
2025-02-02,53,08:40-08:50,1.043,0,0,531.364966666667,0,0,640.1275,0,5267.55662962963
2025-02-02,54,08:50-09:00,1.036,0,0,583.455283333333,0,0,586.0843,0,4616.35185185185
2025-02-02,55,09:00-09:10,1.0147,0,0,638.49375,0,0,521.202916666667,0,4037.2375
2025-02-02,56,09:10-09:20,0.9922,0,0,701.006016666667,0,0,454.838833333333,0,3531.86101851852
2025-02-02,57,09:20-09:30,0.97,0,0,752.3296,0,0,413.783566666667,0,3072.1015
2025-02-02,58,09:30-09:40,0.9422,0,0,796.9875,0,0,374.2825,0,2656.23205555556
2025-02-02,59,09:40-09:50,0.9569,0,0,854.457066666667,0,0,288.972716666667,0,2335.15125925926
2025-02-02,60,09:50-10:00,0.9977,0,0,890.113183333333,0,0,231.4054,0,2078.03414814815
2025-02-02,61,10:00-10:10,0.9919,0,0,904.61875,0,0,222.362916666667,0,1830.96424074074
2025-02-02,62,10:10-10:20,0.9588,0,0,932.48405,0,0,210.759533333333,0,1596.78698148148
2025-02-02,63,10:20-10:30,0.9549,0,0,948.923466666667,0,0,192.033283333333,0,1383.41666666667
2025-02-02,64,10:30-10:40,0.9839,0,0,955.75,0,0,165.075,0,1200
2025-02-02,65,10:40-10:50,0.799,126.60865,0,985.7863,0,0,0,0,1200
2025-02-02,66,10:50-11:00,0.5025,933.133583333333,0,1027.85701666667,0,833.333333333333,0,0,1950
2025-02-02,67,11:00-11:10,0.4662,918.797083333333,0,1055.08125,0,833.333333333333,0,0,2700
2025-02-02,68,11:10-11:20,0.5007,893.85425,0,1054.1732,0,833.333333333333,0,0,3450
2025-02-02,69,11:20-11:30,0.4827,857.37805,0,1079.48506666667,0,833.333333333333,0,0,4200
2025-02-02,70,11:30-11:40,0.4785,847.7375,0,1117.6375,0,833.333333333333,0,0,4950
2025-02-02,71,11:40-11:50,0.4662,888.379016666667,0,1105.88388333333,0,833.333333333333,0,0,5700
2025-02-02,72,11:50-12:00,0.4432,820.716,0,1105.14011666667,12.6173333333334,833.333333333333,0,0,6450
2025-02-02,73,12:00-12:10,0.4411,699.930416666667,0,1014.60333333333,133.402916666667,833.333333333333,0,0,7200
2025-02-02,74,12:10-12:20,0.4551,746.6966,0,1029.25846666667,86.6367333333333,833.333333333333,0,0,7950
2025-02-02,75,12:20-12:30,0.4463,811.439,0,1068.5136,21.8943333333333,833.333333333333,0,0,8700
2025-02-02,76,12:30-12:40,0.4113,793.794583333333,0,1060.23,39.53875,833.333333333333,0,0,9450
2025-02-02,77,12:40-12:50,0.5682,749.404916666667,0,1017.61933333333,83.9284166666666,833.333333333333,0,0,10200
2025-02-02,78,12:50-13:00,0.8279,0,0,1029.46671666667,59.1740666666666,59.1740666666666,0,0,10253.25666
2025-02-02,79,13:00-13:10,0.8636,19.4624999999999,0,1067.8625,0,0,0,0,10253.25666
2025-02-02,80,13:10-13:20,0.8416,45.4698333333332,0,1051.91705,0,0,0,0,10253.25666
2025-02-02,81,13:20-13:30,0.8618,26.7711833333333,0,1058.27991666667,0,0,0,0,10253.25666
2025-02-02,82,13:30-13:40,0.8623,22.5758333333333,0,1061.6875,0,0,0,0,10253.25666
2025-02-02,83,13:40-13:50,0.9026,0,0,1017.20323333333,0,0,78.4620833333333,0,10166.0765674074
2025-02-02,84,13:50-14:00,0.9754,0,0,974.22565,0,0,105.30015,0,10049.0764007407
2025-02-02,85,14:00-14:10,1.0002,0,0,949,0,0,99.8616666666667,0,9938.11899333333
2025-02-02,86,14:10-14:20,0.9978,0,0,911.090666666667,0,0,146.230066666667,0,9775.64114148148
2025-02-02,87,14:20-14:30,1.0271,0,0,871.602216666667,0,0,200.45355,0,9552.91497481481
2025-02-02,88,14:30-14:40,1.0906,0,0,838.68125,0,0,230.097083333333,0,9297.25154888889
2025-02-02,89,14:40-14:50,0.9376,0,0,802.784316666667,0,0,252.98985,0,9016.15171555555
2025-02-02,90,14:50-15:00,0.6694,1139.45078333333,0,741.135166666667,0,833.333333333333,0,0,9766.15171555555
2025-02-02,91,15:00-15:10,0.66,1206.49458333333,0,665.11875,0,833.333333333333,0,0,10516.1517155556
2025-02-02,92,15:10-15:20,0.7217,720.61834938272,0,610.73905,0,315.386982716053,0,0,10800
2025-02-02,93,15:20-15:30,0.7308,450.777616666667,0,563.84555,0,0,0,0,10800
2025-02-02,94,15:30-15:40,0.7534,520.036666666667,0,511.725,0,0,0,0,10800
2025-02-02,95,15:40-15:50,0.7823,575.346816666667,0,456.016833333333,0,0,0,0,10800
2025-02-02,96,15:50-16:00,0.8055,638.18165,0,398.35275,0,0,0,0,10800
2025-02-02,97,16:00-16:10,0.8271,700.089166666667,0,343.0625,0,0,0,0,10800
2025-02-02,98,16:10-16:20,0.8519,728.861766666667,0,294.666183333333,0,0,0,0,10800
2025-02-02,99,16:20-16:30,0.8791,775.6201,0,247.294633333333,0,0,0,0,10800
2025-02-02,100,16:30-16:40,0.9024,838.57125,0,198.84375,0,0,0,0,10800
2025-02-02,101,16:40-16:50,0.9163,864.95765,0,152.69565,0,0,0,0,10800
2025-02-02,102,16:50-17:00,0.9264,893.215033333333,0,108.531666666667,0,0,0,0,10800
2025-02-02,103,17:00-17:10,0.9462,941.567083333333,0,63.43125,0,0,0,0,10800
2025-02-02,104,17:10-17:20,0.9742,985.636266666667,0,18.7260333333333,0,0,0,0,10800
2025-02-02,105,17:20-17:30,0.9862,1005.3769,0,0,0,0,0,0,10800
2025-02-02,106,17:30-17:40,0.976,1026.91833333333,0,0,0,0,0,0,10800
2025-02-02,107,17:40-17:50,1.0742,1050.26418333333,0,0.595966666666667,0,0,0,0,10800
2025-02-02,108,17:50-18:00,1.2313,902.103066666667,0,0,0,0,0,0,10800
2025-02-02,109,18:00-18:10,1.2561,650.559633333333,0,0,0,0,29.8170333333335,0,10766.869962963
2025-02-02,110,18:10-18:20,1.2447,682.57005,0,0.0427833333333333,0,0,0,0,10766.869962963
2025-02-02,111,18:20-18:30,1.2545,745.416916666667,0,0,0,0,0,0,10766.869962963
2025-02-02,112,18:30-18:40,1.2522,755.276666666667,0,0,0,0,0,0,10766.869962963
2025-02-02,113,18:40-18:50,1.2881,0,0,0.00306666666666667,0,0,754.60245,0,9928.4227962963
2025-02-02,114,18:50-19:00,1.3466,0,0,0,0,0,737.466,0,9109.01612962963
2025-02-02,115,19:00-19:10,1.3523,0,0,0,0,0,720.628333333333,0,8308.31798148148
2025-02-02,116,19:10-19:20,1.3445,0,0,0.000216666666666667,0,0,734.1428,0,7492.60375925926
2025-02-02,117,19:20-19:30,1.3483,0,0,0,0,0,718.803033333333,0,6693.93372222222
2025-02-02,118,19:30-19:40,1.349,0,0,0,0,0,688.355,0,5929.09483333333
2025-02-02,119,19:40-19:50,1.3473,0,0,0,0,0,714.805933333333,0,5134.86601851852
2025-02-02,120,19:50-20:00,1.3482,0,0,0,0,0,724.814516666667,0,4329.51655555555
2025-02-02,121,20:00-20:10,1.3513,0,0,0,0,0,705.315,0,3545.83322222222
2025-02-02,122,20:10-20:20,1.34,0,0,0,0,0,714.35385,0,2752.10672222222
2025-02-02,123,20:20-20:30,1.3489,0,0,0,0,0,707.17605,0,1966.35555555556
2025-02-02,124,20:30-20:40,1.3952,0,0,0,0,0,689.72,0,1200
2025-02-02,125,20:40-20:50,1.2226,715.115016666667,0,0,0,0,0,0,1200
2025-02-02,126,20:50-21:00,0.9332,719.23435,0,0,0,0,0,0,1200
2025-02-02,127,21:00-21:10,0.9068,695.33,0,0,0,0,0,0,1200
2025-02-02,128,21:10-21:20,0.9371,701.571666666667,0,0,0,0,0,0,1200
2025-02-02,129,21:20-21:30,0.9371,707.702466666667,0,0,0,0,0,0,1200
2025-02-02,130,21:30-21:40,0.9871,707.686666666667,0,0,0,0,0,0,1200
2025-02-02,131,21:40-21:50,0.7764,718.29075,0,0,0,0,0,0,1200
2025-02-02,132,21:50-22:00,0.4209,663.7065,0,0,0,0,0,0,1200
2025-02-02,133,22:00-22:10,0.3859,566.751666666667,0,0,0,0,0,0,1200
2025-02-02,134,22:10-22:20,0.4368,536.421666666667,0,0,0,0,0,0,1200
2025-02-02,135,22:20-22:30,0.4198,538.939816666667,0,0,0,0,0,0,1200
2025-02-02,136,22:30-22:40,0.4186,541.596666666667,0,0,0,0,0,0,1200
