date,E_end,E_day_min,E_day_max
2025-03-13,3506.40280707484,1200,10635.7306095764
2025-03-14,3244.19427039527,1200,10800
2025-03-15,8457.60335092207,1200,10800
2025-03-16,8911.57807126478,1200,10800
2025-03-17,9003.92971448208,1200,10750.531380581
2025-03-18,7985.81731669917,1249.22146157408,10800
2025-03-19,8924.46959896883,1200,10800
2025-03-20,3000.35740291914,1200,10800
2025-03-21,2229.26349975645,1200,10800
2025-03-22,9081.66713353974,1200,10800
2025-03-23,7918.40504035866,1200,10800
2025-03-24,7968.98436285872,1200,10800
2025-03-25,7583.46004819852,1200,10213.7281455783
2025-03-26,7734.48317580032,1200,10800
2025-03-27,2605.67250858405,1200,10800
2025-03-28,2828.16643875688,1647.34341296759,10800
2025-03-29,8659.82860453015,1200,10800
2025-03-30,8062.26338432847,1200,10800
2025-03-31,7573.19585067639,1200,10690.6757724289
2025-04-01,6835.05769985306,1200,10493.9618239956
2025-04-02,7250.33675693552,1200,10679.4862571302
2025-04-03,2166.64502300234,1200,10800
2025-04-04,2723.28599336728,1200,10800
2025-04-05,6210.30463231108,1200,10800
2025-04-06,7339.73465097056,1200,10800
2025-04-07,6613.01625732089,1200,10800
2025-04-08,6682.64637700562,1200,10800
2025-04-09,6472.72584322795,1486.47190583758,10800
2025-04-10,2489.47653539259,1507.10174435286,10800
2025-04-11,2242.95426598533,1200,10800
2025-04-12,7181.9468494813,1200,10800
2025-04-13,7294.1536088645,1306.32274249903,10800
2025-04-14,7330.15647736089,1200,10253.6413962409
2025-04-15,6386.4067037786,1425.48248877199,10800
2025-04-16,6582.86729328463,1396.24859640457,10800
2025-04-17,2423.9781924429,1200,10800
2025-04-18,2771.47303719779,1200,10800
2025-04-19,5787.23641482859,1384.23561400463,10800
2025-04-20,7033.68690092167,1686.83205650849,10800
2025-04-21,6883.54748542187,1359.76060687461,10800
2025-04-22,6405.8705144481,1444.48317457575,10573.7390044858
2025-04-23,5817.39884706162,1483.79376360185,10800
2025-04-24,2073.37249921176,1361.9082159762,10800
2025-04-25,2062.45387222211,1200,10800
2025-04-26,5412.45235614335,1200,10800
2025-04-27,5931.6686578209,1416.00279841049,10800
2025-04-28,6052.46989501077,1353.29850453355,10800
2025-04-29,5491.60698172024,1355.28630966204,10800
2025-04-30,6067.69600217179,1562.49565830054,10714.3304345065
2025-05-01,1200,1200,10800
2025-05-02,1200,1200,10800
2025-05-03,4133.86189540326,1200,10800
2025-05-04,4980.4339087788,1200,10800
2025-05-05,4321.04894915184,1200,10800
2025-05-06,4732.45607300287,1425.1871158818,10800
2025-05-07,3478.61562600771,1200,10800
2025-05-08,2616.25033025821,1949.96515542052,10412.6744065262
2025-05-09,3472.37862222093,1730.67168333333,10800
2025-05-10,3432.87252368779,1200,10800
2025-05-11,5166.31355389414,1200,10800
2025-05-12,4251.0723064659,2019.31984562338,10800
2025-05-13,4766.47449563193,1607.85962733596,10800
2025-05-14,4606.07342476211,1200,10800
2025-05-15,3696.43369765846,1714.99536002701,10669.5237248367
2025-05-16,3249.97633533912,1322.58673667323,10800
2025-05-17,4072.65636408372,1535.61249039931,10800
2025-05-18,5823.99933740451,2698.3524471605,10800
2025-05-19,6132.10924361585,2243.68347625,10800
2025-05-20,5815.48969911782,2256.2177610177,10728.9223968045
2025-05-21,5780.3861057928,2553.90911470717,10800
2025-05-22,4057.77414685779,2488.55761569367,10800
2025-05-23,4606.14829967821,1220.95611141127,10800
2025-05-24,6844.49533651193,1200,10800
2025-05-25,6387.78164447847,2504.13846064815,10800
2025-05-26,5820.01936146142,2779.9973954946,10800
2025-05-27,6787.49301646632,1454.81948785489,10800
2025-05-28,7371.15603832293,3106.72015178948,10800
2025-05-29,4875.80217211605,3049.62477853781,10800
2025-05-30,5220.96299448598,1712.01682138117,10800
2025-05-31,10368.410839826,2514.19611439043,10800
2025-06-01,6113.47571449287,1200,10271.2032995097
2025-06-02,4458.24602921096,1200,9538.48103314579
2025-06-03,6204.72013130465,1463.41836202199,10800
2025-06-04,6049.22254032766,1288.69716972299,10007.5680747504
2025-06-05,2214.10856514367,1733.04367615432,10657.8857356875
2025-06-06,1559.29522023951,1200,10800
2025-06-07,7381.76127315297,1200,10800
2025-06-08,9733.55238026428,2504.84248772763,10783.8725441445
2025-06-09,9183.69689079699,2394.69113717601,10800
2025-06-10,9286.08032413773,2271.30960092631,10800
2025-06-11,8605.25772149925,1947.55060613426,10800
2025-06-12,3224.03658774669,2292.61948496721,10800
2025-06-13,4213.30282047987,2437.2104642419,10800
2025-06-14,9788.10496097608,1365.64888083237,10800
2025-06-15,10565.4334030078,2798.26374872106,10800
2025-06-16,10561.1043518173,3213.03162610957,10800
2025-06-17,10549.5599491343,2652.28364021373,10800
2025-06-18,10800,3080.83908751543,10800
2025-06-19,4821.75302253271,2105.25889515664,10800
2025-06-20,5762.09103352209,2936.0311533615,10800
2025-06-21,10800,2893.96888869599,10800
2025-06-22,10800,3482.7173831983,10800
2025-06-23,10800,3251.56835331906,10800
2025-06-24,10800,2921.6571003399,10800
2025-06-25,10800,3440.21804772415,10800
2025-06-26,5494.38250534314,3015.21536057462,10800
2025-06-27,10036.6552258669,3643.07582507954,10800
2025-06-28,10800,3433.9683188233,10800
2025-06-29,10800,2617.83818548418,10800
2025-06-30,10800,3485.68582906966,10800
2025-07-01,7776.71067561046,1200,10716.7544720679
2025-07-02,8659.67761827731,1200,10800
2025-07-03,2600.55986444948,1747.69880760959,10800
2025-07-04,2079.33131175995,1200,10800
2025-07-05,7336.0311530652,1284.1331174402,10800
2025-07-06,7565.93287720048,1245.38512590664,10800
2025-07-07,8395.06171631125,2357.01952942005,10800
2025-07-08,8861.55568353895,1200,10800
2025-07-09,9331.45890990685,2268.06951342593,10800
2025-07-10,4065.01217888766,2217.90938692129,10800
2025-07-11,2620.0631379375,1200,10800
2025-07-12,8603.75643102035,2657.83666957813,10800
2025-07-13,7733.27935951926,2474.9020158179,10800
2025-07-14,8382.75961495101,2324.5741216821,10800
2025-07-15,10780.8145841933,3172.15731514313,10800
2025-07-16,9279.48687098569,3131.25135153854,10800
2025-07-17,5397.57828541103,3009.12314064082,10800
2025-07-18,5342.24482049373,3122.43678641619,10800
2025-07-19,9687.91605135127,3233.90830377122,10800
2025-07-20,10364.7390490885,3708.18526137346,10800
2025-07-21,10800,2998.6436271875,10800
2025-07-22,10800,3517.57332937153,10800
2025-07-23,10800,1759.33778155378,10800
2025-07-24,7388.97054244731,3829.5377296973,10800
2025-07-25,6573.20344480641,3347.21155213966,10800
2025-07-26,10800,2877.63803786394,10800
2025-07-27,10800,3469.1634487066,10800
2025-07-28,10800,4153.36739907662,10800
2025-07-29,10800,3174.98899797068,10800
2025-07-30,10800,3713.38655714197,10800
2025-07-31,6977.89689978781,3533.29446556906,10800
2025-08-01,5621.95333163889,2766.16739090162,10800
2025-08-02,10800,3649.44849016204,10800
2025-08-03,8822.18849393919,2406.53395535205,10800
2025-08-04,10800,3581.38917661799,10800
2025-08-05,10800,3228.16107521605,10800
2025-08-06,10800,3254.87966666667,10800
2025-08-07,4380.78366585517,2471.89849516744,10800
2025-08-08,4091.35939442263,2527.05547304917,10800
2025-08-09,8191.21248625437,2132.68796983218,10800
2025-08-10,8310.39729648252,2727.47410271991,10800
2025-08-11,10518.873265022,2343.20979111577,10800
2025-08-12,7480.34421973896,1865.41102049645,10800
2025-08-13,7332.4533020415,1769.38990645718,10800
2025-08-14,3423.98896763621,1615.87406666666,10800
2025-08-15,3225.27847126914,2101.54958187153,10800
2025-08-16,7521.68594073385,1277.68327944758,10800
2025-08-17,7326.99362177014,1458.4677583912,10800
2025-08-18,9431.75218361238,1954.38232353328,10800
2025-08-19,6290.00632386034,1200,10800
2025-08-20,5892.18058157266,1200,10800
2025-08-21,2146.84300062389,1200,10800
2025-08-22,2034.94969829591,1200,10800
2025-08-23,6681.75312375179,1200,10800
2025-08-24,5269.56981630046,1200,10800
2025-08-25,7360.29646850324,1200,10742.546247282
2025-08-26,6815.35433695811,1200,10800
2025-08-27,5612.76829071919,1200,10800
2025-08-28,2091.13979096991,1200,10777.586072111
2025-08-29,2254.77246357473,1200,10800
2025-08-30,5967.11580942888,1200,10800
2025-08-31,6977.17144486538,1200,10155.0832293952
2025-09-01,10683.7088604264,2929.32045789515,10800
2025-09-02,6576.45026330732,2425.27335929149,10800
2025-09-03,10398.2563395413,3113.99910748457,10800
2025-09-04,5566.51233142955,2281.48596296297,10800
2025-09-05,4777.66079689251,2162.69984773843,10800
2025-09-06,7662.34213725743,3258.50431876929,10800
2025-09-07,6643.9380192171,1943.4392962963,10800
2025-09-08,6277.16996759151,2204.68389427276,10800
2025-09-09,5425.91034458206,2014.89937447531,10800
2025-09-10,7160.83624055376,1200,10800
2025-09-11,3375.4364549483,2122.66329953704,10800
2025-09-12,2772.00190352778,1291.49008756173,10800
2025-09-13,8562.69235589196,1827.3928456414,10800
2025-09-14,6392.49330541057,1803.23288846379,10800
2025-09-15,6537.12760502955,1200,10800
2025-09-16,3264.71236413101,1200,10521.5064759194
2025-09-17,5490.85533664536,1200,10800
2025-09-18,1948.33147131327,1200,10737.584247059
2025-09-19,1899.86803488966,1200,10800
2025-09-20,7396.90682788966,1200,10800
2025-09-21,5484.5279113884,1200,10011.1636355392
2025-09-22,4746.35051856158,1200,10053.4871925949
2025-09-23,6520.74694099607,1200,9474.47270501912
2025-09-24,6073.35329204861,1200,9835.52267061728
2025-09-25,1200,1200,10800
2025-09-26,1200,1200,10800
2025-09-27,5702.70365550251,1200,10800
2025-09-28,4227.88759026151,1200,9576.18040882813
2025-09-29,4439.63529512732,1200,8838.51353064236
2025-09-30,5168.04668559458,1200,9724.45137420022
2025-10-01,5081.73055737962,1200,10800
2025-10-02,1549.6728616331,1200,10800
2025-10-03,1691.37754813426,1200,10800
2025-10-04,4752.41886751736,1200,10800
2025-10-05,5797.69618872924,1200,10438.2662761487
2025-10-06,7591.65948024961,1200,9643.102771875
2025-10-07,7827.80512248457,1200,10800
2025-10-08,5771.44791838271,1200,10056.2050927867
2025-10-09,3392.6607325711,1200,10193.4216758202
2025-10-10,2932.33184131377,1200,10800
2025-10-11,7353.05568649836,1200,10800
2025-10-12,7628.40954565008,1200,9615.9902908617
2025-10-13,7902.93380606289,1200,10351.3832701185
2025-10-14,7800.46478396412,1200,10619.1689874701
2025-10-15,7194.46070749807,1200,10168.5955033677
2025-10-16,3629.4340689463,1200,10800
2025-10-17,3579.88536085357,1200,10800
2025-10-18,7488.47471628472,1200,10800
2025-10-19,7324.12744834202,1200,10800
2025-10-20,7518.75185832526,1200,10800
2025-10-21,7801.15235100887,1200,10453.8281419688
2025-10-22,7781.69178198495,1200,10322.2821723434
2025-10-23,5022.62297228064,1200,10575.1232934012
2025-10-24,4019.36486979497,1200,10800
2025-10-25,7892.35542868731,1200,10800
2025-10-26,7898.8031855787,1200,10292.6787517786
2025-10-27,7815.13284838636,1200,10800
2025-10-28,7324.90108313272,1200,10800
2025-10-29,7922.860691549,1200,10741.4741299106
2025-10-30,3972.65754942642,1200,10800
2025-10-31,4294.30839002673,1200,10800
2025-11-01,7462.48805380305,1200,10800
2025-11-02,7962.38679934028,1200,10800
2025-11-03,7532.98936667631,1200,10800
2025-11-04,7924.58053117863,1200,10800
2025-11-05,8013.4249083885,1200,10800
2025-11-06,4716.32203770823,1200,10704.7921872836
2025-11-07,5108.74502943733,1200,10800
2025-11-08,7055.43297220003,1200,10800
2025-11-09,8051.88209754465,1200,10566.7295477122
2025-11-10,8192.35907255265,1200,10412.4296377731
2025-11-11,8308.68635075309,1200,10800
2025-11-12,8498.6988944705,1200,10777.9245525733
2025-11-13,6771.44311808119,1200,10691.5586261474
2025-11-14,7025.90473801875,1200,10800
2025-11-15,7662.85317286651,1200,10800
2025-11-16,8373.98073469232,1200,10800
2025-11-17,8497.40681758735,1200,10800
2025-11-18,8414.12163256211,1200,10619.6769506879
2025-11-19,8365.8659310625,1200,10800
2025-11-20,7727.77458526449,1200,10531.1967260845
2025-11-21,8711.22705781558,1471.80462869058,10800
2025-11-22,8294.72542964831,1200,10800
2025-11-23,8476.26505652083,1200,10800
2025-11-24,8383.70033325,1200,10800
2025-11-25,8631.6628298909,1360.5746052659,10688.3240365607
2025-11-26,8859.75541024167,1392.92460447917,10800
2025-11-27,8845.57203190008,1366.70078520602,10800
2025-11-28,8565.98097545,1200,10800
2025-11-29,8770.99394705247,1508.10384375,10800
2025-11-30,8503.24898342303,1394.43853217303,10800
2025-12-01,8414.85719980594,1200,9808.460971
2025-12-02,8320.16948932677,1200,9898.98461201235
2025-12-03,8347.92728088735,1200,10010.567994125
2025-12-04,8437.61871403704,1200,10161.2345527249
2025-12-05,8355.76515324228,1200,10361.986896
2025-12-06,8401.15198542438,1200,10533.7762690625
2025-12-07,8296.31700586547,1200,9965.63830313079
2025-12-08,8669.75615096104,1362.56989720216,10800
2025-12-09,8745.13511050656,1200,10800
2025-12-10,8538.08598324884,1345.09519974807,10800
2025-12-11,8699.56799156084,1447.71128818083,10800
2025-12-12,8737.50256726081,1407.6672373588,10800
2025-12-13,8638.73395807099,1237.47175905671,10800
2025-12-14,8678.72197570134,1296.96788929509,10800
2025-12-15,8736.78001935185,1345.99462986111,10800
2025-12-16,8864.36710779244,1465.89323276119,10800
2025-12-17,8754.96096948688,1323.5233963341,10800
2025-12-18,8739.02511242901,1408.15912283102,10800
2025-12-19,8566.44699990625,1200,10800
2025-12-20,8821.22412066287,1496.32569300662,10800
2025-12-21,8865.35957215733,1278.18211147763,10800
2025-12-22,8713.10823231289,1256.50473396914,10800
2025-12-23,8996.45896781173,1481.81383858025,10800
2025-12-24,8770.26997060657,1319.86179953704,10800
2025-12-25,8876.51702023881,1399.88772214506,10800
2025-12-26,9338.01628109491,1867.19162918866,10800
2025-12-27,8924.48552412137,1351.59646363812,10800
2025-12-28,9103.31962400877,1529.31493510252,10800
2025-12-29,8820.94532591744,1342.11386535494,10800
2025-12-30,8967.74411934414,1443.70731607253,10800
2025-12-31,1401.32837851406,1200,10800
