slot,plan_kwh,adj_kwh,em_kwh,chg_kwh,dis_kwh,E_kwh,E0_kwh
56,0,0,0,160.175383333333,0,2808.8013,1786.95344092593
57,0,0,0,214.969966666667,0,3002.27427,1786.95344092593
58,0,0,0,328.285416666667,0,3297.731145,1786.95344092593
59,0,0,0,421.118233333333,0,3676.737555,1786.95344092593
60,0,0,0,449.526183333333,0,4081.31112,1786.95344092593
61,0,0,0,440.56625,0,4477.820745,1786.95344092593
62,0,0,0,460.630866666667,0,4892.388525,1786.95344092593
63,0,0,0,489.017133333333,0,5332.503945,1786.95344092593
64,0,0,0,516.512916666667,0,5797.36557,1786.95344092593
65,0,0,0,561.181233333333,0,6302.42868,1786.95344092593
66,0,0,0,612.926316666667,0,6854.062365,1786.95344092593
67,0,0,0,620.148333333333,0,7412.195865,1786.95344092593
68,0,0,0,560.160833333333,0,7916.340615,1786.95344092593
69,0,0,0,647.042516666667,0,8498.67888,1786.95344092593
70,0,0,0,807.410833333333,0,9225.34863,1786.95344092593
71,0,0,0,745.92895,0,9896.684685,1786.95344092593
72,0,0,0,658.892883333333,0,10489.68828,1786.95344092593
73,0,0,0,344.7908,0,10800,1786.95344092593
74,0,0,0,0,0,10800,1786.95344092593
75,0,0,0,0,0,10800,1786.95344092593
76,0,0,0,0,0,10800,1786.95344092593
77,0,0,0,0,0,10800,1786.95344092593
78,0,0,0,0,0,10800,1786.95344092593
79,0,0,0,0,0,10800,1786.95344092593
80,0,0,0,0,0,10800,1786.95344092593
81,0,0,0,0,0,10800,1786.95344092593
82,0,0,0,0,0,10800,1786.95344092593
83,0,0,0,0,0,10800,1786.95344092593
84,0,0,0,0,0,10800,1786.95344092593
85,0,0,0,0,0,10800,1786.95344092593
86,0,0,0,0,0,10800,1786.95344092593
87,0,0,0,0,0,10800,1786.95344092593
88,0,0,0,0,0,10800,1786.95344092593
89,0,0,0,0,0,10800,1786.95344092593
90,32.4904111111111,22.8986333333332,0,0,0,10800,1786.95344092593
91,56.6310666666667,14.1895333333333,0,0,0,10800,1786.95344092593
92,91.5277722222222,55.2851749999999,0,0,0,10800,1786.95344092593
93,121.683277777778,91.6396166666667,0,0,0,10800,1786.95344092593
94,142.347766666667,118.503041666667,0,0,0,10800,1786.95344092593
95,214.738138888889,197.09235,0,0,0,10800,1786.95344092593
96,273.583377777778,262.136525,0,0,0,10800,1786.95344092593
97,285.749466666667,280.50155,0,0,0,10800,1786.95344092593
98,297.104236111111,293.362558333333,0,0,0,10800,1786.95344092593
99,330.054505555555,327.819066666667,0,0,0,10800,1786.95344092593
100,382.150875,381.421675,0,0,0,10800,1786.95344092593
101,414.322011111111,415.09905,0,0,0,10800,1786.95344092593
102,395.887330555556,398.170608333333,0,0,0,10800,1786.95344092593
103,374.167283333333,377.9568,0,0,0,10800,1786.95344092593
104,417.394080555556,420.5566,0,0,0,10800,1786.95344092593
105,466.105944444444,468.641466666667,0,0,0,10800,1786.95344092593
106,497.155741666667,499.064266666667,0,0,0,10800,1786.95344092593
107,552.087688888889,553.369216666667,0,0,0,10800,1786.95344092593
108,572.054086111111,572.708616666667,0,0,0,10800,1786.95344092593
109,0,-1.51582450295488e-13,0,0,385.901666666667,10371.2203703704,1786.95344092593
110,544.722855555555,544.691383333333,0,142.33235,0,10499.3194853704,1786.95344092593
111,0,0,0,0,436.62475,10014.1808742593,1786.95344092593
112,214.217461111111,214.11675,0,0,267.564916666667,9716.88652240741,1786.95344092593
113,0,0,0,0,530.129166666667,9127.854115,1786.95344092593
114,0,7.5791225147744e-14,0,0,585.454683333333,8477.3489112963,1786.95344092593
115,0,7.5791225147744e-14,0,0,640.82625,7765.31974462963,1786.95344092593
116,0,0,0,0,667.4907,7023.6634112963,1786.95344092593
117,0,7.5791225147744e-14,0,0,617.246916666666,6337.83350388889,1786.95344092593
118,0,7.5791225147744e-14,0,0,548.913333333333,5727.92980018519,1786.95344092593
119,0,0,0,0,582.087566666667,5081.16583722222,1786.95344092593
120,0,7.5791225147744e-14,0,0,581.73875,4434.78944833334,1786.95344092593
121,0,0,0,0,531.603333333333,3844.11907796297,1786.95344092593
122,0,0,0,0,558.039433333333,3224.07526314815,1786.95344092593
123,0,0,0,0,620.864733333333,2534.22555944445,1786.95344092593
124,0,0,0,0,660.021666666667,1800.86815203704,1786.95344092593
125,646.97075,646.97075,0,0,0,1800.86815203704,1786.95344092593
126,585.61215,585.61215,0,0.000200000000025587,0,1800.86833203704,1786.95344092593
127,526.72,526.72,0,0,0,1800.86833203704,1786.95344092593
128,535.7851,535.7851,0,0,0,1800.86833203704,1786.95344092593
129,581.51715,581.51715,0,0,0,1800.86833203704,1786.95344092593
130,618.915,618.915,0,0,0,1800.86833203704,1786.95344092593
131,619.241283333333,619.241283333333,0,0,0,1800.86833203704,1786.95344092593
132,1410.1128,576.779466666667,0,0,0,1800.86833203704,1786.95344092593
133,1361.61333333333,528.28,0,0,0,1800.86833203704,1786.95344092593
134,526.873733333333,526.873733333333,0,0,0,1800.86833203704,1786.95344092593
135,1378.07441666667,544.741083333333,0,0,0,1800.86833203704,1786.95344092593
136,1386.19833333333,552.865,0,0,0,1800.86833203704,1786.95344092593
137,1380.17318333333,546.83985,0,0,0,1800.86833203704,1786.95344092593
138,1375.12623333333,541.7929,0,0,0,1800.86833203704,1786.95344092593
139,1198.39833333333,531.731666666667,0,0,0,1800.86833203704,1786.95344092593
140,1333.15605,499.822716666667,0,0,0,1800.86833203704,1786.95344092593
141,1320.16238333333,486.82905,0,0,0,1800.86833203704,1786.95344092593
142,1331.55,498.216666666667,0,0,0,1800.86833203704,1786.95344092593
143,504.095166666667,504.095166666667,0,0,0,1800.86833203704,1786.95344092593
144,532.219016666667,532.219016666667,0,0,0,1800.86833203704,1786.95344092593
