doy,E0_q3,Eend_q3,E0_q2,Eend_q2
107,1204.72235185186,1200.54538888889,8417.5261162963,4378.98161796296
108,1200.54538888889,1388.64181481482,4378.98161796296,4493.53279523148
109,1388.64181481482,1409.55574074074,4493.53279523148,8859.22588055555
110,1409.55574074074,1370.11490962963,8859.22588055555,8816.04864986111
111,1370.11490962963,1255.27412962963,8816.04864986111,8428.48688592593
112,1255.27412962963,1311.48107407407,8428.48688592593,8570.40660967593
113,1311.48107407407,1330.1482962963,8570.40660967593,8658.88859435185
114,1330.1482962963,1247.24564814815,8658.88859435185,3953.33917875
115,1247.24564814815,1490.94153703704,3953.33917875,3709.46207847222
116,1490.94153703704,1486.46525925926,3709.46207847222,8719.49796268519
117,1486.46525925926,1236.76027777778,8719.49796268519,8589.56194486111
118,1236.76027777778,1352.76366666667,8589.56194486111,8545.873085
119,1352.76366666667,1201.88824074074,8545.873085,8652.17242791667
120,1201.88824074074,1245.71190740741,8652.17242791667,8516.40244675926
121,1245.71190740741,1203.53103703704,8516.40244675926,2601.57935425926
122,1203.53103703704,1492.85772222222,2601.57935425926,2579.48631972222
123,1492.85772222222,1574.79524074074,2579.48631972222,8107.74062736111
124,1574.79524074074,1200.34161111111,8107.74062736111,7890.24020143519
125,1200.34161111111,1206.65564814815,7890.24020143519,7990.14919444444
126,1206.65564814815,1207.82690740741,7990.14919444444,7781.98400342592
127,1207.82690740741,1200.41535185185,7781.98400342592,8012.88341675926
128,1200.41535185185,1200.53742592592,8012.88341675926,2713.6391387963
129,1200.53742592592,1617.05244444445,2713.6391387963,2905.24684282407
130,1617.05244444445,1639.38359259259,2905.24684282407,8067.82610925926
131,1639.38359259259,1200.88479555556,8067.82610925926,8082.20196925926
132,1200.88479555556,1212.4983837037,8082.20196925926,7934.17513486112
133,1212.4983837037,1200.58397981481,7934.17513486112,8352.45975986111
134,1200.58397981481,1217.02125925926,8352.45975986111,8104.26487523148
135,1217.02125925926,1221.45111111111,8104.26487523148,2781.8756750463
136,1221.45111111111,1781.55618518518,2781.8756750463,2320.44440259259
137,1781.55618518518,1720.34140740741,2320.44440259259,8173.78527722222
138,1720.34140740741,1229.58596296296,8173.78527722222,8269.22327578704
139,1229.58596296296,1205.25875925926,8269.22327578704,8350.18557532407
140,1205.25875925926,1206.02407407408,8350.18557532407,8139.17910449074
141,1206.02407407408,1236.61566666667,8139.17910449074,8144.47952759259
142,1236.61566666667,1242.26937037037,8144.47952759259,2828.21058869742
143,1242.26937037037,1863.26666666667,2828.21058869742,2466.15644689815
144,1863.26666666667,1877.89988888889,2466.15644689815,8425.25415509259
145,1877.89988888889,1251.8975,8425.25415509259,8449.77959625
146,1251.8975,1256.48768518519,8449.77959625,8414.17056375
147,1256.48768518519,1214.91120370371,8414.17056375,8335.96348328704
148,1214.91120370371,1215.67959259259,8335.96348328704,8498.58558657407
149,1215.67959259259,1218.18253185185,8498.58558657407,2765.03934078704
150,1218.18253185185,1805.97686870371,2765.03934078704,2522.10088421296
151,1805.97686870371,1922.98597277778,2522.10088421296,8813.74787217593
152,1922.98597277778,1218.05812444445,8813.74787217593,7383.44554944444
153,1218.05812444445,1214.86207407408,7383.44554944444,7286.87322939815
154,1214.86207407408,1215.53276111111,7286.87322939815,7484.40915759259
155,1215.53276111111,1219.9934912963,7484.40915759259,7455.11697259259
156,1219.9934912963,1219.73463944444,7455.11697259259,1200
157,1219.73463944444,1709.87725888889,1200,1200
158,1709.87725888889,1732.64143166667,1200,7490.86818861111
159,1732.64143166667,1220.33632111111,7490.86818861111,7576.09412939815
160,1220.33632111111,1219.65738018519,7576.09412939815,7678.01319337963
161,1219.65738018519,1219.116195,7678.01319337963,7579.24105319444
162,1219.116195,1220.22961740741,7579.24105319444,7726.49761277778
163,1220.22961740741,1220.89946925926,7726.49761277778,1570.36783796296
164,1220.89946925926,1864.51169046297,1570.36783796296,1618.88930555556
165,1864.51169046297,1794.87316259259,1618.88930555556,7547.92649324074
166,1794.87316259259,1229.67193092593,7547.92649324074,7942.30135736111
167,1229.67193092593,1224.88693839506,7942.30135736111,8217.52005537037
168,1224.88693839506,1227.50907067901,8217.52005537037,7951.33122481482
169,1227.50907067901,1225.35110506173,7951.33122481482,8068.42784805555
170,1225.35110506173,1226.48814209876,8068.42784805555,2333.98468537037
171,1226.48814209876,1786.95344092593,2333.98468537037,1926.33131083333
172,1786.95344092593,1800.86833203704,1926.33131083333,8069.91224416667
173,1800.86833203704,1229.14049351852,8069.91224416667,8318.77911018519
174,1229.14049351852,1223.01236561729,8318.77911018519,8307.01502787037
175,1223.01236561729,1222.81653493827,8307.01502787037,8381.89779847222
176,1222.81653493827,1225.59258654321,8381.89779847222,8202.90833393518
177,1225.59258654321,1226.53212932099,8202.90833393518,2394.92706012803
178,1226.53212932099,1809.8867058642,2394.92706012803,2573.27924583333
179,1809.8867058642,1892.39874219136,2573.27924583333,8314.71899986111
180,1892.39874219136,1225.93712271605,8314.71899986111,8741.99069296296
181,1225.93712271605,1225.70532950617,8741.99069296296,8753.44803388889
182,1225.70532950617,1227.82410907407,8753.44803388889,7335.71296787037
183,1227.82410907407,1228.8505962963,7335.71296787037,7270.25179865741
184,1228.8505962963,1228.48633703704,7270.25179865741,1478.66074622771
185,1228.48633703704,1287.62572148148,1478.66074622771,1365.62430611111
186,1287.62572148148,1527.79658833333,1365.62430611111,7246.60771134259
187,1527.79658833333,1223.77233259259,7246.60771134259,7259.94452814815
188,1223.77233259259,1223.89524,7259.94452814815,7120.72737402778
189,1223.89524,1222.40626203704,7120.72737402778,7658.04519935185
190,1222.40626203704,1221.24233962963,7658.04519935185,7731.81771916667
191,1221.24233962963,1219.75934314815,7731.81771916667,1746.18989847222
192,1219.75934314815,1491.32465796297,1746.18989847222,1845.69850097222
193,1491.32465796297,1381.07768351852,1845.69850097222,7488.92689708333
194,1381.07768351852,1217.67229111111,7488.92689708333,7599.73869273148
195,1217.67229111111,1216.02390925926,7599.73869273148,7643.64197490741
196,1216.02390925926,1216.01562796296,7643.64197490741,8187.04858611111
197,1216.01562796296,1214.24938888889,8187.04858611111,7858.0975212963
198,1214.24938888889,1212.36785185185,7858.0975212963,2172.12936708333
199,1212.36785185185,1640.57375925926,2172.12936708333,2219.37763851852
200,1640.57375925926,1412.71361111111,2219.37763851852,7957.14876175926
201,1412.71361111111,1210.70014814815,7957.14876175926,7976.36815902778
202,1210.70014814815,1208.33209259259,7976.36815902778,8124.83068412037
203,1208.33209259259,1208.90348148148,8124.83068412037,8245.36947777778
204,1208.90348148148,1207.08783333333,8245.36947777778,8327.66765796296
205,1207.08783333333,1204.72907407407,8327.66765796296,3095.66490449074
206,1204.72907407407,1629.93577277778,3095.66490449074,2809.27608796296
207,1629.93577277778,1501.41107407408,2809.27608796296,8447.8058325
208,1501.41107407408,1202.62374074074,8447.8058325,8339.10733875
209,1202.62374074074,1200.56062962963,8339.10733875,8298.47132833333
210,1200.56062962963,1200.35757407408,8298.47132833333,8797.5503775
211,1200.35757407408,1200.48188888889,8797.5503775,8692.51634046296
212,1200.48188888889,1200.61118351852,8692.51634046296,3656.38316037037
213,1200.61118351852,1607.17452481482,3656.38316037037,3593.41173277778
214,1607.17452481482,1614.28693222222,3593.41173277778,8873.77828736111
215,1614.28693222222,1200.76302481482,8873.77828736111,8539.94590356482
216,1200.76302481482,1200.66610592593,8539.94590356482,9042.58485601852
217,1200.66610592593,1200.55650185185,9042.58485601852,8887.80207930555
218,1200.55650185185,1200.57525759259,8887.80207930555,8687.2113774537
219,1200.57525759259,1200.5027962963,8687.2113774537,3479.98001402778
220,1200.5027962963,1568.3109362963,3479.98001402778,3591.8949662963
221,1568.3109362963,1533.07673907407,3591.8949662963,8942.53086375
222,1533.07673907407,1200.27361111111,8942.53086375,8645.11481865741
223,1200.27361111111,1200.23759259259,8645.11481865741,8751.25347268519
224,1200.23759259259,1200.13572222222,8751.25347268519,8674.63548638889
225,1200.13572222222,1200.10855555556,8674.63548638889,8863.63313199074
226,1200.10855555556,1200.05488888889,8863.63313199074,3192.43867842593
227,1200.05488888889,1501.86970888889,3192.43867842593,3328.51673680555
228,1501.86970888889,1470.13576333334,3328.51673680555,8781.5227837037
229,1470.13576333334,1200.518,8781.5227837037,8723.58275592593
230,1200.518,1200.8387962963,8723.58275592593,8734.81631592593
231,1200.8387962963,1201.10872222222,8734.81631592593,8586.70198361111
232,1201.10872222222,1201.35953703704,8586.70198361111,8648.9163975
233,1201.35953703704,1201.05481481481,8648.9163975,3302.91315425926
234,1201.05481481481,1421.22010277778,3302.91315425926,3191.23043796296
235,1421.22010277778,1403.29097814815,3191.23043796296,8492.88475398148
236,1403.29097814815,1200.91518518518,8492.88475398148,8612.52333375
237,1200.91518518518,1200.61316666667,8612.52333375,8748.4824375
238,1200.61316666667,1200.59725925926,8748.4824375,8627.24634842593
239,1200.59725925926,1200.45942592593,8627.24634842593,8724.73544152778
240,1200.45942592593,1200.35609259259,8724.73544152778,3347.80827222222
241,1200.35609259259,1332.45980203704,3347.80827222222,3251.89895810185
242,1332.45980203704,1328.40877555555,3251.89895810185,8105.67485319444
243,1328.40877555555,1200.06587037037,8105.67485319444,8885.5480125
244,1200.06587037037,1200.00246296296,8885.5480125,10800
245,1200.00246296296,1200.03246296296,10800,10800
246,1200.03246296296,1200.0292962963,10800,10800
247,1200.0292962963,1200.04307407407,10800,7405.71672712963
248,1200.04307407407,1279.31303703704,7405.71672712963,7355.01930324074
249,1279.31303703704,1269.51125925926,7355.01930324074,10800
250,1269.51125925926,1200.04977777778,10800,10800
251,1200.04977777778,1200.04898148148,10800,9525.7740825
252,1200.04898148148,1200.0427962963,9525.7740825,10800
253,1200.0427962963,1200.03261111111,10800,9563.59587
254,1200.03261111111,1200.0312962963,9563.59587,6780.59733444445
255,1200.0312962963,1235.40962962963,6780.59733444445,6615.30078888889
256,1235.40962962963,1230.50105555555,6615.30078888889,10800
257,1230.50105555555,1200.01416666667,10800,9550.6103475
258,1200.01416666667,1200.00407407407,9550.6103475,10166.3146955556
259,1200.00407407407,1200.0007962963,10166.3146955556,9175.9857375
260,1200.0007962963,1200.02153703704,9175.9857375,10127.4735623148
261,1200.02153703704,1200.05674074074,10127.4735623148,4811.03948525149
262,1200.05674074074,1204.79903703704,4811.03948525149,5700.10901319444
263,1204.79903703704,1202.30801851852,5700.10901319444,10201.5700860185
264,1202.30801851852,1200.097,10201.5700860185,9240.26591393519
265,1200.097,1200.08855555556,9240.26591393519,8810.49613347222
266,1200.08855555556,1200.06333333333,8810.49613347222,8835.26791814815
267,1200.06333333333,1200.06494444444,8835.26791814815,9316.16017972222
268,1200.06494444444,1200.04796296296,9316.16017972222,4360.29723694445
269,1200.04796296296,1200.61694444445,4360.29723694445,5039.05628564815
270,1200.61694444445,1200.47775925926,5039.05628564815,8960.37469425926
271,1200.47775925926,1200.02798148148,8960.37469425926,8915.8776775463
272,1200.02798148148,1200.02196296296,8915.8776775463,8619.84074606481
273,1200.02196296296,1200.01081481481,8619.84074606481,8576.86072537037
274,1200.01081481481,1200.07000407408,8576.86072537037,10297.2740278241
275,1200.07000407408,1200.20133296296,10297.2740278241,6319.57672722222
276,1200.20133296296,1200.4527037037,6319.57672722222,6610.38510847223
277,1200.4527037037,1200.73312962963,6610.38510847223,10414.6982735648
278,1200.73312962963,1200.76724685185,10414.6982735648,10159.3512198148
279,1200.76724685185,1200.07344444445,10159.3512198148,9985.92563791667
280,1200.07344444445,1200.80240592593,9985.92563791667,10334.4753628241
281,1200.80240592593,1200.74769666667,10334.4753628241,9845.78362435185
282,1200.74769666667,1200.72380907407,9845.78362435185,5513.84350611111
283,1200.72380907407,1200.66116666666,5513.84350611111,5762.88761328703
284,1200.66116666666,1200.59983333333,5762.88761328703,9670.90672912037
285,1200.59983333333,1200.03372222222,9670.90672912037,9533.90081824074
286,1200.03372222222,1200.02642592593,9533.90081824074,9622.80755199074
287,1200.02642592593,1200.02012962963,9622.80755199074,9438.00743208333
288,1200.02012962963,1200.16500481481,9438.00743208333,8868.44611875
289,1200.16500481481,1200.0077037037,8868.44611875,5448.22062148148
290,1200.0077037037,1200.06324074074,5448.22062148148,5418.23145412038
291,1200.06324074074,1200.00937037037,5418.23145412038,9242.6854112037
292,1200.00937037037,1200.00325925926,9242.6854112037,8850.85488203704
293,1200.00325925926,1200.00498148148,8850.85488203704,8803.29680407407
294,1200.00498148148,1200.08060148148,8803.29680407407,8816.58556125
295,1200.08060148148,1200.10656074074,8816.58556125,8612.72449865741
296,1200.10656074074,1200.00712962963,8612.72449865741,5493.82794893518
297,1200.00712962963,1200.09414814815,5493.82794893518,5460.91164893519
298,1200.09414814815,1200.08359259259,5460.91164893519,8632.05433125
299,1200.08359259259,1200.0667562963,8632.05433125,8750.33029611111
300,1200.0667562963,1200.00455555556,8750.33029611111,8689.53715875
301,1200.00455555556,1200.04692907408,8689.53715875,8722.22586375
302,1200.04692907408,1200.00411111111,8722.22586375,8515.96520333334
303,1200.00411111111,1200.02978592593,8515.96520333334,5383.46373476852
304,1200.02978592593,1200.02677777778,5383.46373476852,5657.37469138889
305,1200.02677777778,1200.02133333334,5657.37469138889,8485.45517152778
306,1200.02133333334,1200.00092592593,8485.45517152778,8570.04091115741
307,1200.00092592593,1200.00642851852,8570.04091115741,8474.18861726852
308,1200.00642851852,1200.00057407408,8474.18861726852,8555.33836421296
309,1200.00057407408,1200.0097662963,8555.33836421296,8490.79639606482
310,1200.0097662963,1200.02391944444,8490.79639606482,5761.72902430555
311,1200.02391944444,1200.045,5761.72902430555,5947.42103712963
312,1200.045,1200.05205555556,5947.42103712963,8559.51682689815
313,1200.05205555556,1200.0057962963,8559.51682689815,8572.09525134259
314,1200.0057962963,1200.00490740741,8572.09525134259,8497.64199787037
315,1200.00490740741,1200.00496296296,8497.64199787037,8511.26029481481
316,1200.00496296296,1200.00411111111,8511.26029481481,8624.18372458333
317,1200.00411111111,1200.00433333333,8624.18372458333,6444.51628657407
318,1200.00433333333,1200.04868518519,6444.51628657407,6294.5233975
319,1200.04868518519,1200.0497962963,6294.5233975,8566.61473125
320,1200.0497962963,1200.00311111111,8566.61473125,8514.78246625
321,1200.00311111111,1200.03159907407,8514.78246625,8589.93327629629
322,1200.03159907407,1200.02640314815,8589.93327629629,8442.89241791667
323,1200.02640314815,1200.02447,8442.89241791667,8471.30275342593
324,1200.02447,1200.0220762963,8471.30275342593,6831.47596976852
325,1200.0220762963,1200.02025925926,6831.47596976852,6577.25338856482
326,1200.02025925926,1200.01657407407,6577.25338856482,8506.073025
327,1200.01657407407,1200.01104740741,8506.073025,8553.05925467593
328,1200.01104740741,1200.00072222222,8553.05925467593,8396.14943115741
329,1200.00072222222,1200.00644351852,8396.14943115741,8422.70614523148
330,1200.00644351852,1200.00386981482,8422.70614523148,8550.81466106481
331,1200.00386981482,1200.0036712963,8550.81466106481,7291.04257032408
332,1200.0036712963,1200.00046296296,7291.04257032408,7170.84922462963
333,1200.00046296296,1200.00118518519,7170.84922462963,8358.3891125463
334,1200.00118518519,1200,8358.3891125463,8435.25362240741
335,1200,1200,8435.25362240741,8394.94411518519
336,1200,1200.00025925926,8394.94411518519,8371.18929416667
337,1200.00025925926,1200.00271222222,8371.18929416667,8306.77558310185
338,1200.00271222222,1200.0002962963,8306.77558310185,7401.35700393518
339,1200.0002962963,1200.00559259259,7401.35700393518,7235.37915513889
340,1200.00559259259,1200.00507407408,7235.37915513889,8328.596145
341,1200.00507407408,1200.00038888889,8328.596145,8299.12278013889
342,1200.00038888889,1200.00042592593,8299.12278013889,8495.36796523148
343,1200.00042592593,1200.00044444444,8495.36796523148,8511.63700893518
344,1200.00044444444,1200.00499740741,8511.63700893518,8346.25328314815
345,1200.00499740741,1200.0005,8346.25328314815,7740.76975574074
346,1200.0005,1200.00681481482,7740.76975574074,7804.67630430556
347,1200.00681481482,1200.00694444444,7804.67630430556,8469.99192018518
348,1200.00694444444,1200.00040740741,8469.99192018518,8463.23591097222
349,1200.00040740741,1200.00042592592,8463.23591097222,8511.33810800926
350,1200.00042592592,1200.00042592593,8511.33810800926,8438.23495476852
351,1200.00042592593,1200.00539444445,8438.23495476852,8440.71450175926
352,1200.00539444445,1200.00504240741,8440.71450175926,8467.70685995371
353,1200.00504240741,1200.00633333333,8467.70685995371,8357.34187125
354,1200.00633333333,1200.00637037037,8357.34187125,8397.63292023148
355,1200.00637037037,1200.00042592592,8397.63292023148,8521.83561666667
356,1200.00042592592,1200.00040740741,8521.83561666667,8512.68342865741
357,1200.00040740741,1200.00040740741,8512.68342865741,8593.57173032407
358,1200.00040740741,1200.00042592593,8593.57173032407,8512.74748768519
359,1200.00042592593,1200.00046296296,8512.74748768519,8491.42025972222
360,1200.00046296296,1200.0067962963,8491.42025972222,8516.13925347222
361,1200.0067962963,1200.00637037037,8516.13925347222,8640.17544171296
362,1200.00637037037,1200.00565296296,8640.17544171296,8585.85648375
363,1200.00565296296,1200.00040740741,8585.85648375,8503.776465
364,1200.00040740741,1200.00044444445,8503.776465,8608.38119666666
365,1200.00044444445,1200.0005,8608.38119666666,1307.09601194444
