date,buy_kwh,up_kwh,dn_kwh,em_kwh
2025-03-07,30502.1919340666,26.7004806666846,1932.5259523508,26.1120433333354
2025-03-08,35896.2693530725,3874.66256029168,747.99576093748,470.221897135416
2025-03-09,68505.5929696352,27233.4884542831,34221.6138084234,108.006196055035
2025-03-10,71614.093195593,21597.3079788297,7997.74862987911,690.601074329159
2025-03-11,68010.392669887,40469.8758505384,20.7150000000001,815.497777727779
2025-03-12,66169.0312426225,302.474440958306,25590.2712343405,891.046619959028
2025-03-13,65885.672573286,4856.13491753046,28110.4334515135,250.972048161108
2025-03-14,28946.6863698398,467.122283752081,0,469.838791666667
2025-03-15,35893.5287829889,364.177421322919,1859.16938166666,554.209985329861
2025-03-16,68299.308066693,12753.9654489679,5902.35841447193,877.608452774546
2025-03-17,60977.4912779793,8940.88037034087,31676.2973910031,1282.39051395972
2025-03-18,64905.8702100299,1287.45513483333,32366.6023336608,0
2025-03-19,65561.9549008716,26559.0672204212,238.099599999992,619.798061770832
2025-03-20,59272.3290868663,18745.5157486059,25850.7806561363,1042.42203873611
2025-03-21,27525.7639444281,10475.780471393,3974.54994562501,953.414556100823
2025-03-22,36263.7505584853,4288.95567218917,1773.67790952673,429.973526538194
2025-03-23,62752.5780509179,0,19019.8137072312,226.661253385415
2025-03-24,63237.9805178803,11935.8746252707,28051.3963575201,988.118362986113
2025-03-25,62737.4715621437,2096.31222946035,36324.6551799534,1836.30170289583
2025-03-26,59352.8626275037,3304.41711948335,22628.3935148482,1287.57742357639
2025-03-27,57381.9703994119,16753.0207923354,20923.1970200936,685.142962742368
2025-03-28,30239.7957091545,749.398458874997,589.178811999978,0
2025-03-29,33925.3824473222,5013.18152247395,2177.19267942108,693.8254546875
2025-03-30,57249.8218313769,0,45910.582996412,1582.74578652951
2025-03-31,60444.9473927176,26598.060397391,5381.41235553442,741.957245729167
2025-04-01,63868.4414397045,7036.00146825652,18976.9710147924,74.9653706590287
2025-04-02,65408.2947945648,23623.2970803712,1350.06409683617,104.843851711803
2025-04-03,55906.7045575286,0,48767.2414365468,470.293021058951
2025-04-04,27833.6677204575,200.777582827085,877.25135045986,408.263784791666
2025-04-05,30978.6325631213,400.658449379169,2074.08804730964,477.084714930556
2025-04-06,61557.1869235953,4343.24604989688,42528.2459150584,146.950958948782
2025-04-07,56293.1056625394,19439.0906857535,0,921.964735740623
2025-04-08,59655.9431188884,1269.95765608335,43844.5450508813,372.642459936776
2025-04-09,63855.7662272181,26466.8534611929,811.350649999998,0
2025-04-10,55861.1775016733,15374.3961182443,3670.36658288845,0
2025-04-11,26501.9163270013,6747.32547594945,0,323.993741041667
2025-04-12,31531.0667083895,722.440623578047,356.053125000002,185.638382638889
2025-04-13,58967.108289822,1889.40300591663,4032.8652362796,0
2025-04-14,56352.0530857303,3600.25584920525,17628.5173218154,118.287964543404
2025-04-15,54442.2018510011,4478.96567809243,16664.4075841049,0
2025-04-16,60934.4838341396,31524.8792897685,3736.3850145679,0
2025-04-17,53620.9781813404,35860.365658605,116.979466666681,514.862974875
2025-04-18,26493.014337578,7664.42564711429,291.580000000001,11.8228868055556
2025-04-19,29714.7740813403,196.181689166663,3697.62115412501,0
2025-04-20,58747.5987855456,18478.6733284411,-3.63797880709171e-12,0
2025-04-21,53705.6052146387,0,21207.463769526,0
2025-04-22,56038.1995081034,16825.0155315097,244.653454103796,0
2025-04-23,54695.7796942918,34562.1793879198,1023.34126525,0
2025-04-24,50904.838676681,2.57882111576646,7148.98555892308,0
2025-04-25,24971.7223567089,4242.54954104167,2648.1973155,4.01870372986115
2025-04-26,28533.2663546328,2355.86383950393,276.00265,225.965743072917
2025-04-27,54875.3375622823,4814.57152867781,9370.95253579925,0
2025-04-28,61344.8199387775,2824.2025328112,38873.992796147,0
2025-04-29,51013.7843010789,9216.03902177738,1520.77063640524,0
2025-04-30,52471.5681705755,2966.14663927956,13316.7034952469,0
2025-05-01,48509.4462203052,8135.06625788302,5765.82788096786,2166.15033420798
2025-05-02,28217.8655195383,3915.98291474167,641.036555833333,1477.45347597282
2025-05-03,30536.7181520114,2975.33951979164,232.321931095637,1624.12401707844
2025-05-04,55830.8891357183,725.906996859393,20565.2056162716,1261.84055378993
2025-05-05,57449.2308553462,4284.77357831916,30318.268681448,1032.62875082187
2025-05-06,58473.2295507173,32836.2651157653,0,0
2025-05-07,57950.7387229349,3384.98245019905,9059.91081843723,1167.10315002778
2025-05-08,58900.289765747,7391.72237433958,19087.375072842,35.99925
2025-05-09,29042.108576169,1895.35586638126,0,0
2025-05-10,30264.6208121092,87.1007250000008,8487.87279103345,562.40805173611
2025-05-11,61697.9462242303,8990.25866827604,10968.3154575913,97.9593080989609
2025-05-12,55747.2054945424,2673.54698003585,3775.22084470309,0
2025-05-13,58048.4585346059,1466.62471197882,27058.0110329222,0
2025-05-14,57471.1279402748,0,34280.7354164712,201.313013598961
2025-05-15,56136.6232369191,10333.6753380528,100.104545518542,0
2025-05-16,26291.3205716764,2380.81348321458,3580.46158732816,0
2025-05-17,28189.7454405178,386.472375000002,2422.73604563024,0
2025-05-18,60938.5356799674,1607.80957775,52186.0239099954,0
2025-05-19,56527.6947745532,927.702817314751,4959.62978772648,40.9628756597222
2025-05-20,57725.7473584762,1284.09234284972,13021.4139177002,0
2025-05-21,56174.8658101093,14214.4064250445,3137.62023,0
2025-05-22,53562.3763827067,1268.67311043722,4178.56259422901,0
2025-05-23,26801.7355775162,964.480020462496,1228.42570915433,0
2025-05-24,30057.4764076296,5799.53073376042,1024.00169187242,103.132071354167
2025-05-25,57138.9209007496,727.647575,30355.0919880417,0
2025-05-26,58901.2726425378,30100.5084765153,1737.83186620832,0
2025-05-27,56886.8115781765,14884.4417224726,3790.89767500002,0
2025-05-28,59481.732567324,3544.06314323,27691.0454866084,0
2025-05-29,58019.3028284469,7909.81913161031,14440.5328388842,0
2025-05-30,27255.8425177109,1162.66966090833,2352.01098083334,0
2025-05-31,34044.8072910807,0,12336.8003202909,0
2025-06-01,70474.8242845875,13065.0114944035,59865.754231108,378.539342878054
2025-06-02,71299.7171542632,23195.2503345428,72936.448904064,100.818008229488
2025-06-03,74121.361039619,31159.2505460679,41100.9153679421,39.0080357638887
2025-06-04,73571.9602372893,12134.4213563249,92196.7918946169,30.0674845486111
2025-06-05,71079.6547222796,20034.2925809442,8408.57050341609,0
2025-06-06,35827.969866238,4942.29627977285,5202.680309,207.060560972221
2025-06-07,47112.4906611236,4468.10025277084,5012.00050729167,241.544501823786
2025-06-08,71682.7976472841,11270.9027791713,40298.7613733254,0
2025-06-09,76484.1289181178,7486.55110979167,35078.74261796,0
2025-06-10,76519.1811556898,17776.3852679947,14570.4213806667,0
2025-06-11,83270.6586350927,28979.1221201316,5754.31465637654,0
2025-06-12,72146.2113647007,12108.870924307,1903.35169166666,0
2025-06-13,38199.0287926322,4481.77569164447,0,0
2025-06-14,40409.2463693971,0,13802.435668651,0
2025-06-15,78645.1283092236,12882.4276571093,1770.74298364197,0
2025-06-16,78537.9851509114,19802.4852303667,16281.6713180221,0
2025-06-17,79859.045987765,6135.0182602892,9990.14053277065,0
2025-06-18,80074.0203546758,13548.3782095119,15144.2313726549,0
2025-06-19,71711.2538784263,28716.9978639852,23589.8317165781,0
2025-06-20,36935.0723530671,744.370649666658,6598.80647783728,0
2025-06-21,42434.0852760192,0,4910.28342129632,0
2025-06-22,77469.5339611003,4740.45428437828,5815.34505693851,0
2025-06-23,75831.2775006047,865.17181215545,18013.6432947506,0
2025-06-24,87225.19495044,10202.5870669222,1328.61314033334,0
2025-06-25,80434.8455593131,9561.84064804141,8392.445645644,0
2025-06-26,71427.025094575,6347.93221556332,3209.96518093776,0
2025-06-27,43059.9295033191,0,6303.58356023149,0
2025-06-28,39614.100298472,582.471562275059,1746.98392158334,0
2025-06-29,78332.295162826,40588.1195033689,6821.3774462963,0
2025-06-30,82222.0502383832,6817.80662974908,21802.4423329019,0
2025-07-01,78808.6246653912,44653.6306374327,6278.70800833333,740.89898292257
2025-07-02,79490.9105676416,43130.1481214361,266.396142693423,1419.82654483805
2025-07-03,78704.0407985357,28707.2345018765,1722.38749166667,22.1602959722224
2025-07-04,40250.2614613245,6602.37835771832,165.132329115222,1133.99496638715
2025-07-05,48491.908530056,0,6173.08331794269,0
2025-07-06,87063.43618483,18672.1619789931,2489.46012440105,105.717417447917
2025-07-07,82409.5155981618,1575.0168247814,26106.7085038205,0
2025-07-08,86172.9115599487,1454.52411666667,41350.0534381244,130.211086180555
2025-07-09,84719.8615113637,1331.9168,28280.0541695895,0
2025-07-10,76951.1996217682,1299.01658762499,8334.25305464725,0
2025-07-11,46199.5996637639,0,24587.8582887183,159.471558389916
2025-07-12,52949.9593119741,0,1487.29317976747,0
2025-07-13,79214.5240953395,459.471749999999,80772.1598879338,0
2025-07-14,82541.9559067466,1205.01068333334,9765.70167130258,0
2025-07-15,85868.4238129111,381.060000000001,39121.2012987017,0
2025-07-16,83040.2395044414,0,49550.6386559286,0
2025-07-17,80795.3338048507,935.378374999998,21951.3263048943,0
2025-07-18,50844.3755648638,222.933393958333,23194.6688827762,0
2025-07-19,54238.4209994229,538.140784895834,17250.5596720463,0
2025-07-20,83291.8588924547,278.384113541671,81057.5983303926,0
2025-07-21,89293.299308546,2307.41490020834,40541.0387061122,0
2025-07-22,92963.427004246,308.41865,32528.4537745321,0
2025-07-23,87636.077700097,127.610549999999,88913.0026049201,0
2025-07-24,84913.3116642499,512.126432541655,84044.4652399126,0
2025-07-25,46200.3156946702,105.283921666667,14082.4984321572,0
2025-07-26,52449.9136132856,5371.47077387266,316.789030864196,0
2025-07-27,87755.7706379209,12524.6513504844,17765.0789672647,0
2025-07-28,89573.4511121491,644.604875333335,55743.5241149332,0
2025-07-29,94089.410287505,24502.4045343053,16534.1814336667,0
2025-07-30,92276.0449034806,13019.9725277194,21688.7064380483,0
2025-07-31,82699.1934648991,46679.8550441504,25676.8693086317,0
2025-08-01,45173.0536509626,0,9963.82490238862,0
2025-08-02,56036.0218448472,9225.99942341667,7906.09635321653,0
2025-08-03,71149.9349196148,5757.88925234059,8006.92688480818,0
2025-08-04,83626.3924181657,17496.9129754166,33675.015307891,0
2025-08-05,80536.2786521206,118.811975,37864.1525928694,0
2025-08-06,77388.2926272293,8048.24548325001,24879.4897471243,0
2025-08-07,68003.3192051196,870.467975,45555.6317904532,0
2025-08-08,42792.0102485733,1418.85297220098,1431.81942481828,0
2025-08-09,46202.8369174315,0,4145.961725,0
2025-08-10,73346.9244765404,2792.27332191665,23723.732949088,0
2025-08-11,79815.9289601117,33067.2559832973,21367.4985989974,0
2025-08-12,72190.1523094418,16829.3937207905,11087.792868347,0
2025-08-13,73361.2756496939,14107.8340314552,3772.753896875,30.6693596875004
2025-08-14,70100.021082903,16145.2941014095,1904.66493580041,9.0486548958332
2025-08-15,40344.1333739191,1243.56887032562,6325.55536940895,0
2025-08-16,43932.3758755471,889.643116666684,9280.06238316898,0
2025-08-17,71975.8302502488,1168.971575,22683.6567954621,12.0850384548608
2025-08-18,72656.5921571213,562.750840946935,14365.5776038645,0
2025-08-19,67875.8436856101,17240.8695861049,1236.90863208332,304.087653768404
2025-08-20,75834.0045101164,428.351375,25118.4519967429,189.420664130901
2025-08-21,66293.8709150848,951.482895458327,34995.9747224399,50.8432360069429
2025-08-22,38629.9267456697,10034.1512046136,4178.71272287793,841.372005503122
2025-08-23,43855.7470008591,4714.66454207812,64.2325239583342,174.095564800346
2025-08-24,68613.2506028311,867.874824999999,3866.11025945694,96.0547517968773
2025-08-25,77474.6873830436,5059.46623535496,99808.1832824604,407.009394683329
2025-08-26,69700.5363535628,9561.69009530274,0,175.922509811402
2025-08-27,72918.3304247484,28402.7778598251,1440.57998994593,336.475299846606
2025-08-28,71404.1689083182,41926.5826431425,66.5578499999992,371.623295817014
2025-08-29,40564.790384873,1391.76490899997,1922.57735608331,227.136892860764
2025-08-30,42872.5999106365,9665.70844204278,2157.8491092459,533.151826759546
2025-08-31,71713.2751679089,13693.9072070603,986.471883333336,99.1549925651118
2025-09-01,69752.0279784672,1004.47660111569,58388.8187502809,0
2025-09-02,58405.6857772088,10917.5756700717,2437.22425870215,0
2025-09-03,67910.7393714963,73.9241249999995,17791.1980039012,0
2025-09-04,57070.1304436695,674.999749999999,10604.9466571112,0
2025-09-05,31261.8768239703,824.191886333324,3415.12396862501,0
2025-09-06,36782.3078230369,0,5399.05711891742,0
2025-09-07,63045.2216940143,25725.4719490133,3761.50006502058,0
2025-09-08,64924.4374812002,13302.3945329799,10730.4869450103,0
2025-09-09,59141.4444874706,6472.43289375511,626.433289264362,0
2025-09-10,68165.2489627637,18038.0006012054,25880.3677837887,378.31859
2025-09-11,57628.7041845418,1715.59098541667,57236.3421680052,0
2025-09-12,31003.9099370648,780.983499999977,992.242829833315,0
2025-09-13,38091.7083164713,4001.81605262272,857.470020289355,0
2025-09-14,61278.2532396239,2356.3310375,12201.6055179078,0
2025-09-15,57230.2543382079,6370.82459448378,2113.21052880355,2540.98717360729
2025-09-16,57552.20004258,1786.47452982919,48186.9952591358,2402.87528541667
2025-09-17,66156.4499772243,46332.5250956346,0,615.871762363195
2025-09-18,58782.8617663513,21955.5979236299,0,596.605103711109
2025-09-19,31688.7846829424,14424.1911268809,73.4549814709329,316.054407092361
2025-09-20,35384.0626582793,5938.86195841146,16269.5680834792,2539.01826805556
2025-09-21,58742.4179664328,8096.5386981201,16490.5912012046,1011.97501291008
2025-09-22,60450.3354701698,14763.0568122067,56656.0845832516,3512.05357556185
2025-09-23,66030.2204181881,22985.1144496222,17924.6348497629,1887.41320060751
2025-09-24,61155.8912364364,39156.9300489812,3353.90670787346,2721.99354756027
2025-09-25,57474.0418435695,28055.7977231162,8901.16825522728,2673.37859033993
2025-09-26,30271.8142350873,26774.9450437028,279.536350000001,2474.68255077812
2025-09-27,34533.4410260152,32460.6741857983,74.65985,3490.16903411222
2025-09-28,64573.5750385295,22518.5953446412,17137.6771438987,1584.03892342155
2025-09-29,62919.8463280941,20064.1716156516,37336.1757446688,3789.59430920069
2025-09-30,67801.0310767781,44828.134063824,539.708741666665,2954.48226447222
2025-10-01,55507.8625714677,4281.71957015621,23275.9592710417,766.790354795837
2025-10-02,53059.6315401807,0,55633.5426830379,389.454587781939
2025-10-03,27709.9893707374,7552.27596538125,5758.97802208335,1193.62520077778
2025-10-04,32164.4186951993,3103.35476652494,4411.48695602494,1661.46756325347
2025-10-05,59086.7856196469,17786.2867390469,31823.4283199514,868.813859796876
2025-10-06,61565.8490956561,16328.2092709043,4852.38346595991,1906.75569850988
2025-10-07,61021.2594262012,19912.9179344343,1104.70734887604,1201.14145580679
2025-10-08,56578.5245004817,10216.4858163408,6058.09833608334,1768.02925715034
2025-10-09,55850.450968624,10249.8426395058,8191.97131385805,1107.05611068514
2025-10-10,28856.9971218611,4792.36519366666,2685.53145541667,1659.54514200243
2025-10-11,33379.1539380165,1222.74528425002,179.476950000001,2408.64665522916
2025-10-12,61482.7777261522,22865.9510466616,9364.79116666667,1289.24524856254
2025-10-13,60180.4349267347,10441.5492645978,51091.4813589656,1089.17651587014
2025-10-14,63865.2638049863,9411.5431821642,45092.6066653579,1288.53243411702
2025-10-15,63571.4474595494,13318.6288455447,23149.2371759951,1681.08651526667
2025-10-16,63585.2977418611,23248.9663817041,30427.2274677721,787.955567125
2025-10-17,29188.3342260645,16819.2707619228,0,1515.92737759097
2025-10-18,34566.6527818364,13589.258696625,15.9581500000004,909.462205493923
2025-10-19,66007.5965795203,11582.4791342207,25023.1209584747,2317.80645440204
2025-10-20,68390.98513572,2580.37673658333,48806.4091972043,1303.17766072531
2025-10-21,70528.1605953552,13543.1064971125,39513.2015041069,922.681162004863
2025-10-22,67701.4471900317,19366.3606215777,1063.96228333333,2040.78200541667
2025-10-23,62462.3051878344,10367.7845757301,86885.3339925127,2025.30395520648
2025-10-24,31361.4754641843,15005.31099125,268.29998,1145.43434618055
2025-10-25,36438.1913278577,19.1920760416624,69.1630999999998,2131.75046875
2025-10-26,67015.986307528,18055.5883668302,30627.8026466718,1967.48484011111
2025-10-27,69284.533707662,24790.9273314058,0,929.826808236432
2025-10-28,69229.2095293622,23759.8069683209,452.314771751579,828.884477440277
2025-10-29,72829.2173151032,7583.37309254665,13452.7008166383,1725.38883962591
2025-10-30,64051.8641180338,28209.2972520087,0,1363.6548178738
2025-10-31,33321.9415772565,10095.2912591667,0,855.154015416666
2025-11-01,36085.8060408289,12432.8431685,3774.48425183333,655.67754375
2025-11-02,73867.0270271255,31102.0863800913,2678.0590363169,1182.38869996354
2025-11-03,72363.0509939669,53.759606749999,61547.2590746131,1281.92483145834
2025-11-04,70724.8398341654,17916.7500323611,9352.32291594135,1523.52916625
2025-11-05,74817.4519985597,4307.64033242917,34164.8650393442,264.787236332639
2025-11-06,71645.5633630749,12904.3220740688,8417.8521384388,599.008086273147
2025-11-07,35400.4607917798,4694.27177639197,286.472238641981,532.395039233681
2025-11-08,37293.2234193366,2236.08564166666,461.28064876543,662.593609169237
2025-11-09,76326.731672903,6664.79548991669,49293.6023294359,618.44883208594
2025-11-10,77791.2961568678,11611.5611783093,20944.2620615306,412.429401447013
2025-11-11,76102.2426033175,3754.40286307932,24320.4306865749,368.648975365625
2025-11-12,76562.376232814,2553.81456315417,37765.0554763282,286.794679136597
2025-11-13,74965.719657955,18143.8248377101,389.611008333336,133.350611320206
2025-11-14,34379.4665060345,4605.6494829131,2189.37451205921,84.8291242595161
2025-11-15,37982.5375761614,2144.19530497394,5190.68548854807,227.067838576389
2025-11-16,80172.2203166797,17399.9193114676,16769.1514279158,31.8208628906265
2025-11-17,78356.0864663389,24619.8385868998,562.443933881461,41.8973610479175
2025-11-18,79244.4609663256,16993.7556892019,5135.50020770833,31.4652102652775
2025-11-19,79976.0716572404,28334.2080444759,7742.79587680958,76.9310869847217
2025-11-20,79431.0261290768,24567.4586680256,395.184454629626,82.7194521256966
2025-11-21,36972.3275154262,2796.48628811295,852.872920112522,0
2025-11-22,37775.4823404487,1390.29979355921,3603.08372898663,94.2661899305554
2025-11-23,81111.0299069756,18147.0489138511,9656.372453787,212.704040245628
2025-11-24,78977.8502899004,3267.71460444442,5261.78278036744,124.164150302312
2025-11-25,80939.6733889863,821.917905300017,57438.0922486784,0
2025-11-26,82193.7325532402,18400.8413494729,32844.5110699744,0
2025-11-27,80509.819291539,3140.35103839169,12779.4076436189,0
2025-11-28,36481.4117565106,2000.65005472707,169.668699999975,87.4702499999963
2025-11-29,39295.9861888361,2429.62174599608,45569.8147546155,0
2025-11-30,84968.7179998634,6779.90982558197,12803.5277358282,0
2025-12-01,87764.5472044351,7200.85892765704,18475.782395976,3240.7422137618
2025-12-02,91006.4643697688,12482.9738653311,11603.4746848754,2321.42342240868
2025-12-03,90659.3810853276,43431.1301639515,572.395275000003,1306.80650549167
2025-12-04,89364.9648358868,25946.6137958631,37212.9853335036,2417.8442656625
2025-12-05,44817.8737169174,23601.6263116504,4205.07672806018,560.150861736109
2025-12-06,47044.2253632374,3574.29311480727,45653.1728021562,188.382278064236
2025-12-07,90524.0958833731,12054.4193185514,20032.3920600823,1717.98610249983
2025-12-08,95914.5755785282,48.2140653749866,55486.7316224361,0
2025-12-09,94266.7138032103,1577.11382168622,60047.827776805,263.650656777083
2025-12-10,93490.5493634995,26686.8048949415,8590.2602951316,0
2025-12-11,91610.6709403523,9437.89943040206,28730.6674427572,0
2025-12-12,49966.5961555848,0,41284.1426343586,0
2025-12-13,47918.0021804708,5394.51367478763,11007.6170212813,0
2025-12-14,94809.3125903839,23574.3695400187,175.692925,0
2025-12-15,95380.0399455691,31880.6286681866,9260.60362623514,0
2025-12-16,95027.8804489083,2497.90121874998,12978.0427353303,0
2025-12-17,96153.225997523,0,29073.4867119363,0
2025-12-18,97278.0576160067,0,35624.3096346431,0
2025-12-19,48462.1766851393,8837.39959597513,12417.9389734489,48.5390872812484
2025-12-20,48580.6350350246,279.486399999998,37640.5634578403,0
2025-12-21,96520.3347599049,11716.1929422497,9075.3382776089,0
2025-12-22,97361.7901256384,6635.55566823867,10836.6968719019,0
2025-12-23,97967.4544823396,1093.3806485291,30630.9998116272,0
2025-12-24,95993.5351782482,0,24733.0020792658,0
2025-12-25,97899.9044050704,7389.57306048161,21048.7693263888,0
2025-12-26,50973.6220994586,416.750557490731,52455.3163691367,0
2025-12-27,49310.5187947753,8460.21243918495,22017.0636346036,0
2025-12-28,96462.7027404069,458.690115625003,34544.1748819539,0
2025-12-29,98556.3055749967,0,29042.9509166904,0
2025-12-30,97530.0555902983,15.6115583333331,31351.7909902881,0
2025-12-31,90325.0906111805,1233.36786759776,19297.7139206231,151.702027435069
