date,E_end,E_day_min,E_day_max
2025-08-04,10494.0544365821,3797.98524747365,10800
2025-08-05,9249.30777500146,1922.12752876844,10800
2025-08-06,8927.20475262277,1902.90201656027,10800
2025-08-07,2737.454943754,1591.99519594356,10800
2025-08-08,4231.18159739424,2667.30493578042,10800
2025-08-09,8625.48331953293,2292.69016728089,10800
2025-08-10,8305.86642049456,2383.45216796118,10800
2025-08-11,6688.73396751674,1269.27472371666,10800
2025-08-12,8020.6168253642,1200,10800
2025-08-13,7664.24648305393,1303.16282340746,10800
2025-08-14,1899.83675075579,1200,10800
2025-08-15,1952.45176927376,1200,10800
2025-08-16,7341.020164573,1200,10800
2025-08-17,5574.29720215911,1200,10800
2025-08-18,5697.74604796579,1200,10800
2025-08-19,6298.47263342728,1200,10800
2025-08-20,6293.50066705236,1200,9794.80987414669
2025-08-21,1424.1273042252,1200,10800
2025-08-22,1582.10870485069,1200,10800
2025-08-23,4423.89594845696,1200,10800
2025-08-24,7477.06502765261,1200,10800
2025-08-25,5320.43435504117,1200,10182.1647712613
2025-08-26,5808.71881897961,1200,9249.29137831912
2025-08-27,5418.42973196963,1200,10800
2025-08-28,1768.93533081597,1200,10744.9200513481
2025-08-29,1795.09116963252,1200,10800
2025-08-30,4876.65897927439,1200,10800
2025-08-31,7069.81722720387,1200,10320.823416614
2025-09-01,10800,3412.9988238365,10800
2025-09-02,9969.27290152207,2622.41979849151,10800
2025-09-03,8108.7403673966,2306.36515227577,10800
2025-09-04,5864.22129204873,3043.60870559373,10800
2025-09-05,5645.14614618623,2882.2255533998,10800
2025-09-06,8265.00513253951,3540.25680599826,10800
2025-09-07,9559.41876100654,3118.12598137566,10800
2025-09-08,4620.40490180299,1200,10800
2025-09-09,10232.6609807238,2464.83837019237,10800
2025-09-10,6961.8580776357,1200,10304.2245428491
2025-09-11,3297.17869268008,2205.93810996473,10800
2025-09-12,2446.82383174771,1747.90824446701,10800
2025-09-13,7852.29542094243,2434.63311071936,10800
2025-09-14,8618.89325700017,1433.19261111111,10800
2025-09-15,5870.38405791638,1336.76663856371,10800
2025-09-16,5145.45238755867,1200,10800
2025-09-17,7889.25952452141,1200,10800
2025-09-18,2310.69102770737,1200,10800
2025-09-19,1972.2908671889,1200,10800
2025-09-20,8317.74076318597,1200,10800
2025-09-21,6524.88545559315,1200,10800
2025-09-22,5174.4688921536,1200,10800
2025-09-23,5624.39338647955,1200,9565.45882256134
2025-09-24,4309.11623962806,1200,10800
2025-09-25,1263.98590274788,1200,10800
2025-09-26,1332.61403915567,1200,10800
2025-09-27,7561.01241720631,1200,10800
2025-09-28,3848.46472986702,1200,10800
2025-09-29,5905.39331812698,1200,9908.46910693701
2025-09-30,5051.30703984242,1200,9037.80922384948
2025-10-01,6319.99816087302,2224.8311454507,10800
2025-10-02,4034.99623903023,2812.28116702491,10800
2025-10-03,3175.38827834896,1200,10800
2025-10-04,4905.83082048732,1200,10800
2025-10-05,8081.02175799365,1845.71776664463,10800
2025-10-06,7414.38831380806,1916.01089848986,10800
2025-10-07,10167.7639123565,2470.86852883515,10800
2025-10-08,9153.7623597385,1640.9049246142,10800
2025-10-09,3577.47238346112,1200,10800
2025-10-10,2978.32925340202,1200,10800
2025-10-11,6527.22231487288,1750.67162603748,10800
2025-10-12,9111.25583149421,1950.72733654117,10800
2025-10-13,8304.06888986034,1200,10800
2025-10-14,9523.1671392169,1709.20165806768,10800
2025-10-15,8735.57483868073,2233.20376648531,10800
2025-10-16,4787.90870099428,1200,10800
2025-10-17,4056.80581864741,1200,10800
2025-10-18,9198.77042465003,1788.66306113652,10800
2025-10-19,8318.30468847959,1200,10800
2025-10-20,9038.4640124262,1200,10800
2025-10-21,9142.27484428602,1794.27924974377,10800
2025-10-22,8495.19692815625,1200,10800
2025-10-23,5114.43390113751,1910.34430570619,10800
2025-10-24,3750.72180394548,1200,10800
2025-10-25,8488.11177415625,1200,10800
2025-10-26,9148.91246822386,1984.67609960728,10800
2025-10-27,8207.66057660195,1200,10800
2025-10-28,8900.36727551892,2193.68029793648,10800
2025-10-29,8419.64218425,1200,10800
2025-10-30,5418.98938647564,1200,10800
2025-10-31,4427.69553633904,1200,10800
2025-11-01,8496.23736954688,1200,10800
2025-11-02,8589.74595975328,1200,10765.2225602269
2025-11-03,9223.62767285883,1668.64422780886,10800
2025-11-04,8616.63475399923,1200,10800
2025-11-05,8649.41580179756,1479.69785290694,10800
2025-11-06,5772.72678649722,1200,10800
2025-11-07,6133.70406772826,1200,10800
2025-11-08,9012.62759548572,1673.6326409076,10800
2025-11-09,9088.47319459188,1490.95517075626,10800
2025-11-10,8944.25086858696,1364.81327657153,10800
2025-11-11,8747.5440112768,1374.08836721001,10800
2025-11-12,9297.72840161029,1593.02987406496,10800
2025-11-13,6891.03872033007,1494.29948293656,10800
2025-11-14,6439.09005355918,1865.5151001842,10800
2025-11-15,9681.19147847425,1902.801952068,10800
2025-11-16,9384.67648334513,1481.90855268415,10800
2025-11-17,9636.87086721759,1531.12294780308,10800
2025-11-18,9472.39901764793,1945.37215617918,10800
2025-11-19,9002.77258670147,1512.85351546382,10800
2025-11-20,7898.67775176868,1831.87029355103,10800
2025-11-21,7763.71466255107,1514.31343925576,10800
2025-11-22,9514.68017462464,1944.67067893714,10800
2025-11-23,9348.77300964254,1846.79284127159,10800
2025-11-24,9302.56784994494,1778.88803519494,10800
2025-11-25,9683.93879868332,2191.91912316596,10800
2025-11-26,9779.28040111618,2056.78435383493,10800
2025-11-27,7401.62214125948,1964.99217545995,10800
2025-11-28,6949.15568348892,1253.49792730531,10800
2025-11-29,8394.62181772627,1200,8854.3091012769
2025-11-30,8782.63991269716,1434.18550130769,10800
2025-12-01,8619.9780171414,1200,10027.8736614688
2025-12-02,8541.26562084375,1200,9669.71321523793
2025-12-03,9060.22816128864,1849.61451721109,10800
2025-12-04,7651.46763825543,1200,9772.51182130187
2025-12-05,8461.29543799576,1200,10800
2025-12-06,8411.19062575984,1200,9244.31387514843
2025-12-07,8677.05186538689,1264.83274312462,10800
2025-12-08,9159.85422074156,1689.50435672921,10800
2025-12-09,8603.21486669869,1200,9865.70875018828
2025-12-10,8987.31551614298,1653.82917387639,10800
2025-12-11,9062.4199439181,1687.57548584384,10800
2025-12-12,8844.99179309424,1499.94060115192,10800
2025-12-13,9041.29211653169,1524.26441178072,10800
2025-12-14,9097.27699137732,1657.1910346099,10800
2025-12-15,9008.77330107443,1361.59287817659,10800
2025-12-16,8447.38989923658,1202.07917715845,10800
2025-12-17,8463.89240045139,1200,10800
2025-12-18,9195.71477091414,1305.80620811852,10800
2025-12-19,8722.44675215111,1370.13618195165,10800
2025-12-20,8649.86096264786,1319.51891305295,10800
2025-12-21,9391.17169778361,1857.84840046952,10800
2025-12-22,9168.21548153481,1574.16048200356,10800
2025-12-23,9376.44124209082,1892.89404517077,10800
2025-12-24,9201.14786986695,1667.03921341383,10800
2025-12-25,8716.60548078125,1200,10800
2025-12-26,9207.54937517816,1789.26126938129,10800
2025-12-27,9027.32431921081,1358.48778630919,10800
2025-12-28,9337.980495307,1833.4053908695,10800
2025-12-29,9255.84515805112,1801.27567540509,10800
2025-12-30,8831.60470767378,1407.23449074419,10800
2025-12-31,1572.5364492527,1200,10800
