date,plan_kwh,adj_kwh,cost_plan,cost_adj,em_kwh,cost_em,Eend_mean
2025-02-25,85065.4349421587,73924.5049219135,45657.2812817715,2533.29628892553,4618.83366505555,24607.8089568972,6238.8021847758
2025-02-26,77585.5219863169,75996.7057237312,43004.8479873638,8275.19681649151,4686.19686355555,25005.3153856389,6047.15628405735
2025-02-27,78287.6478378601,73713.5785093621,43586.8883239874,5170.95785149907,6015.33342963889,31693.9359837555,6205.47949755636
2025-02-28,39048.5983389918,31983.0022102136,17348.6251709391,2427.36897512184,3416.06219166667,14462.683968475,4852.27895930384
2025-03-01,39883.3300489026,31196.0121056471,17274.0075088327,2312.6143353074,3039.03343888889,12980.0424901958,4614.92319333462
2025-03-02,85004.4896498971,79098.0915698052,47643.257429576,4162.84730779589,4594.04041377778,24046.7098109579,6199.13041472908
2025-03-03,88023.0698662551,77341.3053126163,46869.5224623987,4804.09358946185,5869.60070527778,30418.6504225218,6242.00990604831
2025-03-04,78723.3898831619,74896.5862977709,43511.8846738616,5656.32736414302,5031.31966594444,26496.3224034175,6217.64342405735
2025-03-05,82194.2242501714,73152.3664929012,44315.7038873292,4091.01265197866,3853.01895033333,20521.2654680778,6090.44423753986
2025-03-06,76394.0738132716,73872.5081092922,43269.7166010176,7178.94125492671,3771.05346916666,19982.4925045879,5794.25920787765
2025-03-07,37786.4187926269,30060.4664279835,16547.2716375071,2346.2765933245,2951.773475,12281.7674345653,4748.8518933059
2025-03-08,38131.116058642,30429.6362700041,16676.2392018755,2352.02677626358,2942.90331666667,12321.7853424618,4789.68709120585
2025-03-09,81169.0119915638,72413.3262238683,43112.3816617547,7310.95236245743,3374.18452833333,17703.5188842592,5896.2387628215
2025-03-10,78315.2128028121,74654.8773153978,43319.3265872777,6501.45478998324,4091.37171655556,21258.7839712176,5974.38900903421
2025-03-11,69039.4991698217,68987.6393050411,39117.4861236672,7662.1749402341,5931.63081458333,28299.8611716854,5630.23239805555
2025-03-12,79264.9657885802,71851.4642376389,43461.4208375346,5480.96232968618,2467.91925241666,13046.5943729503,5962.21892839621
2025-03-13,78611.3377809671,75430.7456757544,44344.0719434093,4721.9980315669,3667.16260383333,18651.1791398323,6223.78082647977
2025-03-14,35213.0509153292,29859.0824651248,16176.855772144,2234.69413240658,2704.16618333333,11388.8742717042,4881.92488899263
2025-03-15,37759.3887041152,30421.6556506708,16404.8649727655,2848.2887666241,2776.14486111111,11637.8412293081,4654.17298953832
2025-03-16,76383.1872716392,72563.1240500343,42765.253029358,5927.24941923513,3071.24403455556,16725.7880977326,5985.32312940715
2025-03-17,71476.1092196502,68588.6570946985,39617.8973667091,7076.43140511204,1590.06189963889,8484.6239922135,6017.19393562133
2025-03-18,80410.5042951646,70409.6844499657,41525.6748170095,6944.72509657412,2996.82054877778,15551.1921243047,6009.97527396177
2025-03-19,66247.671792524,66176.5660422311,37262.8835981448,8840.39825872088,6040.88801388889,29513.2642379777,5391.90163124186
2025-03-20,72704.2702963991,70920.1027585391,42273.2134127691,5738.70701172954,2780.84176919445,14526.6807757244,5763.5141215955
2025-03-21,34051.4141725309,28812.3422643004,15722.344341933,1832.40811860416,2948.710299,12511.7180951783,4836.13614868699
2025-03-22,37140.9438075103,28953.8817923868,15768.1455324168,2487.07764960102,2524.30365133333,10707.3316788174,4757.40103116383
2025-03-23,77337.3551356652,69297.6021809688,42424.3641939823,3454.45185355039,2238.89696186111,11528.2954955002,5952.11557141034
2025-03-24,72604.8051696845,68697.7827366941,39794.3439451964,7159.05400745771,2445.1709065,12794.3006581197,6066.2927459825
2025-03-25,81047.8806277092,69972.4127475309,41854.7236410274,6938.12329790287,2580.33291916667,13209.5625511117,5798.21258442216
2025-03-26,69678.5348590535,62820.6516909465,39220.347239615,3123.21174395532,4984.07993183333,24314.7821659393,5540.0631649865
2025-03-27,70916.1197820987,69115.7043866941,40703.4090523187,5341.15127844483,1987.38549308333,10329.0897144688,5910.02621397162
2025-03-28,32945.219136454,28475.5811021605,15355.084123238,1653.26144977612,2482.57940072222,10550.0138132871,4861.74846749572
2025-03-29,35730.5720138889,28047.0709527778,15045.1992511075,2573.27768663125,2771.35177833333,11527.8483451122,4905.1215751316
2025-03-30,73106.7001950274,65366.1980963306,39527.6660286835,4046.21958338926,1669.24232594444,8704.350310307,6069.59479740119
2025-03-31,62981.713320096,62118.6806667195,35658.4014077681,7679.82533909915,5356.78898333333,24737.9774836741,4969.43961204861
2025-04-01,77104.5106089506,70996.141007716,40574.6698553161,8442.88424161336,520.124289388889,2586.32962454278,5865.61327693201
2025-04-02,73679.1029846365,69137.2450152606,40115.0216363993,5146.91011458424,3033.46883786111,15529.3655558365,6124.29219559543
2025-04-03,70870.0131042867,67452.2296365226,41054.7492496069,3121.44905474882,2039.88612316667,10679.0874494403,6162.47676369342
2025-04-04,30936.4565395062,26800.9598663447,14509.1004936414,1256.62588923324,3042.82268266667,12280.3151781931,4877.57523073431
2025-04-05,34988.6102061728,26878.1119828673,14615.5398468089,2141.69302802471,2978.67900058333,11766.2749458627,4834.32717628836
2025-04-06,69849.1114241084,66068.5347894393,38191.2084511546,6583.17594035588,1352.2685195,7096.03560444599,6117.8124661154
2025-04-07,61817.4741059671,59230.6843403666,34227.9847605859,6405.80662714646,4847.81970416667,22580.7848386354,5314.42068456062
2025-04-08,71597.504632716,65146.4440061042,39692.7348940081,3521.90148507227,1842.98132233333,9674.02760157534,6145.31185033008
2025-04-09,69930.1565464335,67943.3320381001,38917.4149949558,7595.03285875789,3046.94303727778,16180.2899190564,5475.36595642384
2025-04-10,63870.0275440329,62672.950501166,38253.430206882,2876.10997169244,3914.74553370473,19197.1906375054,5544.63803051346
2025-04-11,29442.6440211248,25844.8264052812,13854.3374984859,1178.4089785405,3217.34069513889,12342.1431002736,4917.71390319723
2025-04-12,34565.4921199246,25672.480739369,14034.4922401641,2113.664064405,2869.31062786111,10860.9352758864,5023.75394383766
2025-04-13,64756.9353315844,62102.6081496571,35970.8988169261,6809.77647280313,3515.71651608231,17277.3907580374,5366.27239760876
2025-04-14,69481.7174591221,61460.672111797,38341.1389921314,2416.74538236988,1948.13198897222,10515.3994894035,5625.33534884345
2025-04-15,59340.9109976337,56610.0421169314,33272.7705481207,6713.36607286694,4672.80959166667,21504.7599497583,4954.34665052405
2025-04-16,66950.5361972565,66237.3550620713,36628.4232770337,9089.1707854486,1419.14613230556,7499.23849967816,5659.48006456919
2025-04-17,55665.6027719136,58952.6388232033,34324.4785167697,6486.22445849603,5046.62241069959,23862.5640266378,4784.16869063765
2025-04-18,28351.7971341564,25093.0217324568,13393.9407319739,888.45191741083,2981.92106933333,11158.4851651483,4999.36963731095
2025-04-19,32736.2104947531,24931.3510308642,12868.2694389054,2694.17131613667,2911.36838691667,10983.8482095144,4938.11925981631
2025-04-20,61035.4177329904,57987.2418938772,33899.8930053207,6096.66006255033,5293.26000877778,25262.8660404964,5208.65580133981
2025-04-21,66258.9816239712,59175.4040997257,36581.9620697813,2890.34681859857,2090.79723055555,10777.828316075,5608.61954720143
2025-04-22,59313.1492751372,57674.9332537136,32977.7166779007,7212.24554467191,4931.38981111111,22750.8784861127,4988.86465267489
2025-04-23,57455.4306980453,56903.7947516461,32102.4949156776,8703.83387190344,4841.30523171193,22632.2193699431,4729.55766140196
2025-04-24,53210.3712009945,55066.7390698824,32842.7924878139,5203.21743550643,4898.51525277778,22609.625257241,4772.81154524134
2025-04-25,27801.8601833333,24243.3543268519,13067.1687768401,957.152227652084,3122.18526231482,10758.2798033154,5088.56531807913
2025-04-26,32665.3,24370.9583203333,13094.6846433278,2104.57557773965,3038.546725,10342.8010457625,5233.10111122514
2025-04-27,57253.086796262,54567.9812630658,32203.4813222106,7133.29886900856,4937.85854133333,23516.0232370412,4657.98311406679
2025-04-28,67986.6063686214,67059.8140319225,37246.0841487265,8284.65814981538,1403.54795208333,7084.7399085354,5829.6477893882
2025-04-29,57721.0377123114,53739.066782716,32337.6604125621,6195.25821140429,4465.08703883334,20418.9724110639,4651.29753228674
2025-04-30,56667.8405884774,52849.5389431413,32057.5598097354,5747.62424838231,5287.24075275,23047.1888521841,4372.62829630337
2025-05-01,55885.5771092936,58306.4810871056,35916.8282366484,5429.36694926678,4630.33851095164,22163.6846539291,4708.71204027006
2025-05-02,31069.0449386831,28637.1950121399,16416.7193602901,775.481932619614,2858.756804,10521.5124027488,4907.1478658359
2025-05-03,35804.3963328532,27557.4482411866,15871.484478852,1939.45529931097,2769.87974553567,9999.6895882148,5141.84700036523
2025-05-04,64883.7694654321,58448.8189492798,37226.1354874262,3030.41564449218,3091.1595915,14321.7858323458,5184.85648008937
2025-05-05,66397.7876121742,61075.3722674643,38252.6740534264,3732.1015349873,4990.23226358333,23747.7350571036,5105.67711107017
2025-05-06,60245.3994399177,58537.5483352339,34779.1052026955,8085.81659572207,5808.99077735288,27666.8622783274,4513.30624731438
2025-05-07,62758.1634991084,61711.0996683789,36632.5563227631,8470.97849418624,4850.68930781893,22997.5640881353,4643.93272491169
2025-05-08,61496.5165060699,65658.6656181756,37928.2334751281,6703.22012598663,1294.90633869445,6826.35150157652,5569.42404480239
2025-05-09,28871.2387994856,27190.73224393,15221.283410609,1098.73562826445,3086.89008405556,10862.3238890252,4970.31098013375
2025-05-10,34593.3679583333,26733.4210272222,14996.2640934775,2437.05117895925,3000.39601133333,10336.9228194258,4937.12127063571
2025-05-11,64942.0363210219,63563.295320822,36972.0063346277,8340.5792124089,2794.11910625,13730.8009970375,5257.38526599481
2025-05-12,57641.2638733196,57318.2600448903,33465.9570414422,8045.50770853364,4723.24926588889,20285.4360752742,4527.99625587106
2025-05-13,67045.1865790467,65555.0954610425,37377.8698177364,8129.06206187924,75.5878525833354,372.386536665927,6010.50425363618
2025-05-14,64601.6933182442,59511.9357895062,36675.0416363365,4622.51006152686,4359.46144675,19922.3539701166,5107.56589026557
2025-05-15,56461.8650125857,59473.612223297,36418.6519765785,4951.73008338125,4423.68345,20379.0972028236,4658.95695380444
2025-05-16,28638.1453263374,26136.3091446502,14814.1050263542,709.326872136571,2980.21128807202,9283.30962746025,5224.14703794753
2025-05-17,34646.9048333333,26238.9004583333,15158.8659768992,1870.16811078806,2914.64258983333,9102.886988284,5297.76994490655
2025-05-18,67879.3219032922,63616.248048594,37918.3010335756,5097.57083001023,783.028553138889,4131.26392588524,5967.44621079411
2025-05-19,60858.6469849794,56610.6162935689,34697.6751467106,5141.67413028373,4150.24511666667,19088.3077059802,4976.33478437178
2025-05-20,60942.2135579904,60430.5881184084,34947.0147877908,7837.86943666782,4412.38420833333,20136.8956665625,4992.5537014219
2025-05-21,58070.3194009602,57153.9030305555,33650.5578052025,8134.826006769,5123.63806572222,21746.5055813968,4389.41933527585
2025-05-22,53436.9855191701,57085.4931393347,34644.1942625649,5134.18403280185,4277.74427305555,19789.6227802468,4653.52216367755
2025-05-23,27528.1957731481,26580.3141109053,14560.0705837028,1382.48274585325,2825.93140959465,9059.60120553522,5222.52340243013
2025-05-24,34009.64035,25232.7802111111,14306.3333033319,2024.95283540125,2914.29628133333,9006.53691162383,5277.48408811386
2025-05-25,60749.3069135803,55797.5930521605,34582.399209695,4334.30813673922,3331.61461383334,15068.4262220831,5179.79298468492
2025-05-26,58370.8651027778,59955.1425577846,33808.3948143973,10361.1442411322,5018.00905597222,23160.2457056593,4400.21216092035
2025-05-27,57360.1574561729,55891.5098751372,33190.7876874449,7370.6230026004,5641.5076345,23880.6365061144,4384.01561772248
2025-05-28,63559.9637398148,61217.4710595158,35726.5581825034,6864.69403225449,2635.2875888889,12991.9489762195,5258.18827441894
2025-05-29,56737.4499118313,61399.2020069616,36227.6336675086,4745.98576785804,4128.02552575,19888.0459133324,5459.45876451838
2025-05-30,27196.5874865226,26006.764580144,14573.8730970328,699.500035422542,3085.43946857819,9966.32007709741,5099.74227952547
2025-05-31,35307.7739598333,25952.8326765,14657.2994698942,2285.44334315778,2548.6128095,8817.02316110225,5205.15389483711
2025-06-01,86205.1266675926,78727.0681581276,49509.3560908912,3444.39608318382,1766.41024775,8524.91099305963,6068.60491789931
2025-06-02,88295.4496286351,78730.7428719479,49873.7535235078,5007.21587978398,1325.44445297222,6759.31835930929,6043.5911762395
2025-06-03,81796.7789730795,78060.2789947874,47015.1677698209,5856.99923403272,1977.25027152777,9879.671928434,6359.66513554591
2025-06-04,93114.7522812757,80590.1824065844,50105.2891262522,6859.90168273349,718.994945277776,3618.00978618888,5833.65462271712
2025-06-05,74959.5579118656,80336.5992520576,47135.3439127605,7052.26224345678,1978.36809530556,10118.9752518517,6090.13580628857
2025-06-06,37614.5466088477,35579.0858994513,22059.5016339372,680.213711796965,3069.33129583333,11061.8438340637,4729.00942869213
2025-06-07,46111.9979630659,38975.3105018861,22771.1209127083,2806.29065322867,550.580491999996,2172.82659212365,5063.61749312029
2025-06-08,78060.4749118999,76056.2395977366,44938.303169296,9107.63291162675,0,0,6068.82413757973
2025-06-09,87979.9570756516,81421.6537622428,50221.6420973357,7216.83241505987,1390.37279205555,7212.54235678868,5809.87620547068
2025-06-10,80868.2325157407,80729.6881381351,47015.5760167438,9987.84363908461,2098.09245688889,10594.7974622955,5839.15006290359
2025-06-11,87216.8187638889,83894.0050189644,51003.6826483644,6195.67482009604,4298.16728913889,21536.3275016445,6054.80493695881
2025-06-12,78199.1699513032,82141.4949468107,49630.4220813972,5489.76148216659,1493.27541516666,7574.15984459249,6013.03185652221
2025-06-13,35456.4873326818,34366.3377245885,21127.8694268561,711.558656884106,2876.35267566667,10131.7724297482,4509.44173057334
2025-06-14,42088.0183813611,33297.7723258056,20574.4238863623,2186.61929098417,3017.27125277778,10207.6279014444,5061.99132034723
2025-06-15,77774.2170915981,79021.1644644726,45848.4974244488,9473.60209458626,2574.59620441667,12806.6336486138,5937.30775797884
2025-06-16,82167.8220790124,80636.2962978474,47988.1833967815,7195.5998214365,2744.53850583334,13959.8125951179,6077.68653952332
2025-06-17,83385.1154730796,83379.3343404122,48931.6882586817,8650.38281420933,1896.34574722222,9516.74987224027,5956.1380259418
2025-06-18,83386.7625582991,81184.4469560014,48377.8761820751,6586.33062128244,1691.59958838889,8580.78495214887,6188.53892056177
2025-06-19,73683.8941722908,79098.7691944101,45393.0219014765,10779.7255674524,1737.16275069444,8819.68627343402,5875.43986307613
2025-06-20,34939.5482346365,32912.7609677641,20115.6593554563,591.134857904459,2745.76853580556,9353.65711678178,4951.34415084083
2025-06-21,40793.3716948333,32465.2015503889,19715.2829382525,1808.15589562014,2888.58141944444,10283.8260862236,5026.72476265432
2025-06-22,75884.430793347,77277.8391631255,43755.4124887212,11903.3108054188,280.148492916665,1348.97906023458,5822.38430202883
2025-06-23,78023.4727237997,77245.8520645062,45821.145377378,8381.36381150136,765.455074972219,3792.4502124061,5983.97718205376
2025-06-24,90441.5012624486,82857.492738654,51929.1995295167,3635.96178748694,4337.21279166667,21465.4303209417,6254.07483357961
2025-06-25,80502.6707186556,79735.8604093621,45724.3305387075,9007.464083894,2017.38647741667,9908.14229391125,6234.75943051247
2025-06-26,70998.9529397805,77305.0755217421,44791.6481822344,6896.67896870021,2492.11312536111,12490.8834493823,6167.61987078318
2025-06-27,35270.6526708162,32158.0238674211,19398.8735178443,917.346398754395,2483.23440966667,9027.25002327214,4931.33587261017
2025-06-28,40240.8274897222,31906.0107974383,19406.8896956939,1955.25256741079,3030.44174722222,10180.9921274181,4915.40790030543
2025-06-29,74912.5728709534,76765.1608157095,42940.7617955431,11546.7018252562,2285.16178202778,11549.9247173491,5921.10051136723
2025-06-30,81021.158360048,77734.706850071,46558.7759881345,7027.56906410337,2538.70714686111,12833.3325964564,5874.58176886802
2025-07-01,87350.2849393265,87321.9346148909,51729.4026660442,9050.17109247834,3052.64272738889,15657.0633408363,6063.33979058856
2025-07-02,82755.3971671125,80816.4608622908,49828.2172148369,7352.80340103725,3312.46201094444,16676.0797036463,5248.19414250655
2025-07-03,85875.9789861797,89343.8041301986,54962.6706801276,4619.10035452843,2447.76219966666,12419.9202016918,6297.79497933449
2025-07-04,43425.362887037,42007.8799345761,26307.8363646846,803.59872229696,3200.609194,11296.268608904,4887.10452179013
2025-07-05,50185.5392239712,42240.3800807768,26536.8104789502,1990.10899302236,3103.9138465,11270.9323163984,5060.88244385502
2025-07-06,84900.168769856,87782.2130811934,51713.5291589714,10680.9687567128,4272.94033147222,21525.721370868,5704.94835838113
2025-07-07,86414.9640600137,85421.4172294225,51812.8846547375,9024.67855825224,1466.66485,7658.28741873334,5564.45763023399
2025-07-08,90031.3740266804,86785.6871579999,53258.8081582258,8585.1023956999,2440.53863075,12734.0562308402,5834.64473981945
2025-07-09,89684.767186214,84531.8448121742,53283.2449063709,5340.04542594838,1631.90539825,8608.47705501348,5909.82202840493
2025-07-10,75971.1082227366,80206.2298248683,49959.7030687239,5639.4385949957,4581.970675,22383.3616655858,5349.47979003536
2025-07-11,44613.9806740741,41798.6853288066,26098.3462688325,1097.13328429818,3268.89971841667,11980.1079605994,4786.68204015047
2025-07-12,49398.1366828532,42327.8145495199,26024.9175647076,2996.41243886375,3301.94166391667,11947.0673464729,4874.80062400184
2025-07-13,87174.8512408094,78944.8917016804,52670.6886812586,2758.67527971043,2727.13565427778,14670.2313509861,5452.64004545696
2025-07-14,84139.9799122771,84121.7782337448,50305.6770069819,10134.3259904794,821.558148666667,4157.07173201834,5762.6255541508
2025-07-15,86026.7573241084,82246.8914212963,51099.3878884764,6357.53183389943,464.848009833332,2424.78415687416,5801.58615532708
2025-07-16,83939.7143881002,81267.2183973251,50892.5576795124,6904.1544852519,2908.27552133333,14240.705994143,5351.10092430771
2025-07-17,75102.3072010631,81455.5680782579,48670.0515504652,8506.52074234515,3635.00312513889,18570.8397651642,5464.13237433878
2025-07-18,44318.1526811729,40392.5719121742,25269.417303875,1296.60572477135,3180.65071763889,11092.6598076906,4762.32424971473
2025-07-19,50958.1482475995,41019.3881972222,26209.9415318433,2479.14664019893,3310.83699333333,10782.8099455333,5047.09811441959
2025-07-20,85788.0367365912,83544.7380878601,50527.3991284962,8538.64804737059,876.416572555554,4583.17258906927,5883.28502758916
2025-07-21,86466.1846705418,84234.8781832305,51495.1551192841,7940.85409059405,1729.72833816666,8914.28107126032,5835.33601188722
2025-07-22,83191.7593860768,84472.3699339163,50057.0822113894,8925.30307430328,2859.73261788889,14211.371861413,5627.46097342614
2025-07-23,93926.3577557956,85469.6034842593,54676.9820743489,5783.42490844081,1386.304366,7207.60944747533,5876.78623379393
2025-07-24,86576.2306096707,85812.5507471193,54476.9376502835,4146.82802043748,337.408078222222,1714.80477954111,5877.10726860018
2025-07-25,41975.4775938272,39829.8563511317,25042.8435914749,665.441069177059,3426.56074086831,11862.5463340571,4999.4817069483
2025-07-26,47800.1811006591,40016.7289378333,25001.226110315,2241.79065183807,3316.92651666667,11932.3138938698,5089.66063878901
2025-07-27,84225.5791081276,82784.9519934157,49326.6800669996,8987.25261636247,2655.49069247222,13881.2397761711,5905.27873038194
2025-07-28,87521.408210048,86526.4810842164,51827.6676232346,8824.40827598743,2711.27505675,13917.0409938265,5838.2508083903
2025-07-29,84116.9218176269,85995.9518755474,50274.0228483803,9749.70989308209,2625.72629133333,13509.8444642323,6051.86387782472
2025-07-30,77118.6427301441,82583.6205764825,46567.2019945288,14284.9467643821,4841.34634358333,23991.3761080149,5159.61715717807
2025-07-31,74789.3024455076,82793.2885100535,48271.2220242044,9592.54502266954,3586.04177516667,19084.1672201833,5594.43983843236
2025-08-01,42702.4154879972,39553.9473452675,24981.5736157048,874.145675119772,3248.63787073251,10666.7572534285,5148.79925745371
2025-08-02,47650.6489609657,38815.3850054444,24695.1397335493,2087.13641550702,3246.11063238889,11067.8788190937,5207.76439096407
2025-08-03,72719.245225,68424.4051333333,44622.3287777978,5618.95500527763,4868.73231941667,22436.7271421778,4692.99333008187
2025-08-04,76802.0258650206,71414.4919973937,46370.9824399842,5662.73804990858,4620.36241733333,21363.1388941886,4694.97741463456
2025-08-05,73761.9857443073,71599.3724282236,44824.0435287572,7193.34264336165,5016.80897138992,23516.6911377512,4647.92561962749
2025-08-06,81174.6324288066,75376.6723253484,49877.4677068931,4787.52212829231,4676.900175,21931.0893068097,4662.74611267576
2025-08-07,77884.6589021605,76916.8423319616,48926.7002756985,2746.24222666102,579.667767527776,3058.79806790442,6289.11095427705
2025-08-08,40723.3826564129,38803.4963891289,24219.74573009,635.55332888179,3241.52810041667,11754.5612148763,5136.95877044388
2025-08-09,46842.0360351111,38764.9517617222,24428.0335050083,1831.36860174322,3322.44312238889,11829.1287021313,5271.92328328532
2025-08-10,76523.7231352881,71133.6797693131,46586.4086895857,4299.37163251662,4681.90823333333,21675.4079842496,4867.42547827396
2025-08-11,75017.9574824074,72017.4139343594,45007.2949385188,6160.43383806008,4999.53654211111,23352.6225236464,5181.63128816122
2025-08-12,81889.5020718107,80363.0374214218,48798.703600347,8721.1257237206,656.982881277781,3455.86941873135,5616.41193972443
2025-08-13,73968.4920446845,73592.40205032,44637.2198081026,8492.66346055497,4708.347025,21661.6607513764,4861.78953529836
2025-08-14,69230.3356029149,73294.1039170394,46263.6884885018,5854.46880340988,5029.41366344444,24483.2788724583,4793.03610155542
2025-08-15,42092.8830776749,38981.5459169753,24271.9430232771,959.399509768493,3484.6575045,12695.9103416361,5171.73626200104
2025-08-16,49049.364447391,38437.4419953333,24271.5541601682,2767.73660714235,3561.43843333333,12281.1681932443,5342.74743316443
2025-08-17,78258.6483881001,72640.5387822359,46744.9589040816,4060.18885193717,2770.95462872222,13226.2089579268,5716.09401540896
2025-08-18,76299.6958219479,71520.2090439465,46361.9590443956,4570.72060508647,5024.99426525,23779.1235603286,5043.17740939193
2025-08-19,74914.9317998629,71251.6670844431,45446.3339638781,5942.43723145859,4852.17513333333,22325.8186705639,4845.83708046854
2025-08-20,83482.6705099795,79549.1720279753,49517.8032953596,6158.50207615231,2534.40670286111,13263.7588710315,5876.47416702682
2025-08-21,73587.1179822702,75609.3695434156,47597.5496361396,4253.74470460231,1947.09019605556,9679.88406742745,5535.80209809542
2025-08-22,42621.566768107,39707.4684144033,25023.5996102218,805.07706222876,3375.69123716667,12292.4627226016,5182.68832540767
2025-08-23,46551.6643623457,39197.384045679,23954.1608976862,2753.65395216125,3038.13951283333,11451.6285298617,5048.40948695558
2025-08-24,75310.4090601166,71738.1192629959,46213.2397024757,6185.53300329727,5050.80751666667,23474.7773803798,4891.182477539
2025-08-25,97011.7489030864,82157.7341544582,54135.4587376073,3335.35053625659,415.216371583334,2149.71801992459,6074.94694839549
2025-08-26,75780.8288154663,72900.3381689005,46540.5257959281,6554.01222029172,5507.88772222222,25709.1417987417,4698.69666752828
2025-08-27,76367.8067564472,76065.9920044486,46036.1315315512,7971.99852947963,5269.5594005,25015.1690477134,5402.71686034487
2025-08-28,70473.466737037,78607.4872920096,45668.8786984596,9844.39445881289,4775.85661125,22764.2732857704,5339.47416634516
2025-08-29,42866.1543682442,40409.2279874486,25100.7390717583,1176.76290694316,3114.2095105,12435.5766309003,5005.11811488682
2025-08-30,48297.9004236625,39999.4093085048,25183.6728511926,1859.09541875832,2887.82062577778,10961.2796834294,5208.170203759
2025-08-31,74884.2049978395,71893.8355418988,45775.5168083416,6897.04720482783,5328.895625,24300.7062507778,4611.96756351702
2025-09-01,72580.3641747942,65773.0117751289,40552.2713286182,3789.97575016294,0,0,6425.06975702032
2025-09-02,63286.4855610768,60639.0095430257,36679.2830054112,6376.73225103654,5474.12576666667,25441.9960490597,4999.36005580719
2025-09-03,68148.4119195816,64132.5896528464,39422.8310307841,5671.72451622833,3056.36042166667,13853.84398908,5253.79532689815
2025-09-04,60322.7169175583,59778.3228902613,38757.2530533426,2901.61980344821,5053.38170833333,23385.9674283491,4912.53236290745
2025-09-05,32678.1833352881,29597.5582782922,17423.2823885446,978.860181734688,3084.35383669444,11958.5507057627,5077.6157844438
2025-09-06,38450.6913568587,29960.9188096365,17592.2467202672,2082.75941518056,3097.44353033333,12218.2758071427,4869.60798068588
2025-09-07,62570.541751749,61207.9774463776,36704.4584605722,7618.36496823055,5243.84626409465,24681.9668814667,4712.96142751329
2025-09-08,71963.5409446159,71036.7091633872,41184.3217455238,8982.55155757539,1110.91615877777,5898.95146632631,5777.1521579035
2025-09-09,63565.1634495199,60516.7446891186,37372.4726722517,6576.35027511397,5098.18095833334,23046.4441430824,4888.80481002701
2025-09-10,73792.5485930384,71722.3346685528,41235.1583634721,9018.9860461419,1963.28179733333,10208.467906692,5980.28911373928
2025-09-11,67018.2715531207,63419.4128396433,41474.8494968087,840.627601340613,2972.39470994444,15199.5094182077,5719.2328966283
