prod_code,prod_name,class_code,class_name,loss
102900011035078,红椒(2),1011010504,辣椒类,0.0943
102900011036242,青红尖椒组合装(份),1011010504,辣椒类,0.0943
102900051004294,青线椒,1011010504,辣椒类,0.078
102900005115250,西峡花菇(1),1011010801,食用菌,0.108
102900005116530,西峡香菇(1),1011010801,食用菌,0.1382
102900005116547,金针菇(1),1011010801,食用菌,0.0343
102900005116837,平菇,1011010801,食用菌,0.116
102900005116912,姬菇(1),1011010801,食用菌,0.0899
102900005117353,白玉菇(1),1011010801,食用菌,0.0943
102900005119098,双孢菇,1011010801,食用菌,0.1278
102900005119104,蟹味菇(1),1011010801,食用菌,0.0924
102900005119944,海鲜菇(1),1011010801,食用菌,0.0989
102900005125815,杏鲍菇(1),1011010801,食用菌,0.0505
102900011001806,姬菇(包),1011010801,食用菌,0.1242
102900011001813,金针菇(袋)(1),1011010801,食用菌,0.0885
102900011007044,银耳(朵),1011010801,食用菌,0.0914
102900011008577,猴头菇,1011010801,食用菌,0.1619
102900011009246,鲜木耳(1),1011010801,食用菌,0.0763
102900011010563,鸡枞菌,1011010801,食用菌,0.1193
102900011011058,黑牛肝菌,1011010801,食用菌,0.1017
102900011011546,海鲜菇(袋)(1),1011010801,食用菌,0.0596
102900011011669,秀珍菇,1011010801,食用菌,0.1193
102900011011782,虫草花(盒)(1),1011010801,食用菌,0.1193
102900011012482,茶树菇(袋),1011010801,食用菌,0.0997
102900011012871,黑皮鸡枞菌,1011010801,食用菌,0.1103
102900011012994,杏鲍菇(袋),1011010801,食用菌,0.1003
102900011013274,白玉菇(袋),1011010801,食用菌,0.0657
102900011018095,虫草花(袋),1011010801,食用菌,0.1113
102900011021675,赤松茸,1011010801,食用菌,0.0875
102900011021699,牛排菇,1011010801,食用菌,0.0811
102900011023075,活体银耳,1011010801,食用菌,0.1113
102900011026793,杏鲍菇(250克),1011010801,食用菌,0.0943
102900011030561,赤松茸(盒),1011010801,食用菌,0
102900011030608,牛排菇(盒),1011010801,食用菌,0.198
102900011030615,猪肚菇(盒),1011010801,食用菌,0
102900011030622,黑牛肝菌(盒),1011010801,食用菌,0
102900011030639,黑皮鸡枞菌(盒),1011010801,食用菌,0
102900011030912,海鲜菇(份),1011010801,食用菌,0.0943
102900011030929,鲜木耳(份),1011010801,食用菌,0.0943
102900011031599,杏鲍菇(份),1011010801,食用菌,0.0943
102900011031841,双孢菇(份),1011010801,食用菌,0.0943
102900011031858,金针菇(份),1011010801,食用菌,0.0943
102900011031926,虫草花(份),1011010801,食用菌,0.0943
102900011031995,姬菇(份),1011010801,食用菌,0.0943
102900011032619,西峡香菇(2),1011010801,食用菌,0.0943
102900011032626,鲜木耳(2),1011010801,食用菌,0.0943
102900011032633,海鲜菇(2),1011010801,食用菌,0.0943
102900011032640,姬菇(2),1011010801,食用菌,0.0943
102900011033937,金针菇(2),1011010801,食用菌,0.0943
102900011033944,杏鲍菇(2),1011010801,食用菌,0.0943
102900011033968,西峡花菇(2),1011010801,食用菌,0.0943
102900011034330,双孢菇(盒),1011010801,食用菌,0.002
102900011034538,花菇(一人份),1011010801,食用菌,0.0943
102900011034705,菌菇火锅套餐(份),1011010801,食用菌,0.0943
102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,0.0084
102900011035788,西峡香菇(份),1011010801,食用菌,0.0943
102900011036068,菌蔬四宝(份),1011010801,食用菌,0.0943
102900011036266,鹿茸菇(盒),1011010801,食用菌,0
102900051009336,虫草花,1011010801,食用菌,0.1168
106930274220092,蟹味菇(袋),1011010801,食用菌,0.1113
106930274620090,海鲜菇(袋)(2),1011010801,食用菌,0
106931885000035,绣球菌,1011010801,食用菌,0.1113
106931885000356,绣球菌(袋),1011010801,食用菌,0.0834
106949711300068,金针菇(袋)(3),1011010801,食用菌,0.1113
106949711300167,金针菇(袋)(2),1011010801,食用菌,0.0664
106949711300259,金针菇(盒),1011010801,食用菌,0.0045
106956146480197,白玉菇(2),1011010801,食用菌,0.073
106956146480203,蟹味菇(2),1011010801,食用菌,0.1604
106957634300010,白玉菇(盒),1011010801,食用菌,0
106957634300058,蟹味菇(盒),1011010801,食用菌,0
106958851400125,海鲜菇(袋)(4),1011010801,食用菌,0.1113
106971533450003,海鲜菇(包),1011010801,食用菌,0
106971533455008,海鲜菇(袋)(3),1011010801,食用菌,0.013
106973223300667,虫草花(盒)(2),1011010801,食用菌,0.1113
106973990980123,和丰阳光海鲜菇(包),1011010801,食用菌,0.0012
