date_str,day_idx,slot,plan_kwh,final_kwh,em_kwh,load_kw,pv_kw
2025-03-20,79,75,700.394908923611,524.644579756944,0,5855.2299,8090.5707
2025-03-20,79,76,672.391996423611,474.398296423611,0,5883.66,7709.3625
2025-03-20,79,77,668.226521423611,451.236442256945,0,6006.2794,7205.256
2025-03-20,79,78,0,487.531154756945,0,6168.3548,7206.9442
2025-03-20,79,79,0,0,0,6351.38,7525.8
2025-03-20,79,80,0,0,0,6510.6216,7339.075
2025-03-20,79,81,0,0,0,6358.8315,6900.6338
2025-03-20,79,82,0,0,0,6039.3,6610.0125
2025-03-20,79,83,56.3734971180555,56.3734971180555,0,6028.9848,6642.1795
2025-03-20,79,84,0,0,0,6177.7813,6806.5377
2025-03-20,79,85,0,0,0,6280.02,6799.95
2025-03-20,79,86,0,-0,0,6283.4823,6453.6137
2025-03-20,79,87,0,0,0,6314.912,6203.5886
2025-03-20,79,88,0,0,0,6352.79,6115.6875
2025-03-20,79,89,0,0,0,6259.4213,5837.6616
2025-03-20,79,90,0,0,0,6190.1146,5431.9635
2025-03-20,79,91,1143.24047684028,1133.43174350694,0,6156.64,5072.775
2025-03-20,79,92,1164.34119767361,1102.87901017361,0,6039.3659,4855.4545
2025-03-20,79,93,816.905201591647,1115.60812684028,0,6054.6789,4561.8383
2025-03-20,79,94,493.244868506944,1187.73336850694,0,6187.68,4146.825
2025-03-20,79,95,540.020565729167,614.655005520539,0,6195.3721,3778.6785
2025-03-20,79,96,546.353467118056,546.353467118056,0,6186.1376,3471.4229
2025-03-20,79,97,543.440362256944,543.440362256944,0,6200.17,3156.225
2025-03-20,79,98,549.389502071249,549.389502071249,0,6153.3743,2779.805
2025-03-20,79,99,530.218040034722,587.984637659723,0,6101.7592,2507.3559
2025-03-20,79,100,607.617537256944,637.957103923611,0,6118.95,2334.4125
2025-03-20,79,101,714.745359479166,714.745359479166,0,6209.4949,2077.0816
2025-03-20,79,102,796.703148368056,796.703148368056,0,6190.199,1733.8533
2025-03-20,79,103,792.933263118053,863.49288785403,0,6102.19,1377.7125
2025-03-20,79,104,883.978216215278,909.665616215278,0,6143.2969,1083.9022
2025-03-20,79,105,919.785616215278,932.916587048611,0,6075.0134,831.8823
2025-03-20,79,106,976.338082881944,990.406012340277,0,6025.68,597.3375
2025-03-20,79,107,1035.66643288194,1066.87001621528,0,6213.4416,374.8971
2025-03-20,79,108,922.667878715277,936.869162048611,0,5394.1467,156.1276
2025-03-20,79,109,710.862479444444,710.862479444444,0,4094.12,0
2025-03-20,79,110,661.393225277778,661.393225277778,0,4187.9837,0
2025-03-20,79,111,703.701083611111,704.615512777777,0,4441.4267,5.5774
2025-03-20,79,112,746.035396111111,746.035396111111,0,4255.45,0
2025-03-20,79,113,728.531429444444,728.531429444444,0,4286.5369,0
2025-03-20,79,114,164.858675416665,221.314454583332,0,4470.2464,0.4004
2025-03-20,79,115,-0,-0,0,4579.24,0
2025-03-20,79,116,0,0,0,4480.3082,0
2025-03-20,79,117,-0,-0,0,4285.5618,0.0288
2025-03-20,79,118,-0,-0,0,4196.78,0
2025-03-20,79,119,0,0,0,4330.8684,0
2025-03-20,79,120,-0,-0,0,4370.9481,0.0021
2025-03-20,79,121,-0,-0,0,4358.21,0
2025-03-20,79,122,0,0,0,4586.0191,0
2025-03-20,79,123,-0,-0,0,4523.6629,0
2025-03-20,79,124,0,-0,0,4215.37,0
2025-03-20,79,125,0,0,0,4256.2469,0
2025-03-20,79,126,708.166131944444,751.112444444444,0,4319.0159,0
2025-03-20,79,127,763.2110365625,749.534369895833,0,4257.25,0
2025-03-20,79,128,768.297165729166,762.0424990625,0,4290.2681,0
2025-03-20,79,129,718.020982395833,716.8958490625,0,4418.7036,0
2025-03-20,79,130,689.761869895833,689.761869895833,0,4553.6,0
2025-03-20,79,131,711.585904118059,709.7429146875,0,4526.2528,0
2025-03-20,79,132,690.476103229166,690.476103229166,0,4001.6252,0
2025-03-20,79,133,561.839527638889,561.839527638889,0,3318.94,0
2025-03-20,79,134,1363.50931930556,1363.50931930556,0,3233.4088,0
2025-03-20,79,135,579.753560972222,579.753560972222,0,3319.971,0
2025-03-20,79,136,696.976630387269,696.976630387269,0,3255.84,0
2025-03-20,79,137,1347.81960263889,1347.81960263889,0,3144.1326,0
2025-03-20,79,138,606.596606805556,606.596606805556,0,3161.8174,0
2025-03-20,79,139,588.528254722222,588.528254722222,0,3296.4,0
2025-03-20,79,140,586.034658888889,586.034658888889,0,3356.4081,0
2025-03-20,79,141,581.140592222222,581.140592222222,0,3261.7676,0
2025-03-20,79,142,572.576171388889,572.576171388889,0,3267.73,0
2025-03-20,79,143,565.494854722222,565.494854722222,0,3604.076,0
2025-03-20,79,144,499.785492222222,499.785492222222,0,3245.8691,0
2025-06-21,172,1,621.51409453125,621.51409453125,0,3230.95,0
2025-06-21,172,2,656.822461197917,656.822461197917,0,3087.9838,0
2025-06-21,172,3,630.396090364583,630.396090364583,0,3200.0919,0
2025-06-21,172,4,586.29034453125,586.29034453125,0,3401.46,0
2025-06-21,172,5,607.359015364583,607.359015364583,0,3063.5261,0
2025-06-21,172,6,637.44045703125,637.44045703125,0,2820.2572,0
2025-06-21,172,7,611.226893315972,611.226893315972,0,2883.38,0
2025-06-21,172,8,571.193105815972,571.193105815972,0,2869.9796,0
2025-06-21,172,9,551.515593315972,551.515593315972,0,2985.8287,0
2025-06-21,172,10,551.846476649305,551.846476649305,0,3164.18,0
2025-06-21,172,11,534.529480815972,534.529480815972,0,3064.8457,0
2025-06-21,172,12,557.848068315972,557.848068315972,0,2954.0459,0
2025-06-21,172,13,593.0442015625,593.0442015625,0,2994.62,0
2025-06-21,172,14,564.701934895833,564.701934895833,0,3072.4014,0
2025-06-21,172,15,539.108897395833,539.108897395833,0,3013.1015,0
2025-06-21,172,16,546.7004515625,546.7004515625,0,2838.75,0
2025-06-21,172,17,546.3199140625,546.3199140625,0,2749.9199,0
2025-06-21,172,18,541.835030729167,541.835030729167,0,2820.5847,0
2025-06-21,172,19,520.404207204861,520.404207204861,0,2936.24,0
2025-06-21,172,20,501.110454427083,501.110454427083,0,2920.1894,0.0012
2025-06-21,172,21,492.913514149305,492.913514149305,0,2951.0328,0
2025-06-21,172,22,493.047498871528,493.047498871528,0,2977.51,0
2025-06-21,172,23,480.09382109375,480.09382109375,0,2780.298,0.0162
2025-06-21,172,24,485.171097482639,485.171097482639,0,2728.3059,0
2025-06-21,172,25,492.540711805556,492.540711805556,0,2862.19,0
2025-06-21,172,26,-0,-0,0,2845.9182,0.2263
2025-06-21,172,27,461.915811805556,461.915811805556,0,2748.951,0
2025-06-21,172,28,475.661211805556,475.661211805556,0,2677.31,0
2025-06-21,172,29,480.121482638889,480.121482638889,0,2660.8713,3.1516
2025-06-21,172,30,0,0,0,2702.3205,0
2025-06-21,172,31,16.8368185280322,16.8368185280322,0,2732.32,7.275
2025-06-21,172,32,430.690368923611,430.690368923611,0,2664.7178,116.7655
2025-06-21,172,33,0,0,0,2606.871,263.9703
2025-06-21,172,34,443.611993923611,443.611993923611,0,2642.15,417.075
2025-06-21,172,35,415.561100868056,415.561100868056,0,2745.0641,587.5961
2025-06-21,172,36,0,0,0,2758.042,735.8325
2025-06-21,172,37,0,0,0,2741.64,890.7
2025-06-21,172,38,0,0,0,2888.7304,1136.9554
2025-06-21,172,39,0,0,0,2932.231,1453.4028
2025-06-21,172,40,0,0,0,2764.02,1765.9125
2025-06-21,172,41,0,0,0,2606.6137,2022.3026
2025-06-21,172,42,0,0,0,2867.7649,2350.4923
2025-06-21,172,43,0,0,0,3304.27,2699.25
2025-06-21,172,44,0,0,0,3254.3169,2874.6231
2025-06-21,172,45,0,0,0,3137.5948,3006.0287
2025-06-21,172,46,0,0,0,3174.85,3224.8875
2025-06-21,172,47,0,0,0,3159.7263,3537.527
2025-06-21,172,48,0,0,0,3087.5763,3785.3986
2025-06-21,172,49,0,0,0,3062.36,4003.425
2025-06-21,172,50,0,0,0,3162.0197,4334.7324
2025-06-21,172,51,0,0,0,3160.9922,4441.8035
2025-06-21,172,52,0,0,0,3037.59,4358.7
2025-06-21,172,53,0,0,0,3030.9974,4479.895
2025-06-21,172,54,0,0,0,3289.939,4668.5166
2025-06-21,172,55,0,0,0,3650.62,4746.075
2025-06-21,172,56,0,0,0,3785.9011,4746.9534
2025-06-21,172,57,0,0,0,3849.6183,5139.4381
2025-06-21,172,58,0,0,0,3824.6,5794.3125
2025-06-21,172,59,0,0,0,3582.3586,6109.068
2025-06-21,172,60,0,0,0,3687.9447,6385.1018
2025-06-21,172,61,0,0,0,4000.14,6643.5375
2025-06-21,172,62,0,0,0,3826.1041,6589.8893
2025-06-21,172,63,0,0,0,3761.4976,6695.6004
2025-06-21,172,64,0,0,0,3901.91,7000.9875
2025-06-21,172,65,0,0,0,3726.7535,7093.8409
2025-06-21,172,66,0,0,0,3565.5609,7243.1188
2025-06-21,172,67,0,0,0,3679.21,7400.1
2025-06-21,172,68,0,0,0,3945.6166,7306.5816
2025-06-21,172,69,0,0,0,3900.6403,7782.8954
2025-06-21,172,70,0,0,0,3645.76,8490.225
2025-06-21,172,71,0,0,0,3705.1427,8180.7164
2025-06-21,172,72,0,0,0,3724.3133,7677.6706
2025-06-21,172,73,0,0,0,3631.08,7665.1125
2025-06-21,172,74,0,0,0,3735.5415,8044.2631
2025-06-21,172,75,0,0,0,3852.2352,8300.9755
2025-06-21,172,76,0,0,0,3928.56,8383.0125
2025-06-21,172,77,0,0,0,4059.9044,8605.7877
2025-06-21,172,78,0,0,0,3912.5928,8542.7209
2025-06-21,172,79,0,0,0,3688.01,8049.6
2025-06-21,172,80,0,0,0,3910.4683,7493.4162
2025-06-21,172,81,0,0,0,3862.6154,7354.9231
2025-06-21,172,82,0,0,0,3589.29,7340.8875
2025-06-21,172,83,0,0,0,3849.2221,6714.7449
2025-06-21,172,84,0,0,0,3978.2382,6127.755
2025-06-21,172,85,0,0,0,3861.85,5956.2
2025-06-21,172,86,0,0,0,4047.8905,5941.7978
2025-06-21,172,87,0,0,0,4095.2281,5827.294
2025-06-21,172,88,0,0,0,4007.39,5738.1375
2025-06-21,172,89,0,0,0,4227.0513,5964.2607
2025-06-21,172,90,0,0,0,4182.4486,5979.2451
2025-06-21,172,91,0,0,0,3879.68,5680.4625
2025-06-21,172,92,0,0,0,3916.2335,5457.1539
2025-06-21,172,93,0,0,0,3924.3398,5153.0688
2025-06-21,172,94,-0,0,0,3875.5,4811.1
2025-06-21,172,95,-0,0,0,4137.0155,4680.9532
2025-06-21,172,96,16.8577861111112,0,0,4317.2602,4481.2341
2025-06-21,172,97,68.8357151041666,68.8357151041666,0,4217.43,4055.4
2025-06-21,172,98,98.935023437507,98.935023437507,0,4034.2858,3562.8565
2025-06-21,172,99,126.8807859375,110.001280176177,0,3980.7146,3361.4888
2025-06-21,172,100,194.2949484375,148.006365104166,0,4042.02,3406.575
2025-06-21,172,101,270.270114281121,207.1297484375,0,3983.774,3291.2298
2025-06-21,172,102,265.536115104166,262.776227604167,0,3621.8931,2964.175
2025-06-21,172,103,257.426349131944,257.426349131944,0,3240.3,2623.6125
2025-06-21,172,104,285.688719965278,285.688719965278,0,3335.0072,2479.2426
2025-06-21,172,105,363.940669965278,363.940669965278,0,3462.6248,2185.8548
2025-06-21,172,106,425.669565798611,425.669565798611,0,3484.27,1750.4625
2025-06-21,172,107,479.029275405245,479.029275405245,0,3649.2081,1528.3871
2025-06-21,172,108,449.960957465278,449.960957465278,0,3604.3529,1310.4274
2025-06-21,172,109,487.837155555555,487.837155555555,0,3349.51,1034.1
2025-06-21,172,110,480.326852777778,480.326852777778,0,3274.4828,860.3286
2025-06-21,172,111,530.626116666667,530.626116666667,0,3297.0032,677.2547
2025-06-21,172,112,605.888388888889,605.888388888889,0,3342.79,452.7
2025-06-21,172,113,657.702106944444,657.702106944444,0,3456.8314,276.0564
2025-06-21,172,114,125.830116493054,125.830116493054,0,3634.5648,121.8367
2025-06-21,172,115,-0,-0,0,3852.72,7.7625
2025-06-21,172,116,0,0,0,4004.9442,0
2025-06-21,172,117,-0,0,0,3706.7434,3.2619
2025-06-21,172,118,-0,0,0,3293.48,0
2025-06-21,172,119,-0,0,0,3492.5254,0
2025-06-21,172,120,-0,0,0,3490.6667,0.2342
2025-06-21,172,121,-0,0,0,3189.62,0
2025-06-21,172,122,0,0,0,3348.2366,0
2025-06-21,172,123,-0,0,0,3725.2052,0.0168
2025-06-21,172,124,-0,0,0,3960.13,0
2025-06-21,172,125,0,0,0,3881.8245,0
2025-06-21,172,126,732.610049652778,694.562912152778,0,3513.6729,0.0012
2025-06-21,172,127,732.871176388889,696.993868055555,0,3160.32,0
2025-06-21,172,128,724.741309722222,724.741309722222,0,3214.7106,0
2025-06-21,172,129,713.608822222222,713.608822222222,0,3489.1029,0
2025-06-21,172,130,712.259509722222,697.067009722222,0,3713.49,0
2025-06-21,172,131,713.498584722222,671.765634722222,0,3715.4477,0
2025-06-21,172,132,664.935205555555,644.229668055556,0,3460.6768,0
2025-06-21,172,133,1387.23538333333,1330.48371666667,0,3169.68,0
2025-06-21,172,134,1384.00022916667,1367.6681875,0,3161.2424,0
2025-06-21,172,135,639.3211,639.3211,0,3268.4465,0
2025-06-21,172,136,1414.08496666667,1347.73996666667,0,3317.19,0
2025-06-21,172,137,1403.06109583333,1397.1878375,0,3281.0391,0
2025-06-21,172,138,1429.22035416667,1389.67476666667,0,3250.7574,0
2025-06-21,172,139,1405.53228246528,1332.26436579861,0,3190.39,0
2025-06-21,172,140,1418.61561996528,1352.66384913194,0,2998.9363,0
2025-06-21,172,141,1399.69526163194,1322.61171163194,0,2920.9743,0
2025-06-21,172,142,1432.39228246528,1352.46269913194,0,2989.3,0
2025-06-21,172,143,1386.19697829861,1346.37834496528,0,3024.571,0
2025-06-21,172,144,727.676265798611,727.676265798611,0,3193.3141,0
2025-09-23,266,1,1375.39049784722,1375.39049784722,0,3425.14,0
2025-09-23,266,2,1369.91309784722,1369.91309784722,0,3421.106,0
2025-09-23,266,3,1372.00643534722,1372.00643534722,0,3361.9091,0
2025-09-23,266,4,1372.66758118056,1372.66758118056,0,3388.6,0
2025-09-23,266,5,1340.18361868056,1340.18361868056,0,3591.0535,0
2025-09-23,266,6,1317.43378951389,1317.43378951389,0,3639.0639,0
2025-09-23,266,7,558.159299063525,558.159299063525,0,3538.62,0
2025-09-23,266,8,511.350876631944,511.350876631944,0,3584.1201,0
2025-09-23,266,9,517.456955798611,517.456955798611,0,3479.83,0
2025-09-23,266,10,1352.07959746528,1352.07959746528,0,3316.08,0
2025-09-23,266,11,527.738180798611,527.738180798611,0,3504.3201,0
2025-09-23,266,12,547.415405798611,547.415405798611,0,3611.1697,0
2025-09-23,266,13,566.593631805556,566.593631805556,0,3543.64,0
2025-09-23,266,14,539.321577638889,539.321577638889,0,3627.3783,0
2025-09-23,266,15,525.774752638889,525.774752638889,0,3646.7973,0
2025-09-23,266,16,525.318215138889,525.318215138889,0,3569.92,0
2025-09-23,266,17,496.109081805556,496.109081805556,0,3591.0744,0
2025-09-23,266,18,503.311823472222,503.311823472222,0,3523.6786,0
2025-09-23,266,19,552.440581875,552.440581875,0,3402.03,0
2025-09-23,266,20,549.699902708333,549.699902708333,0,3470.8796,0
2025-09-23,266,21,517.619686041667,517.619686041667,0,3546.3118,0
2025-09-23,266,22,496.467665208333,496.467665208333,0,3521.1,0
2025-09-23,266,23,513.158952708333,513.158952708333,0,3493.0415,0
2025-09-23,266,24,531.694536041667,531.694536041667,0,3616.52,0
2025-09-23,266,25,551.833242048611,551.833242048611,0,3738.77,0
2025-09-23,266,26,566.116746215278,566.116746215278,0,3573.138,0.0019
2025-09-23,266,27,605.693708715278,605.693708715278,0,3548.8256,0
2025-09-23,266,28,625.627408715278,625.627408715278,0,3696.43,0
2025-09-23,266,29,564.384025381944,564.384025381944,0,3629.4046,0.0268
2025-09-23,266,30,528.336329548611,528.336329548611,0,3602.4949,0
2025-09-23,266,31,557.072164791667,557.072164791667,0,3708.74,0
2025-09-23,266,32,558.041723125,558.041723125,0,3751.3647,0.3731
2025-09-23,266,33,549.696289791667,549.696289791667,0,3689.4488,0
2025-09-23,266,34,539.318414791667,539.318414791667,0,3557.68,0
2025-09-23,266,35,1370.051360625,1370.051360625,0,3509.0644,5.1961
2025-09-23,266,36,638.518198125,638.518198125,0,4001.4806,0
2025-09-23,266,37,-0,0,0,4743.74,0
2025-09-23,266,38,-0,-0,0,4911.4158,148.7833
2025-09-23,266,39,-0,0,0,4831.9735,376.0146
2025-09-23,266,40,-0,0,0,4792.2,649.3875
2025-09-23,266,41,-0,0,0,4757.3085,973.8044
2025-09-23,266,42,550.383896166666,518.552873076864,0,4755.1526,1245.8597
2025-09-23,266,43,490.135552083334,449.521935416667,0,4789.05,1511.775
2025-09-23,266,44,492.957607638889,400.270700840649,0,4816.282,1907.945
2025-09-23,266,45,503.401963194444,456.217660416667,0,4786.2179,2234.3678
2025-09-23,266,46,532.01636875,412.953552083333,0,4660.51,2492.5875
2025-09-23,266,47,472.819417361111,472.819417361111,0,4606.8822,2894.0726
2025-09-23,266,48,0,0,0,5489.8417,3343.4604
2025-09-23,266,49,0,0,0,6701.06,3753.1125
2025-09-23,266,50,0,0,0,6664.9869,4119.6249
2025-09-23,266,51,0,0,0,6469.7028,4427.9049
2025-09-23,266,52,0,0,0,6635.97,4698.6375
2025-09-23,266,53,0,0,0,6600.0815,4997.093
2025-09-23,266,54,0,0,0,6462.4233,5400.3214
2025-09-23,266,55,0,0,0,6427.57,5807.85
2025-09-23,266,56,0,0,0,6551.7343,6020.5511
2025-09-23,266,57,0,0,0,6611.8297,6159.4673
2025-09-23,266,58,0,0,0,6584.42,6306.2625
2025-09-23,266,59,0,0,0,6627.8893,6423.4053
2025-09-23,266,60,0,0,0,6567.1756,6483.305
2025-09-23,266,61,0,0,0,6455.96,6487.7625
2025-09-23,266,62,0,0,0,6527.0912,6506.7574
2025-09-23,266,63,0,0,0,6488.4499,6763.9313
2025-09-23,266,64,0,0,0,6336.11,7139.7
2025-09-23,266,65,0,0,0,6376.9432,7257.6775
2025-09-23,266,66,0,0,0,6473.6947,7240.5731
2025-09-23,266,67,0,0,0,6470.56,7359.675
2025-09-23,266,68,414.471487430555,0,0,6357.1346,7784.7849
2025-09-23,266,69,-0,0,0,6310.6975,8209.6886
2025-09-23,266,70,247.890769027262,0,0,6431.52,8399.7375
2025-09-23,266,71,531.134883263889,0,0,6604.0357,8379.679
2025-09-23,266,72,536.541327708333,-0,0,6371.5522,8435.4109
2025-09-23,266,73,414.725725347222,304.838508680555,0,5893.69,8613.5625
2025-09-23,266,74,502.423407156293,306.874651736111,0,5815.5593,8690.3915
2025-09-23,266,75,483.858094791666,327.341540625,0,5929.8452,8581.2694
2025-09-23,266,76,486.849250347222,314.595625347222,0,5958.43,8484.4875
2025-09-23,266,77,631.563525347222,339.747668402778,0,5882.5546,8645.3297
2025-09-23,266,78,0,471.531740625,0,6091.5912,8546.664
2025-09-23,266,79,0,0,0,6408.53,8135.1375
2025-09-23,266,80,0,0,0,6253.4833,7884.9488
2025-09-23,266,81,0,0,0,6080.4251,7754.0988
2025-09-23,266,82,0,0,0,6115.63,7607.2875
2025-09-23,266,83,0,0,0,6161.9414,7394.5585
2025-09-23,266,84,-0,0,0,6291.8498,7228.1769
2025-09-23,266,85,0,0,0,6409.53,7094.9625
2025-09-23,266,86,0,0,0,6298.6605,6838.0168
2025-09-23,266,87,0,0,0,6212.8259,6393.4647
2025-09-23,266,88,0,0,0,6236.6,5854.05
2025-09-23,266,89,0,0,0,6217.1274,5393.4146
2025-09-23,266,90,0,0,0,6206.2876,4990.8009
2025-09-23,266,91,198.844248090278,198.844248090278,0,6262.68,4761.6375
2025-09-23,266,92,314.582559390003,474.891693304957,0,6377.3851,4842.082
2025-09-23,266,93,271.024310590278,271.024310590278,0,6461.0017,4734.2965
2025-09-23,266,94,332.282689756944,332.282689756944,0,6382.45,4417.2375
2025-09-23,266,95,427.256952256945,427.256952256945,0,6120.1976,4306.354
2025-09-23,266,96,473.887693923611,473.887693923611,0,6153.6297,4035.9346
2025-09-23,266,97,475.559130590278,475.559130590278,0,6505.17,3543.675
2025-09-23,266,98,498.134958368056,498.134958368056,0,6704.9712,3168.3753
2025-09-23,266,99,547.4812653125,547.4812653125,0,6651.3841,2836.5022
2025-09-23,266,100,586.334397256944,586.334397256944,0,6512.95,2503.5375
2025-09-23,266,101,609.897004201389,609.897004201389,0,6516.7553,2218.6701
2025-09-23,266,102,650.613872229166,650.613872229166,0,6452.5286,1863.5925
2025-09-23,266,103,723.277499548611,723.277499548611,0,6349.71,1465.3875
2025-09-23,266,104,702.200539826389,702.200539826389,0,6441.2731,1178.7512
2025-09-23,266,105,727.613156493056,727.613156493056,0,6397.9351,917.9154
2025-09-23,266,106,804.255666215278,804.255666215278,0,6368.49,630.1875
2025-09-23,266,107,866.203930104167,887.840709270833,0,6667.634,356.458
2025-09-23,266,108,767.604867604166,784.119360659722,0,5886.4358,131.4439
2025-09-23,266,109,628.0152428125,628.0152428125,0,4515.87,0
2025-09-23,266,110,604.1593178125,617.467063645833,0,4585.9791,0
2025-09-23,266,111,664.3200428125,680.075126145833,0,4985.787,4.4234
2025-09-23,266,112,578.288239308044,781.648159479166,0,5006.5,0
2025-09-23,266,113,695.096438645833,735.078559479167,0,5016.9579,0
2025-09-23,266,114,668.1310178125,729.0740428125,0,4862.5058,0.3176
2025-09-23,266,115,-0,622.366599756944,0,4664.56,0
2025-09-23,266,116,0,-0,0,4794.5933,0
2025-09-23,266,117,-0,666.564753923611,0,4953.598,0.0228
2025-09-23,266,118,-0,-0,0,4906.9,0
2025-09-23,266,119,-0,-0,0,4721.0181,0
2025-09-23,266,120,-0,648.470966423611,0,4705.315,0.0016
2025-09-23,266,121,-0,103.688715928193,0,4871.47,0
2025-09-23,266,122,0,-0,0,4963.0687,0
2025-09-23,266,123,-0,629.7581865625,0,5061.4062,0
2025-09-23,266,124,-0,-0,445.404156812501,5038.25,0
2025-09-23,266,125,0,0,784.895283333333,4709.3717,0
2025-09-23,266,126,708.724779754452,717.429303229166,84.2324967708335,4809.9708,0
2025-09-23,266,127,698.259426979166,704.737343645833,164.479323020833,5215.3,0
2025-09-23,266,128,688.726414479167,736.388606145833,106.1357771875,5055.1463,0
2025-09-23,266,129,687.689393645833,726.563589479167,78.0315938541667,4827.5711,0
2025-09-23,266,130,695.3077603125,703.685388913323,109.696277753343,4880.29,0
2025-09-23,266,131,757.5489353125,757.5489353125,72.3201980208334,4979.2148,0
2025-09-23,266,132,679.401718645833,725.968406145833,42.2180938541668,4609.119,0
2025-09-23,266,133,1260.19706989583,1260.19706989583,0,3835.46,0
