slot,plan_kwh,adj_kwh,em_kwh,chg_kwh,dis_kwh,E_kwh,E0_kwh
36,0,0,0,0,671.463116666667,9048.9549416358,1200.95274851852
37,0,7.5791225147744e-14,0,0,827.015,8130.04938608024,1200.95274851852
38,0,0,0,0,791.949933333333,7250.10501570987,1200.95274851852
39,0,0,0,0,709.963316666667,6461.25688608024,1200.95274851852
40,0,0,0,0,671.370833333333,5715.28929348765,1200.95274851852
41,0,7.5791225147744e-14,0,0,629.044866666667,5016.35055274691,1200.95274851852
42,0,0,0,0,586.155916666667,4365.06620089506,1200.95274851852
43,0,0,0,0,531.182083333333,3774.86388608024,1200.95274851852
44,0,7.5791225147744e-14,0,0,446.5755,3278.66888608024,1200.95274851852
45,0,0,0,0,401.241616666667,2832.84486756172,1200.95274851852
46,0,0,0,0,369.577083333333,2422.20366385802,1200.95274851852
47,0,0,0,0,280.6902,2110.32566385802,1200.95274851852
48,0,0,0,0,334.578066666667,1738.57225645061,1200.95274851852
49,0,0,3.46455252778189,0,484.715030805551,1200,1200.95274851852
50,0,0,482.80385,0,0,1200,1200.95274851852
51,0,0,438.3714,0,0,1200,1200.95274851852
52,0,0,411.1575,0,0,1200,1200.95274851852
53,0,0,332.672183333333,0,0,1200,1200.95274851852
54,0,0,278.005133333333,0,0,1200,1200.95274851852
55,0,0,262.820416666667,0,0,1200,1200.95274851852
56,0,0,221.283766666667,0,0,1200,1200.95274851852
57,0,0,150.518366666667,0,0,1200,1200.95274851852
58,0,0,77.1854166666667,0,0,1200,1200.95274851852
59,0,0,36.09475,0,0,1200,1200.95274851852
60,0,0,41.2573499999999,0,0,1200,1200.95274851852
61,0,0,45.2070833333334,0,0,1200,1200.95274851852
62,0,0,0,16.2087499999999,0,1214.587875,1200.95274851852
63,0,0,0,54.7877999999999,0,1263.896895,1200.95274851852
64,0,0,0,67.5775,0,1324.716645,1200.95274851852
65,0,0,0,135.713066666667,0,1446.858405,1200.95274851852
66,0,0,0,183.836566666667,0,1612.311315,1200.95274851852
67,0,0,0,163.85,0,1759.776315,1200.95274851852
68,0,0,0,109.937383333333,0,1858.71996,1200.95274851852
69,0,0,0,109.84115,0,1957.576995,1200.95274851852
70,0,0,0,159.577083333333,0,2101.19637,1200.95274851852
71,0,0,0,180.267616666667,0,2263.437225,1200.95274851852
72,0,0,0,209.235116666667,0,2451.74883,1200.95274851852
73,0,591.07955,0,833.333333333333,0,3201.74883,1200.95274851852
74,0,576.541066666667,0,833.333333333333,0,3951.74883,1200.95274851852
75,0,579.657033333333,0,833.333333333333,0,4701.74883,1200.95274851852
76,794.78455,604.774966666667,0,833.333333333333,0,5451.74883,1200.95274851852
77,0,645.591116666667,0,833.333333333333,0,6201.74883,1200.95274851852
78,34.2026388888888,34.2026388888888,0,207.300872222222,0,6388.319615,1200.95274851852
79,77.3579833333333,77.3579833333333,0,273.09465,0,6634.1048,1200.95274851852
80,159.09485,159.09485,0,297.170416666667,0,6901.558175,1200.95274851852
81,188.9931,188.9931,0,279.293483333333,0,7152.92231,1200.95274851852
82,190.93445,190.93445,0,286.0532,0,7410.37019,1200.95274851852
83,244.41185,244.41185,0,346.610966666667,0,7722.32006,1200.95274851852
84,0,115.358475,0,220.151208333333,0,7920.4561475,1200.95274851852
85,0,0,0,86.6549999999999,0,7998.4456475,1200.95274851852
86,0,0,0,28.3552333333334,0,8023.9653575,1200.95274851852
87,0,0,0,0,18.5539,8003.34991305555,1200.95274851852
88,0,0,0,0,39.5170833333333,7959.44204268518,1200.95274851852
89,0,392.180605555556,0,321.887322222222,0,8249.14063268518,1200.95274851852
90,1429.82151666667,1268.07879444444,0,833.333333333333,0,8999.14063268518,1200.95274851852
91,1467.20805,1316.61566666667,0,833.333333333333,0,9749.14063268518,1200.95274851852
92,1478.32498055556,1348.77327222222,0,833.333333333333,0,10499.1406326852,1200.95274851852
93,1511.53976111111,1403.02872777778,0,334.288185905352,0,10800,1200.95274851852
94,795.693978086416,1476.89886666667,0,0,0,10800,1200.95274851852
95,762.980522222222,1529.88417222222,0,0,0,10800,1200.95274851852
96,792.104052777778,985.954226337447,0,0,0,10800,1200.95274851852
97,825.1054,825.1054,0,0,0,10800,1200.95274851852
98,852.015494444444,852.015494444444,0,0,0,10800,1200.95274851852
99,878.122355555555,878.122355555555,0,0,0,10800,1200.95274851852
100,915.696866666667,915.696866666667,0,0,0,10800,1200.95274851852
101,965.497061111111,965.497061111111,0,0,0,10800,1200.95274851852
102,996.990455555556,996.990455555556,0,0,0,10800,1200.95274851852
103,1017.03166666667,1017.03166666667,0,0,0,10800,1200.95274851852
104,1023.88281666667,1023.88281666667,0,0,0,10800,1200.95274851852
105,1012.50223333333,1012.50223333333,0,0,0,10800,1200.95274851852
106,1004.28,1004.28,0,0,0,10800,1200.95274851852
107,1035.5736,1035.5736,0,0,0,10800,1200.95274851852
108,899.02445,899.02445,0,0,0,10800,1200.95274851852
109,682.353333333333,682.353333333334,0,0,0,10800,1200.95274851852
110,697.997283333333,697.997283333333,0,0,0,10800,1200.95274851852
111,740.237783333333,740.237783333333,0,0,0,10800,1200.95274851852
112,709.241666666667,709.241666666667,0,0,0,10800,1200.95274851852
113,140.625300000001,140.625299999999,0,0,573.797516666667,10162.4472037037,1200.95274851852
114,0,0,0,0,744.974333333333,9334.69794444444,1200.95274851852
115,0,0,0,0,763.206666666667,8486.69053703704,1200.95274851852
116,0,1.51582450295488e-13,0,0,746.718033333333,7657.00383333333,1200.95274851852
117,0,1.51582450295488e-13,0,0,714.2555,6863.38661111111,1200.95274851852
118,0,1.51582450295488e-13,0,0,699.463333333333,6086.20512962963,1200.95274851852
119,0,1.51582450295488e-13,0,0,721.8114,5284.19246296296,1200.95274851852
120,0,0,0,0,728.491,4474.75801851852,1200.95274851852
121,0,1.51582450295488e-13,0,0,726.368333333333,3667.68209259259,1200.95274851852
122,0,0,0,0,764.336516666667,2818.4192962963,1200.95274851852
123,0,1.51582450295488e-13,0,0,753.943816666667,1980.70394444445,1200.95274851852
124,0,1.51582450295488e-13,0,0,702.561666666666,1200.07987037037,1200.95274851852
125,709.374483333333,709.374483333333,0,0,0,1200.07987037037,1200.95274851852
126,719.835983333333,719.835983333333,0,0,0,1200.07987037037,1200.95274851852
127,709.541666666667,709.541666666667,0,0,0,1200.07987037037,1200.95274851852
128,715.044683333333,715.044683333333,0,0,0,1200.07987037037,1200.95274851852
129,736.4506,736.4506,0,0,0,1200.07987037037,1200.95274851852
130,758.933333333333,758.933333333333,0,0,0,1200.07987037037,1200.95274851852
131,754.375466666667,754.375466666667,0,0,0,1200.07987037037,1200.95274851852
132,1500.27086666667,666.937533333333,0,0,0,1200.07987037037,1200.95274851852
133,1386.49,553.156666666667,0,0,0,1200.07987037037,1200.95274851852
134,538.901466666667,538.901466666667,0,0,0,1200.07987037037,1200.95274851852
135,1386.66183333333,553.3285,0,0,0,1200.07987037037,1200.95274851852
136,1375.97333333333,542.64,0,0,0,1200.07987037037,1200.95274851852
137,524.0221,524.0221,0,0,0,1200.07987037037,1200.95274851852
138,1360.3029,526.969566666667,0,0,0,1200.07987037037,1200.95274851852
139,549.4,549.4,0,0,0,1200.07987037037,1200.95274851852
140,559.40135,559.40135,0,0,0,1200.07987037037,1200.95274851852
141,1376.96126666667,543.627933333333,0,0,0,1200.07987037037,1200.95274851852
142,1130.74833333333,544.621666666667,0,0,0,1200.07987037037,1200.95274851852
143,600.679333333333,600.679333333333,0,0,0,1200.07987037037,1200.95274851852
144,540.978183333333,540.978183333333,0,0,0,1200.07987037037,1200.95274851852
