class_code,sale_date,qty,revenue,avg_price,qty_am,qty_noon,qty_pm,disc_avg_price,loss_bar,weekday,is_weekend
1011010201,2020-07-16,39.45,417.228,10.5761216730038,18.013,10.763,10.674,6.88674698795181,0.14142,5,0
1011010402,2020-07-16,11.354,162.7251,14.3319623040338,7.798,1.49,2.066,12.3083689154569,0.119747368421053,5,0
1011010501,2020-07-16,26.586,192.9674,7.25823365681186,12.298,5.507,8.781,5.5014481409002,0.07122,5,0
1011010504,2020-07-16,72.656,764.0534,10.5160399691698,24.83,17.453,30.373,8.43406553835074,0.0851533333333334,5,0
1011010801,2020-07-16,53.685,641.0918,11.9417304647481,21.999,13.702,17.984,16.2944645340751,0.0813097222222222,5,0
1011010101,2020-07-17,201.67,1377.6054,6.83098824812813,65.911,57.393,78.366,6.21359161413698,0.102803,6,0
1011010201,2020-07-17,44.198,455.7297,10.3110932621386,15.547,13.724,14.927,9.72961086806355,0.14142,6,0
1011010402,2020-07-17,10.727,154.124,14.3678568099189,9.187,0.895,0.645,NaN,0.119747368421053,6,0
1011010501,2020-07-17,37.251,294.065,7.89415049260423,8.152,9.255,19.844,7.73846801346802,0.07122,6,0
1011010504,2020-07-17,61.025,690.4716,11.3145694387546,19.15,15.386,26.489,10.0052257444765,0.0851533333333334,6,0
1011010801,2020-07-17,51.908,656.7742,12.6526585497419,15.457,11.645,24.806,10.5925363053023,0.0813097222222222,6,0
1011010101,2020-07-18,275.265,2023.5223,7.35117904564692,123.968,66.049,85.248,6.06913700966459,0.102803,7,1
1011010201,2020-07-18,61.088,634.3341,10.3839395625982,22.298,21.969,16.821,9.95081815375116,0.14142,7,1
1011010402,2020-07-18,10.418,151.2599,14.5190919562296,7.54,0.401,2.477,13.3186083123426,0.119747368421053,7,1
1011010501,2020-07-18,56.585,393.6409,6.95662984889989,27.217,13.746,15.622,6.06561907020873,0.07122,7,1
1011010504,2020-07-18,85.051,987.4653,11.6102726599335,33.645,21.921,29.485,10.0332177180432,0.0851533333333334,7,1
1011010801,2020-07-18,71.884,884.559,12.3053669801347,34.024,21.109,16.751,9.63521962274212,0.0813097222222222,7,1
1011010101,2020-07-19,321.164,2307.3773,7.18442073208703,160.003,72.785,88.376,6.21986529394785,0.102803,1,1
1011010201,2020-07-19,76.351,809.2379,10.5989168445731,43.207,16.402,16.742,10.1605010091416,0.14142,1,1
1011010402,2020-07-19,11.124,159.4384,14.3328299172959,8.702,2.19,0.232,13.4809589041096,0.119747368421053,1,1
1011010501,2020-07-19,71.772,556.3028,7.75097252410411,31.381,15.577,24.814,6.56836470096194,0.07122,1,1
1011010504,2020-07-19,103.776,1116.3662,10.7574602991058,55.554,25.99,22.232,9.62790740569953,0.0851533333333334,1,1
1011010801,2020-07-19,80.322,1123.2615,13.9844812131172,44.82,24.171,11.331,15.1110006027728,0.0813097222222222,1,1
1011010101,2020-07-20,204.997,1412.958,6.89257891578901,80.218,33.386,91.393,5.61240070609003,0.102803,2,0
1011010201,2020-07-20,47.431,411.3892,8.67342455356202,11.857,10.698,24.876,6.15834180044707,0.14142,2,0
1011010402,2020-07-20,9.548,134.2522,14.0607666527021,7.297,1.625,0.626,8.73431192660551,0.119747368421053,2,0
1011010501,2020-07-20,33.947,280.5997,8.2658173034436,14.213,3.221,16.513,7.5341690359266,0.07122,2,0
1011010504,2020-07-20,67.35,677.3549,10.0572368225687,21.25,12.114,33.986,8.31084293065426,0.0851533333333334,2,0
1011010801,2020-07-20,52.617,627.6752,11.9291331698881,16.475,9.823,26.319,10.9549866666667,0.0813097222222222,2,0
1011010101,2020-07-21,214.99,1592.4823,7.40723894134611,88.344,41.111,85.535,6.29877762430939,0.102803,3,0
1011010201,2020-07-21,49.005,461.4358,9.41609631670238,19.251,12.236,17.518,9.73266796494644,0.14142,3,0
1011010402,2020-07-21,12.744,213.1828,16.728091650973,9.425,1.152,2.167,16.3829099307159,0.119747368421053,3,0
1011010501,2020-07-21,27.094,206.342,7.61578209197608,8.258,3.944,14.892,6.19308510638298,0.07122,3,0
1011010504,2020-07-21,56.993,571.6611,10.0303739055673,21.497,13.857,21.639,8.95581540380418,0.0851533333333334,3,0
1011010801,2020-07-21,45.905,570.2716,12.4228646116981,15.261,6.753,23.891,10.9582774626096,0.0813097222222222,3,0
1011010101,2020-07-22,232.783,1648.3367,7.08100118994944,80,54.216,98.567,5.61397467798595,0.102803,4,0
1011010201,2020-07-22,53.675,531.4384,9.9010414531905,22.599,12.117,18.959,10.1167080231596,0.14142,4,0
1011010402,2020-07-22,11.05,180.9364,16.374334841629,5.949,2.816,2.285,14.6405328258801,0.119747368421053,4,0
1011010501,2020-07-22,48.247,372.4259,7.71915144983108,18.16,14.903,15.184,7.5169239565466,0.07122,4,0
1011010504,2020-07-22,81.36,801.0997,9.8463581612586,29.514,22.045,29.801,8.98122386395317,0.0851533333333334,4,0
1011010801,2020-07-22,66.794,745.5677,11.1621957062012,27.579,13.109,26.106,9.59815842583249,0.0813097222222222,4,0
1011010101,2020-07-23,200.441,1426.5588,7.11710079275198,74.97,40.961,84.51,4.56304293604133,0.102803,5,0
1011010201,2020-07-23,39.425,420.2273,10.6589042485732,19.999,7.682,11.744,7.8056799740344,0.14142,5,0
1011010402,2020-07-23,30.417,207.4809,6.8212151099714,15.463,4.558,10.396,2.42324482448245,0.119747368421053,5,0
1011010501,2020-07-23,44.142,338.846,7.67627203117213,17.664,10.098,16.38,5.56896149358226,0.07122,5,0
1011010504,2020-07-23,57.639,640.9893,11.120756779264,17.7,19.129,20.81,9.179592376919,0.0851533333333334,5,0
1011010801,2020-07-23,56.759,623.9236,10.9925051533677,16.482,16.423,23.854,12.2438988095238,0.0813097222222222,5,0
1011010101,2020-07-24,176.325,1340.1699,7.60056656741812,70.89,31.717,73.718,7.06098438643571,0.102803,6,0
1011010201,2020-07-24,38.284,409.2171,10.6889849545502,11.721,6.65,19.913,8.53085492227979,0.14142,6,0
1011010402,2020-07-24,11.74,197.4297,16.8168398637138,8.101,1.567,2.072,14.8519154557464,0.119747368421053,6,0
1011010501,2020-07-24,34.97,289.3317,8.27371175293109,14.177,4.217,16.576,7.46205951448708,0.07122,6,0
1011010504,2020-07-24,58.738,600.5783,10.2246978106166,13.528,14.101,31.109,9.70806210250655,0.0851533333333334,6,0
1011010801,2020-07-24,49.201,573.4826,11.6559134976931,20.034,9.428,19.739,10.1943285395989,0.0813097222222222,6,0
1011010101,2020-07-25,227.137,1805.9512,7.9509335775325,93.495,49.554,84.088,6.56496640735502,0.102803,7,1
1011010201,2020-07-25,57.421,620.8881,10.8129099110082,28.106,7.319,21.996,8.96109184328838,0.14142,7,1
1011010402,2020-07-25,10.424,150.716,14.4585571757483,7.483,2.052,0.889,12.1966987620358,0.119747368421053,7,1
1011010501,2020-07-25,61.874,435.2305,7.03414196593076,24.185,12.002,25.687,6.13226013649137,0.07122,7,1
1011010504,2020-07-25,94.206,951.9405,10.1048818546589,37.862,21.658,34.686,9.01100807418658,0.0851533333333334,7,1
1011010801,2020-07-25,67.013,809.1515,12.0745452374912,31.675,17.945,17.393,11.7859187109187,0.0813097222222222,7,1
1011010101,2020-07-26,250.825,2045.4513,8.1548940496362,107.185,66.788,76.852,6.69725886878473,0.102803,1,1
1011010201,2020-07-26,64.119,711.6964,11.099617897971,25.311,22.523,16.285,9.69250190445097,0.14142,1,1
1011010402,2020-07-26,12.988,234.4727,18.0530258700339,9.47,2.636,0.882,16.2892692897292,0.119747368421053,1,1
1011010501,2020-07-26,69.521,515.1741,7.41033788351721,27.198,15.865,26.458,5.78202173628388,0.07122,1,1
1011010504,2020-07-26,102.061,1058.5517,10.3717551268359,34.735,25.674,41.652,9.85321121165306,0.0851533333333334,1,1
1011010801,2020-07-26,71.295,882.8239,12.3826902307315,29.745,23.534,18.016,11.1007693107392,0.0813097222222222,1,1
1011010101,2020-07-27,198.009,1568.9211,7.92348378104026,91.714,29.374,76.921,7.45420017387524,0.102803,2,0
1011010201,2020-07-27,42.876,463.1993,10.8032302453587,24.539,7.63,10.707,9.61812775752925,0.14142,2,0
1011010402,2020-07-27,17.265,246.9673,14.3045062264697,10.508,2.74,4.017,18.9197828709288,0.119747368421053,2,0
1011010501,2020-07-27,36.121,265.8719,7.36059079206002,18.264,10.081,7.776,5.93859332732191,0.07122,2,0
1011010504,2020-07-27,71.402,776.7884,10.8790846194784,28.109,14.224,29.069,10.842658922233,0.0851533333333334,2,0
1011010801,2020-07-27,52.777,654.2723,12.3969210072569,21.344,10.522,20.911,8.97634344804204,0.0813097222222222,2,0
1011010101,2020-07-28,165.443,1326.3971,8.01724521436386,74.343,29.992,61.108,6.10995271039496,0.102803,3,0
1011010201,2020-07-28,34.937,379.2339,10.8547929129576,12.502,4.488,17.947,11.4631698455949,0.14142,3,0
1011010402,2020-07-28,13.959,166.7864,11.9483057525611,6.788,3.814,3.357,10.4,0.119747368421053,3,0
1011010501,2020-07-28,40.34,313.6707,7.77567426871592,18.57,6.045,15.725,6.82645955275401,0.07122,3,0
1011010504,2020-07-28,66.001,667.8376,10.1185982030575,22.685,13.834,29.482,9.55174979653529,0.0851533333333334,3,0
1011010801,2020-07-28,47.728,550.9985,11.5445545591686,16.317,7.03,24.381,13.4943215892054,0.0813097222222222,3,0
1011010101,2020-07-29,193.729,1516.066,7.8257049796365,75.103,38.408,80.218,6.34863341029909,0.102803,4,0
1011010201,2020-07-29,42.22,486.9335,11.533242539081,19.791,9.193,13.236,11.2359751730723,0.14142,4,0
1011010402,2020-07-29,18.597,226.9722,12.2047749637038,9.389,3.598,5.61,11.4,0.119747368421053,4,0
1011010501,2020-07-29,40.777,324.2181,7.95100424258773,14.091,6.574,20.112,7.5883441434567,0.07122,4,0
1011010504,2020-07-29,82.494,815.1328,9.88111620239048,39.088,12.655,30.751,8.23604461711994,0.0851533333333334,4,0
1011010801,2020-07-29,54.315,660.9125,12.168139556292,21.34,9.463,23.512,13.5990166933455,0.0813097222222222,4,0
1011010101,2020-07-30,201.743,1575.9332,7.81158801048859,96.955,37.297,67.491,6.16814623423701,0.102803,5,0
1011010201,2020-07-30,38.198,392.4168,10.2732289648673,20.564,8.465,9.169,8.56044107512061,0.14142,5,0
1011010402,2020-07-30,10.645,126.7949,11.9112165335838,8.432,0.827,1.386,11.0471876341778,0.119747368421053,5,0
1011010501,2020-07-30,46.311,355.9828,7.68678715639913,18.369,8.508,19.434,6.43929679420889,0.07122,5,0
1011010504,2020-07-30,68.219,647.6431,9.49358829651564,28.969,11.437,27.813,8.69519986334131,0.0851533333333334,5,0
1011010801,2020-07-30,50.774,578.2916,11.3895221963997,20.709,11.676,18.389,14.5744694743715,0.0813097222222222,5,0
1011010101,2020-07-31,197.166,1534.2384,7.78145522047412,72.545,44.03,80.591,5.9,0.102803,6,0
1011010201,2020-07-31,37.549,393.0233,10.4669445258196,12.328,8.841,16.38,3.9,0.14142,6,0
1011010402,2020-07-31,19.062,213.33,11.1913755114888,7.836,2.332,8.894,NaN,0.119747368421053,6,0
1011010501,2020-07-31,34.092,265.107,7.77622316085885,12.561,8.073,13.458,NaN,0.07122,6,0
1011010504,2020-07-31,41.104,440.091,10.7067681977423,17.637,8.882,14.585,NaN,0.0851533333333334,6,0
1011010801,2020-07-31,45.587,522.947,11.4714063219778,15.079,12.918,17.59,NaN,0.0813097222222222,6,0
1011010101,2020-08-01,229.89,1835.8272,7.9856766279525,120.528,37.115,72.247,6.35927453198555,0.102803,7,1
1011010201,2020-08-01,54.362,607.9993,11.1842702623156,27.186,11.264,15.912,10.7095770151636,0.14142,7,1
1011010402,2020-08-01,21.432,237.8084,11.0959499813363,16.496,3.023,1.913,9.7,0.119747368421053,7,1
1011010501,2020-08-01,48.805,353.9742,7.25282655465629,19.612,5.205,23.988,5.85407807045382,0.07122,7,1
1011010504,2020-08-01,66.156,693.1243,10.4771192333273,30.777,10.879,24.5,9.46387969094923,0.0851533333333334,7,1
1011010801,2020-08-01,53.797,669.5794,12.4464077922561,28.582,8.194,17.021,11.8151706700379,0.0813097222222222,7,1
1011010101,2020-08-02,243.138,2089.567,8.59416051789519,123.288,45.112,74.738,6.54625940681718,0.102803,1,1
1011010201,2020-08-02,49.219,556.502,11.3066498709848,25.385,11.431,12.403,NaN,0.14142,1,1
1011010402,2020-08-02,56.154,627.7452,11.1789934822096,31.618,9.345,15.191,9,0.119747368421053,1,1
1011010501,2020-08-02,50.893,352.942,6.93498123514039,20.619,9.964,20.31,NaN,0.07122,1,1
1011010504,2020-08-02,67.963,661.0504,9.72662183835322,26.166,14.238,27.559,NaN,0.0851533333333334,1,1
1011010801,2020-08-02,54.961,617.6406,11.2377977111042,26.909,7.468,20.584,NaN,0.0813097222222222,1,1
1011010101,2020-08-03,207.843,1680.6198,8.08600626434376,97.549,30.592,79.702,6,0.102803,2,0
1011010201,2020-08-03,44.426,492.028,11.0752262188808,20.785,6.983,16.658,NaN,0.14142,2,0
1011010402,2020-08-03,15.555,195.6176,12.5758662809386,13.083,0.538,1.934,NaN,0.119747368421053,2,0
1011010501,2020-08-03,45.191,302.953,6.70383483436967,17.949,5.707,21.535,NaN,0.07122,2,0
1011010504,2020-08-03,86.474,854.4544,9.88105557739899,41.432,12.449,32.593,NaN,0.0851533333333334,2,0
1011010801,2020-08-03,48.575,600.7602,12.3676829644879,21.651,5.656,21.268,8,0.0813097222222222,2,0
1011010101,2020-08-04,180.012,1328.5652,7.38042574939448,69.127,39.529,71.356,6.8,0.102803,3,0
1011010201,2020-08-04,44.534,484.39,10.8768581308663,21.876,6.296,16.362,NaN,0.14142,3,0
1011010402,2020-08-04,26.208,319.5464,12.1927045177045,20.554,2.226,3.428,NaN,0.119747368421053,3,0
1011010501,2020-08-04,30.591,228.636,7.47396293027361,9.91,5.415,15.266,NaN,0.07122,3,0
1011010504,2020-08-04,73.365,706.3548,9.6279533837661,28.63,13.242,31.493,NaN,0.0851533333333334,3,0
1011010801,2020-08-04,45.301,570.8358,12.6009536213329,21.694,8.591,15.016,NaN,0.0813097222222222,3,0
1011010101,2020-08-05,244.395,1891.6622,7.74018371897952,106.712,51.613,86.07,6.36221788799108,0.102803,4,0
1011010201,2020-08-05,43.631,446.41,10.2314867869176,24.824,7.509,11.298,NaN,0.14142,4,0
1011010402,2020-08-05,21.452,258.012,12.0274100316987,15.759,3.571,2.122,NaN,0.119747368421053,4,0
1011010501,2020-08-05,49.472,368.65,7.45168984476067,20.514,8.175,20.783,NaN,0.07122,4,0
1011010504,2020-08-05,82.229,808.7544,9.83539140692456,32.417,15.942,33.87,NaN,0.0851533333333334,4,0
1011010801,2020-08-05,62.84,757.8292,12.0596626352642,24.653,14.208,23.979,NaN,0.0813097222222222,4,0
1011010101,2020-08-06,234.777,1788.7844,7.61907852983895,96.479,37.529,100.769,4.60083632019116,0.102803,5,0
1011010201,2020-08-06,40.827,394.476,9.66213535160556,17.73,7.919,15.178,NaN,0.14142,5,0
1011010402,2020-08-06,19.115,220.8958,11.5561496207167,10.699,5.191,3.225,NaN,0.119747368421053,5,0
1011010501,2020-08-06,31.596,252.768,8,11.53,5.265,14.801,NaN,0.07122,5,0
1011010504,2020-08-06,74.047,731.4874,9.87869056140019,31.565,12.4,30.082,NaN,0.0851533333333334,5,0
1011010801,2020-08-06,48.611,596.5882,12.2726995947419,18.235,10.785,19.591,NaN,0.0813097222222222,5,0
1011010101,2020-08-07,204.941,1683.3442,8.21379909339761,95.997,39.209,69.735,8.13934820998555,0.102803,6,0
1011010201,2020-08-07,40.272,438.672,10.8927294398093,20.554,7.016,12.702,NaN,0.14142,6,0
1011010402,2020-08-07,25.415,312.622,12.3006885697423,15.556,6.844,3.015,NaN,0.119747368421053,6,0
1011010501,2020-08-07,51.799,266.16,5.13832313365123,15.703,8.092,28.004,NaN,0.07122,6,0
1011010504,2020-08-07,78.611,789.528,10.043479920113,26.215,18.765,33.631,NaN,0.0851533333333334,6,0
1011010801,2020-08-07,68.177,735.9746,10.7950569840269,27.918,13.749,26.51,NaN,0.0813097222222222,6,0
1011010101,2020-08-08,311.161,2505.7686,8.05296486384862,103.622,73.592,133.947,5.9,0.102803,7,1
1011010201,2020-08-08,58.156,619.868,10.6587110530298,22.728,15.155,20.273,NaN,0.14142,7,1
1011010402,2020-08-08,27.461,335.91,12.2322566548924,19.639,5.449,2.373,NaN,0.119747368421053,7,1
1011010501,2020-08-08,63.764,323.176,5.06831440938461,21.95,14.677,27.137,NaN,0.07122,7,1
1011010504,2020-08-08,100.292,980.1272,9.77273561201292,38.45,27.371,34.471,NaN,0.0851533333333334,7,1
1011010801,2020-08-08,92.144,863.66,9.37293801007119,25.459,23.196,43.489,NaN,0.0813097222222222,7,1
1011010101,2020-08-09,250.59,2007.366,8.01055908056986,115.575,41.191,93.824,4.65691585409895,0.102803,1,1
1011010201,2020-08-09,54.876,655.23,11.9401924338509,24.287,8.77,21.819,NaN,0.14142,1,1
1011010402,2020-08-09,25.9,289.348,11.1717374517375,13.307,6.34,6.253,NaN,0.119747368421053,1,1
1011010501,2020-08-09,51.835,259.75,5.01109289090383,16.173,8.432,27.23,NaN,0.07122,1,1
1011010504,2020-08-09,73.684,729.5186,9.90063785896531,36.568,18.691,18.425,NaN,0.0851533333333334,1,1
