prod_code,sale_date,qty,revenue,avg_price,has_discount,n_trans,qty_am,qty_noon,qty_pm
102900011029305,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031100,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031582,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031735,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031742,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031759,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032022,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032145,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032206,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032213,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032220,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032237,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032244,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032251,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032343,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032350,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032367,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032848,2020-07-01,0,0,NaN,0,0,0,0,0
102900011034262,2020-07-01,0,0,NaN,0,0,0,0,0
102900011034439,2020-07-01,0,0,NaN,0,0,0,0,0
102900011035078,2020-07-01,0,0,NaN,0,0,0,0,0
102900011036242,2020-07-01,0,0,NaN,0,0,0,0,0
102900051004294,2020-07-01,5.51,77.14,14,0,25,1.388,0.823,3.299
102900005115250,2020-07-01,0,0,NaN,0,0,0,0,0
102900005116530,2020-07-01,7.693,138.084,17.9493045625894,1,40,2.857,1.633,3.203
102900005116547,2020-07-01,13.863,83.178,6,0,34,6.003,3.729,4.131
102900005116837,2020-07-01,0,0,NaN,0,0,0,0,0
102900005116912,2020-07-01,1.138,15.932,14,0,6,0,0,1.138
102900005117353,2020-07-01,0,0,NaN,0,0,0,0,0
102900005119098,2020-07-01,0,0,NaN,0,0,0,0,0
102900005119104,2020-07-01,0,0,NaN,0,0,0,0,0
102900005119944,2020-07-01,0.783,12.528,16,0,3,0.238,0.401,0.144
102900005125815,2020-07-01,11.888,118.88,10,0,37,2.956,3.859,5.073
102900011001806,2020-07-01,0,0,NaN,0,0,0,0,0
102900011001813,2020-07-01,0,0,NaN,0,0,0,0,0
102900011007044,2020-07-01,0,0,NaN,0,0,0,0,0
102900011008577,2020-07-01,0,0,NaN,0,0,0,0,0
102900011009246,2020-07-01,0,0,NaN,0,0,0,0,0
102900011010563,2020-07-01,0,0,NaN,0,0,0,0,0
102900011011058,2020-07-01,0,0,NaN,0,0,0,0,0
102900011011546,2020-07-01,0,0,NaN,0,0,0,0,0
102900011011669,2020-07-01,0,0,NaN,0,0,0,0,0
102900011011782,2020-07-01,0,0,NaN,0,0,0,0,0
102900011012482,2020-07-01,0,0,NaN,0,0,0,0,0
102900011012871,2020-07-01,0,0,NaN,0,0,0,0,0
102900011012994,2020-07-01,0,0,NaN,0,0,0,0,0
102900011013274,2020-07-01,0,0,NaN,0,0,0,0,0
102900011018095,2020-07-01,0,0,NaN,0,0,0,0,0
102900011021675,2020-07-01,0,0,NaN,0,0,0,0,0
102900011021699,2020-07-01,0,0,NaN,0,0,0,0,0
102900011023075,2020-07-01,0,0,NaN,0,0,0,0,0
102900011026793,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030561,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030608,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030615,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030622,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030639,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030912,2020-07-01,0,0,NaN,0,0,0,0,0
102900011030929,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031599,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031841,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031858,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031926,2020-07-01,0,0,NaN,0,0,0,0,0
102900011031995,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032619,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032626,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032633,2020-07-01,0,0,NaN,0,0,0,0,0
102900011032640,2020-07-01,0,0,NaN,0,0,0,0,0
102900011033937,2020-07-01,0,0,NaN,0,0,0,0,0
102900011033944,2020-07-01,0,0,NaN,0,0,0,0,0
102900011033968,2020-07-01,0,0,NaN,0,0,0,0,0
102900011034330,2020-07-01,0,0,NaN,0,0,0,0,0
102900011034538,2020-07-01,0,0,NaN,0,0,0,0,0
102900011034705,2020-07-01,0,0,NaN,0,0,0,0,0
102900011035740,2020-07-01,0,0,NaN,0,0,0,0,0
102900011035788,2020-07-01,0,0,NaN,0,0,0,0,0
102900011036068,2020-07-01,0,0,NaN,0,0,0,0,0
102900011036266,2020-07-01,0,0,NaN,0,0,0,0,0
102900051009336,2020-07-01,0,0,NaN,0,0,0,0,0
106930274220092,2020-07-01,0,0,NaN,0,0,0,0,0
106930274620090,2020-07-01,0,0,NaN,0,0,0,0,0
106931885000035,2020-07-01,0,0,NaN,0,0,0,0,0
106931885000356,2020-07-01,0,0,NaN,0,0,0,0,0
106949711300068,2020-07-01,0,0,NaN,0,0,0,0,0
106949711300167,2020-07-01,0,0,NaN,0,0,0,0,0
106949711300259,2020-07-01,0,0,NaN,0,0,0,0,0
106956146480197,2020-07-01,0,0,NaN,0,0,0,0,0
106956146480203,2020-07-01,0,0,NaN,0,0,0,0,0
106957634300010,2020-07-01,0,0,NaN,0,0,0,0,0
106957634300058,2020-07-01,0,0,NaN,0,0,0,0,0
106958851400125,2020-07-01,0,0,NaN,0,0,0,0,0
106971533450003,2020-07-01,0,0,NaN,0,0,0,0,0
106971533455008,2020-07-01,0,0,NaN,0,0,0,0,0
106973223300667,2020-07-01,0,0,NaN,0,0,0,0,0
106973990980123,2020-07-01,0,0,NaN,0,0,0,0,0
102900005115168,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115199,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115625,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115748,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115762,2020-07-02,8.112,48.672,6,0,14,5.201,1.238,1.673
102900005115779,2020-07-02,44.873,356.8496,7.952434648898,1,111,17.348,4.989,22.536
102900005115786,2020-07-02,11.556,69.336,6,0,24,4.649,1.722,5.185
102900005115793,2020-07-02,4.55,72.8,16,0,9,1.683,0.376,2.491
102900005115816,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115823,2020-07-02,6.806,68.06,10,0,17,3.428,1.573,1.805
102900005115854,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115861,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115878,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115885,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115908,2020-07-02,14.275,114.2,8,0,35,4.599,2.896,6.78
102900005115946,2020-07-02,3.124,21.868,7,0,7,1.29,1.132,0.702
102900005115960,2020-07-02,11.228,34.5921,3.08087816173851,1,13,10.19,1.038,0
102900005115977,2020-07-02,0,0,NaN,0,0,0,0,0
102900005115984,2020-07-02,27.056,162.336,6,0,64,7.676,7.374,12.006
102900005116639,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116776,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116790,2020-07-02,10.625,85,8,0,17,0,0.551,10.074
102900005116806,2020-07-02,0,0,NaN,0,0,0,0,0
102900005118572,2020-07-02,0,0,NaN,0,0,0,0,0
102900005118817,2020-07-02,0,0,NaN,0,0,0,0,0
102900005118831,2020-07-02,13,86.1,6.62307692307692,1,12,1,4,8
102900005119975,2020-07-02,22.549,113.838,5.0484722160628,1,57,7.189,2.023,13.337
102900005122654,2020-07-02,0,0,NaN,0,0,0,0,0
102900005128748,2020-07-02,0,0,NaN,0,0,0,0,0
102900011000175,2020-07-02,0,0,NaN,0,0,0,0,0
102900011000571,2020-07-02,0,0,NaN,0,0,0,0,0
102900011002414,2020-07-02,0,0,NaN,0,0,0,0,0
102900011006689,2020-07-02,1.392,13.92,10,0,6,1.042,0.16,0.19
102900011006948,2020-07-02,0.857,13.712,16,0,2,0,0.419,0.438
102900011006955,2020-07-02,0,0,NaN,0,0,0,0,0
102900011007464,2020-07-02,0,0,NaN,0,0,0,0,0
102900011007471,2020-07-02,0,0,NaN,0,0,0,0,0
102900011007495,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008133,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008164,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008485,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008492,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008515,2020-07-02,0,0,NaN,0,0,0,0,0
102900011008522,2020-07-02,13.548,108.384,8,0,25,7.107,2.732,3.709
102900011008676,2020-07-02,0,0,NaN,0,0,0,0,0
102900011015384,2020-07-02,0,0,NaN,0,0,0,0,0
102900011015391,2020-07-02,0,0,NaN,0,0,0,0,0
102900011021644,2020-07-02,0,0,NaN,0,0,0,0,0
102900011022849,2020-07-02,0,0,NaN,0,0,0,0,0
102900011022924,2020-07-02,0,0,NaN,0,0,0,0,0
102900011023464,2020-07-02,0,0,NaN,0,0,0,0,0
102900011026502,2020-07-02,0,0,NaN,0,0,0,0,0
102900011026618,2020-07-02,0,0,NaN,0,0,0,0,0
102900011027462,2020-07-02,0,0,NaN,0,0,0,0,0
102900011027615,2020-07-02,0,0,NaN,0,0,0,0,0
102900011029688,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030042,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030059,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030097,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030103,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030110,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030134,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030141,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030158,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030400,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030417,2020-07-02,0,0,NaN,0,0,0,0,0
102900011030905,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031216,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032176,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032282,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032480,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032589,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032787,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033081,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033173,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033234,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033241,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033531,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033562,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033586,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033906,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033920,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034200,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034217,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034224,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034231,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034316,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034323,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034354,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035481,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035764,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035771,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035849,2020-07-02,0,0,NaN,0,0,0,0,0
102900011036686,2020-07-02,0,0,NaN,0,0,0,0,0
102900051000890,2020-07-02,0,0,NaN,0,0,0,0,0
102900051009220,2020-07-02,0,0,NaN,0,0,0,0,0
102900051010455,2020-07-02,4.811,39.997,8.31365620453128,1,10,0.635,0.345,3.831
102900051010790,2020-07-02,0,0,NaN,0,0,0,0,0
106971563780002,2020-07-02,0,0,NaN,0,0,0,0,0
106972776821582,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116714,2020-07-02,30.109,421.526,14,0,65,9.221,4.851,16.037
102900011000632,2020-07-02,0,0,NaN,0,0,0,0,0
102900011009970,2020-07-02,13.834,124.506,9,0,30,6.996,3.598,3.24
102900011033913,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034026,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116042,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116899,2020-07-02,0,0,NaN,0,0,0,0,0
102900005118824,2020-07-02,4.342,43.42,10,0,13,1.504,0.542,2.296
102900011001561,2020-07-02,0,0,NaN,0,0,0,0,0
102900011001691,2020-07-02,0,0,NaN,0,0,0,0,0
102900011007969,2020-07-02,0,0,NaN,0,0,0,0,0
102900011009277,2020-07-02,0,0,NaN,0,0,0,0,0
102900011010891,2020-07-02,0,0,NaN,0,0,0,0,0
102900011018132,2020-07-02,0,0,NaN,0,0,0,0,0
102900011021842,2020-07-02,0,0,NaN,0,0,0,0,0
102900011023976,2020-07-02,0,0,NaN,0,0,0,0,0
102900011024010,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032114,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032732,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034569,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035511,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035962,2020-07-02,0,0,NaN,0,0,0,0,0
102900051000944,2020-07-02,0.258,9.7008,37.6,0,1,0,0,0.258
102900051006229,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116257,2020-07-02,14.432,101.024,7,0,26,4.386,2.321,7.725
102900005116509,2020-07-02,17.767,71.068,4,0,30,10.379,3.744,3.644
102900011000335,2020-07-02,0,0,NaN,0,0,0,0,0
102900011009444,2020-07-02,0,0,NaN,0,0,0,0,0
102900011016909,2020-07-02,0,0,NaN,0,0,0,0,0
102900011022764,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033975,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033982,2020-07-02,0,0,NaN,0,0,0,0,0
102900011033999,2020-07-02,0,0,NaN,0,0,0,0,0
102900051000463,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116219,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116226,2020-07-02,1.667,13.336,8,0,7,0.853,0.238,0.576
102900005116233,2020-07-02,3.297,32.97,10,0,14,1.213,0.581,1.503
102900005116905,2020-07-02,0,0,NaN,0,0,0,0,0
102900005116943,2020-07-02,1.679,26.864,16,0,10,0.991,0.513,0.175
102900005117056,2020-07-02,39.81,302.556,7.6,0,98,10.755,6.082,22.973
102900005117209,2020-07-02,1.825,25.55,14,0,5,0,0,1.825
102900005119968,2020-07-02,0,0,NaN,0,0,0,0,0
102900005123880,2020-07-02,1.679,20.148,12,0,5,0,0.701,0.978
102900005125808,2020-07-02,4.148,107.0184,25.8,0,44,0.936,1.326,1.886
102900011000328,2020-07-02,5.844,58.44,10,0,23,4.431,0.722,0.691
102900011000861,2020-07-02,0,0,NaN,0,0,0,0,0
102900011001219,2020-07-02,1.394,16.728,12,0,4,0,0.334,1.06
102900011009772,2020-07-02,0,0,NaN,0,0,0,0,0
102900011016701,2020-07-02,0,0,NaN,0,0,0,0,0
102900011022030,2020-07-02,0,0,NaN,0,0,0,0,0
102900011023648,2020-07-02,0,0,NaN,0,0,0,0,0
102900011027479,2020-07-02,0,0,NaN,0,0,0,0,0
102900011028407,2020-07-02,0,0,NaN,0,0,0,0,0
102900011029176,2020-07-02,0,0,NaN,0,0,0,0,0
102900011029275,2020-07-02,0,0,NaN,0,0,0,0,0
102900011029299,2020-07-02,0,0,NaN,0,0,0,0,0
102900011029305,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031100,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031582,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031735,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031742,2020-07-02,0,0,NaN,0,0,0,0,0
102900011031759,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032022,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032145,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032206,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032213,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032220,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032237,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032244,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032251,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032343,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032350,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032367,2020-07-02,0,0,NaN,0,0,0,0,0
102900011032848,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034262,2020-07-02,0,0,NaN,0,0,0,0,0
102900011034439,2020-07-02,0,0,NaN,0,0,0,0,0
102900011035078,2020-07-02,0,0,NaN,0,0,0,0,0
102900011036242,2020-07-02,0,0,NaN,0,0,0,0,0
102900051004294,2020-07-02,4.721,66.094,14,0,16,2.26,0.693,1.768
