日期,单品编码,批发价格(元/千克)
44016,102900005116943,5.9
44016,102900005117056,5.16
44016,102900005117209,7.43
44016,102900005118824,5.41
44016,102900005118831,4.09
44016,102900005119944,10.08
44016,102900005123880,7.23
44016,102900005125808,12.08
44016,102900005125815,6
44016,102900011000328,6
44016,102900011001219,7.37
44016,102900011006689,7.21
44016,102900011008522,4.4400000000000004
44016,102900011009970,4.71
44016,102900051000944,25.48
44016,102900051004294,6.09
44016,102900051010455,4.63
44017,102900005115762,3.48
44017,102900005115779,5.77
44017,102900005115786,3.45
44017,102900005115793,10
44017,102900005115823,6.56
44017,102900005115908,4.04
44017,102900005115946,4.3099999999999996
44017,102900005115960,2.2000000000000002
44017,102900005115984,3.75
44017,102900005116226,4.3499999999999996
44017,102900005116233,5.44
44017,102900005116257,4.24
44017,102900005116509,2.04
44017,102900005116530,12
44017,102900005116547,4.05
44017,102900005116714,9.4700000000000006
44017,102900005116912,7.9
44017,102900005116943,5.83
44017,102900005117056,5.16
44017,102900005117209,8.35
44017,102900005118824,5.42
44017,102900005118831,4.0999999999999996
44017,102900005119975,3.6
44017,102900005123880,7.23
44017,102900005125808,11.67
44017,102900005125815,6.16
44017,102900011000328,7.95
44017,102900011001219,7.3
44017,102900011001813,1.63
44017,102900011006689,7.03
44017,102900011008522,4.4400000000000004
44017,102900011009444,8.1
44017,102900011009970,4.93
44017,102900051004294,6.3
44017,102900051010455,4.75
44018,102900005115762,3.35
44018,102900005115779,6.48
44018,102900005115786,3.18
44018,102900005115793,9.23
44018,102900005115823,6.25
44018,102900005115908,4.55
44018,102900005115946,4.21
44018,102900005115960,2.2000000000000002
44018,102900005115984,3.65
44018,102900005116226,4.41
44018,102900005116233,5.41
44018,102900005116257,4.49
44018,102900005116509,2.0499999999999998
44018,102900005116530,12
44018,102900005116547,4.0599999999999996
44018,102900005116714,9.48
44018,102900005116912,7.89
44018,102900005116943,5.82
44018,102900005117056,4.9800000000000004
44018,102900005117209,8.44
44018,102900005118824,5.45
44018,102900005118831,4.0599999999999996
44018,102900005119944,10.09
44018,102900005119975,3.6
44018,102900005123880,7.38
44018,102900005125808,11.68
44018,102900005125815,6.14
44018,102900011000328,8.16
44018,102900011001219,8.0500000000000007
44018,102900011001813,1.64
44018,102900011006948,9.17
44018,102900011008522,4.4400000000000004
44018,102900011009444,5.27
44018,102900011009970,5.6
44018,102900051004294,6.42
44018,102900051010455,5.31
44019,102900005115762,3.26
44019,102900005115779,6.92
44019,102900005115786,3.18
44019,102900005115793,9.9
44019,102900005115823,6.25
44019,102900005115908,4.6500000000000004
44019,102900005115946,4.21
44019,102900005115960,2.2000000000000002
44019,102900005115984,3.73
44019,102900005116226,4.5999999999999996
44019,102900005116233,5.48
44019,102900005116257,4.75
44019,102900005116509,2.0499999999999998
44019,102900005116530,12
44019,102900005116547,4.05
44019,102900005116714,9.16
44019,102900005116837,8
44019,102900005116912,7.88
44019,102900005116943,5.8
44019,102900005117056,4.75
44019,102900005117209,8.4600000000000009
44019,102900005118824,5.46
44019,102900005118831,4.07
44019,102900005119944,10.050000000000001
44019,102900005119975,3.6
44019,102900005123880,6.19
44019,102900005125808,11.69
44019,102900005125815,6.13
44019,102900011000328,8.08
44019,102900011001219,10.56
44019,102900011001813,1.64
44019,102900011006689,4.32
44019,102900011006948,9.42
44019,102900011008522,4.4400000000000004
44019,102900011009970,5.44
44019,102900051004294,6.6
44019,102900051010455,5.31
44020,102900005115762,3.24
44020,102900005115779,6.92
44020,102900005115786,3.02
44020,102900005115793,10.42
44020,102900005115816,4.59
44020,102900005115823,6.25
44020,102900005115908,4.78
44020,102900005115946,4.21
44020,102900005115960,2.2000000000000002
44020,102900005115984,3.75
44020,102900005116226,4.7699999999999996
44020,102900005116233,5.62
44020,102900005116257,5.23
44020,102900005116509,2.04
44020,102900005116530,12
44020,102900005116547,4.05
44020,102900005116714,9.09
44020,102900005116790,4.3899999999999997
44020,102900005116899,9
44020,102900005116912,7.87
44020,102900005116943,6.2
44020,102900005117056,4.75
44020,102900005117209,8.42
44020,102900005118824,5.47
44020,102900005118831,4.1100000000000003
44020,102900005119944,10.039999999999999
44020,102900005119975,3.6
44020,102900005123880,4.34
44020,102900005125808,11.54
44020,102900005125815,6.13
44020,102900011000328,7.55
44020,102900011001219,12.22
44020,102900011006948,9.81
44020,102900011008522,4.4400000000000004
44020,102900011009970,5.27
44020,102900051004294,7.17
44020,102900051010455,5.31
44021,102900005115762,3.08
44021,102900005115779,7.06
44021,102900005115786,2.84
44021,102900005115793,10.42
44021,102900005115823,6.25
44021,102900005115908,4.7699999999999996
44021,102900005115946,4.22
44021,102900005115960,2.15
44021,102900005115984,3.75
44021,102900005116226,4.8099999999999996
44021,102900005116233,5.52
44021,102900005116257,5.3
44021,102900005116509,2.04
44021,102900005116530,12
44021,102900005116547,4.05
44021,102900005116714,9.0299999999999994
44021,102900005116790,4.46
44021,102900005116912,7.85
44021,102900005116943,6.26
44021,102900005117056,4.75
44021,102900005117209,7.92
44021,102900005118824,5.47
44021,102900005118831,4.09
44021,102900005119944,10.029999999999999
44021,102900005119975,3.6
44021,102900005123880,4.34
44021,102900005125808,10.199999999999999
44021,102900005125815,6.12
44021,102900011000328,7.25
44021,102900011001219,12.24
44021,102900011006948,9.8000000000000007
44021,102900011008522,4.4400000000000004
44021,102900011009444,4.07
44021,102900011009970,5.21
44021,102900051004294,7.26
44021,102900051010455,5.31
44022,102900005115762,2.41
44022,102900005115779,7.07
44022,102900005115786,2.62
44022,102900005115793,10.43
44022,102900005115823,6.25
44022,102900005115861,2.0099999999999998
44022,102900005115908,4.76
44022,102900005115946,4.2300000000000004
44022,102900005115960,2.1
44022,102900005115984,3.75
44022,102900005116226,4.83
44022,102900005116233,5.51
44022,102900005116257,5.5
44022,102900005116509,2.1
44022,102900005116530,12
44022,102900005116547,4.05
44022,102900005116714,8.82
44022,102900005116790,4.46
44022,102900005116899,9
44022,102900005116912,7.86
44022,102900005116943,6.11
44022,102900005117056,5.42
44022,102900005117209,7.35
44022,102900005118817,7.88
44022,102900005118824,5.44
44022,102900005118831,4.0599999999999996
44022,102900005119944,9.94
44022,102900005119975,3.6
44022,102900005125808,10.199999999999999
44022,102900005125815,6.11
44022,102900011000328,7.32
44022,102900011006948,9.81
44022,102900011008522,5.29
44022,102900011009444,8.11
44022,102900011009970,4.7
44022,102900051004294,7.87
44022,102900051010455,5.31
44022,106956146480203,1.96
44023,102900005115762,2.38
44023,102900005115779,7.03
44023,102900005115786,2.37
44023,102900005115793,10.38
44023,102900005115823,6.25
44023,102900005115908,4.7699999999999996
44023,102900005115946,4.24
44023,102900005115960,2.1
44023,102900005115984,3.75
44023,102900005116233,6.6
44023,102900005116257,5.42
44023,102900005116509,2.19
44023,102900005116530,12
44023,102900005116547,4.13
44023,102900005116714,8.91
44023,102900005116899,9
44023,102900005116912,7.86
44023,102900005116943,6.37
44023,102900005117056,5.64
44023,102900005117209,8.3000000000000007
44023,102900005118824,5.41
44023,102900005118831,4.04
44023,102900005119944,10
44023,102900005119975,3.6
44023,102900005123880,4.72
44023,102900005125808,10.199999999999999
44023,102900005125815,6.11
44023,102900011000328,7.51
44023,102900011001219,11.9
44023,102900011006689,4.32
44023,102900011006948,10.61
44023,102900011008522,5.05
44023,102900011009444,8.1
44023,102900011009970,3.86
44023,102900051004294,8.15
44023,102900051010455,5.31
44024,102900005115762,2.39
44024,102900005115779,6.92
44024,102900005115786,2.2400000000000002
44024,102900005115793,10.39
44024,102900005115823,6.25
44024,102900005115908,4.8600000000000003
44024,102900005115946,4.43
44024,102900005115960,2.1
44024,102900005115984,3.75
44024,102900005116226,4.9400000000000004
44024,102900005116233,5.56
44024,102900005116257,5.05
44024,102900005116509,2.2200000000000002
44024,102900005116530,12
44024,102900005116547,4.25
44024,102900005116714,8.49
44024,102900005116899,9
44024,102900005116912,7.81
44024,102900005116943,6.72
44024,102900005117056,6.08
44024,102900005117209,7.83
44024,102900005118824,5.41
44024,102900005118831,4.05
44024,102900005119944,10.01
44024,102900005119975,3.6
44024,102900005123880,7.38
44024,102900005125808,10.19
44024,102900005125815,6.08
44024,102900011000328,6.27
44024,102900011001219,11.37
44024,102900011006689,4.26
44024,102900011006948,11.06
44024,102900011008522,4.9400000000000004
44024,102900011009444,5.34
44024,102900011009970,3.48
44024,102900051000944,24.05
44024,102900051004294,7.91
44024,102900051010455,5.31
44024,106956146480197,2.0699999999999998
44025,102900005115779,6.92
44025,102900005115786,2.17
44025,102900005115793,10.35
44025,102900005115823,6.25
44025,102900005115908,4.92
44025,102900005115946,4.25
44025,102900005115960,2.1
44025,102900005115984,3.75
44025,102900005116226,5.24
44025,102900005116233,5.5
44025,102900005116257,5.42
44025,102900005116509,2.2000000000000002
44025,102900005116530,12
44025,102900005116547,3.75
44025,102900005116714,8.2899999999999991
44025,102900005116899,9
44025,102900005116912,7.84
44025,102900005116943,6.9
44025,102900005117056,5.86
44025,102900005117209,8.8000000000000007
44025,102900005118824,5.4
44025,102900005118831,4.05
44025,102900005119944,10.029999999999999
44025,102900005119975,3.6
44025,102900005123880,7.09
44025,102900005125808,10.18
44025,102900005125815,6.06
44025,102900011000328,6.27
44025,102900011001219,11.36
44025,102900011006689,3.76
44025,102900011008522,4.97
44025,102900011009444,4.28
44025,102900011009970,3.33
44025,102900051004294,7.8
44025,102900051010455,5.31
44026,102900005115779,6.92
44026,102900005115786,1.76
44026,102900005115793,10.35
44026,102900005115823,6
44026,102900005115908,4.88
44026,102900005115946,4.2699999999999996
44026,102900005115960,1.91
44026,102900005115984,3.75
44026,102900005116226,5.0599999999999996
44026,102900005116233,5.9
44026,102900005116257,5.67
44026,102900005116509,2.16
44026,102900005116530,12
44026,102900005116547,3.75
44026,102900005116714,7.79
44026,102900005116899,8
44026,102900005116912,7.8
44026,102900005116943,7.32
44026,102900005117056,5.35
44026,102900005117209,11.45
44026,102900005118824,5.24
44026,102900005118831,4
44026,102900005119944,9.94
44026,102900005119975,3.2
44026,102900005123880,4.9400000000000004
44026,102900005125808,9.84
44026,102900005125815,6.05
44026,102900011000328,6.4
44026,102900011001219,12.22
44026,102900011006689,3.64
44026,102900011008522,5
44026,102900011009444,4.2699999999999996
44026,102900011009970,2.97
44026,102900011011546,1.7
44026,102900051004294,6.84
44026,102900051010455,5.31
44026,106956146480197,2.04
44027,102900005115779,6.91
44027,102900005115786,1.77
44027,102900005115823,5.7
44027,102900005115908,4.91
44027,102900005115946,4.26
44027,102900005115960,1.52
44027,102900005115984,3.75
44027,102900005116226,5.04
44027,102900005116233,6.36
44027,102900005116257,5.69
44027,102900005116509,2.4900000000000002
44027,102900005116530,12
44027,102900005116547,4.22
44027,102900005116714,7.76
44027,102900005116899,8
44027,102900005116912,7.81
44027,102900005116943,7.97
44027,102900005117056,5.59
44027,102900005117209,11.9
44027,102900005118824,5.24
44027,102900005118831,4.03
44027,102900005119944,9.9600000000000009
44027,102900005119975,3.2
44027,102900005123880,4.46
44027,102900005125808,9.86
44027,102900005125815,6.07
44027,102900011000328,6.38
44027,102900011001219,11.65
44027,102900011006689,3.65
44027,102900011008522,5
44027,102900011009444,4.1900000000000004
44027,102900011009970,2.87
44027,102900011011546,1.7
44027,102900051004294,7.06
44027,102900051010455,5.31
44027,106956146480197,2.0499999999999998
44028,102900005115779,6.8
44028,102900005115786,1.76
44028,102900005115793,10.83
44028,102900005115823,5.67
44028,102900005115908,4.47
44028,102900005115946,4.26
44028,102900005115960,1.4
44028,102900005115984,3.75
44028,102900005116226,5.04
44028,102900005116233,7.5
44028,102900005116257,5.66
44028,102900005116509,2.46
44028,102900005116530,12
44028,102900005116547,4.25
44028,102900005116714,7.74
44028,102900005116899,8
44028,102900005116912,7.82
44028,102900005116943,8.4600000000000009
44028,102900005117056,5.56
44028,102900005117209,12.51
44028,102900005118824,5.26
44028,102900005118831,4.07
44028,102900005119944,9.9700000000000006
44028,102900005119975,3.2
44028,102900005123880,4.45
44028,102900005125808,10.09
44028,102900005125815,6.05
44028,102900011000328,6.24
44028,102900011001219,11.3
44028,102900011001806,3.1
44028,102900011006689,3.65
44028,102900011008522,5
44028,102900011009444,4.7
44028,102900011009970,2.82
44028,102900051004294,7.58
44028,102900051010455,5.31
44028,106956146480197,2.0299999999999998
44029,102900005115762,3.26
44029,102900005115779,6.8
44029,102900005115786,1.76
44029,102900005115793,10.95
44029,102900005115823,5.67
44029,102900005115908,4.4000000000000004
44029,102900005115946,4.2699999999999996
44029,102900005115960,1.4
44029,102900005115984,3.75
44029,102900005116226,5.03
44029,102900005116233,7.58
44029,102900005116257,5.14
44029,102900005116509,2.4500000000000002
44029,102900005116530,12
44029,102900005116547,4.74
44029,102900005116714,7.72
44029,102900005116899,8
44029,102900005116912,7.78
44029,102900005116943,8.86
44029,102900005117056,5.23
44029,102900005117209,12.96
44029,102900005118824,5.42
44029,102900005118831,4.08
44029,102900005119944,9.9600000000000009
44029,102900005119975,3.2
44029,102900005123880,4.37
44029,102900005125808,10.28
44029,102900005125815,6.03
44029,102900011000328,6.24
44029,102900011001219,11.37
44029,102900011001806,3.08
44029,102900011006689,3.53
44029,102900011008522,5
44029,102900011009444,5.16
44029,102900011009970,3.22
44029,102900051004294,7.56
44029,102900051010455,5.31
44029,106956146480197,2.0299999999999998
44030,102900005115762,3.22
44030,102900005115779,6.8
44030,102900005115786,1.76
44030,102900005115793,10.85
44030,102900005115823,5.38
44030,102900005115908,4.37
44030,102900005115946,4.3499999999999996
44030,102900005115960,1.4
44030,102900005115984,3.75
44030,102900005116226,4.96
44030,102900005116233,8.3000000000000007
44030,102900005116257,5.14
44030,102900005116509,2.5499999999999998
44030,102900005116530,12
44030,102900005116547,5.0199999999999996
44030,102900005116714,7.75
44030,102900005116899,8
44030,102900005116912,7.79
44030,102900005116943,8.93
44030,102900005117056,5.0199999999999996
44030,102900005117209,13.74
44030,102900005118824,5.45
44030,102900005118831,4.08
44030,102900005119944,9.91
44030,102900005119975,2.83
44030,102900005123880,5.73
44030,102900005125808,10.43
44030,102900005125815,6.05
44030,102900011000328,6.12
44030,102900011001219,12
44030,102900011001806,3.09
44030,102900011008522,5
44030,102900011009444,4.55
44030,102900011009970,3.21
44030,102900051004294,6.72
44030,102900051010455,5.31
44030,106956146480197,2.02
44031,102900005115779,6.8
44031,102900005115786,2.1
44031,102900005115793,10.97
44031,102900005115823,5.33
44031,102900005115908,4.38
44031,102900005115946,4.37
44031,102900005115960,1.4
44031,102900005115984,3.78
44031,102900005116226,4.8
44031,102900005116233,8.9499999999999993
44031,102900005116257,5.14
44031,102900005116509,2.71
44031,102900005116530,12
44031,102900005116547,5.04
44031,102900005116714,7.86
44031,102900005116899,8
44031,102900005116912,7.81
44031,102900005116943,9.02
44031,102900005117056,6.19
44031,102900005117209,12.29
44031,102900005118824,5.43
44031,102900005118831,4.0599999999999996
44031,102900005119944,9.9
44031,102900005119975,2.8
44031,102900005123880,4.13
44031,102900005125808,10.29
44031,102900005125815,6.07
44031,102900011000328,6.15
44031,102900011001219,11.21
44031,102900011001806,3.12
44031,102900011008522,4.55
44031,102900011009444,4.4400000000000004
44031,102900011009970,3.28
44031,102900051004294,6.24
44031,102900051010455,5.31
44031,106956146480197,2.0499999999999998
44032,102900005115779,6.8
44032,102900005115786,2.1800000000000002
44032,102900005115793,10.050000000000001
44032,102900005115823,5.33
44032,102900005115908,4.38
44032,102900005115946,4.37
44032,102900005115960,1.56
44032,102900005115984,3.83
44032,102900005116226,5.05
44032,102900005116233,8.7100000000000009
44032,102900005116257,5.14
44032,102900005116509,2.71
44032,102900005116530,12
44032,102900005116547,5.05
44032,102900005116714,7.86
44032,102900005116899,8
44032,102900005116912,7.82
44032,102900005116943,8.8800000000000008
44032,102900005117056,6.15
44032,102900005117209,12.44
44032,102900005118824,5.44
44032,102900005118831,4.07
44032,102900005119944,9.9600000000000009
44032,102900005119975,2.8
44032,102900005125808,10.210000000000001
44032,102900005125815,6.08
44032,102900011000328,6.21
44032,102900011001219,11.24
44032,102900011001806,3.13
44032,102900011008522,4.22
44032,102900011009444,4.42
44032,102900011009970,3.38
44032,102900051004294,6.25
44032,102900051010455,5.31
44032,106956146480197,2.0699999999999998
44033,102900005115762,3.37
44033,102900005115779,6.66
44033,102900005115786,2.17
44033,102900005115793,9.83
44033,102900005115823,5.33
44033,102900005115908,4.33
44033,102900005115946,4.29
44033,102900005115960,1.8
44033,102900005115984,3.75
44033,102900005116226,5.0599999999999996
44033,102900005116233,8.6999999999999993
44033,102900005116257,5.14
44033,102900005116509,3
44033,102900005116530,12
44033,102900005116547,5.05
44033,102900005116714,7.77
44033,102900005116899,8
44033,102900005116912,7.84
44033,102900005116943,8.91
44033,102900005117056,5.8
44033,102900005117209,12.55
44033,102900005118824,5.51
44033,102900005118831,4.07
44033,102900005119944,9.9600000000000009
44033,102900005119975,2.8
44033,102900005123880,3.99
44033,102900005125808,10.210000000000001
44033,102900005125815,6.1
44033,102900011000328,5.28
44033,102900011001219,11.35
44033,102900011001806,3.14
44033,102900011008522,4.6399999999999997
44033,102900011009444,4.46
44033,102900011009970,3.37
44033,102900051000944,20
44033,102900051004294,6.3
44033,102900051010455,5.31
44033,106956146480197,2.0699999999999998
44034,102900005115762,3.5
44034,102900005115779,6.54
44034,102900005115786,2.17
44034,102900005115793,9.85
44034,102900005115823,4.57
44034,102900005115908,4.2
44034,102900005115946,4.3
44034,102900005115960,1.8
44034,102900005115984,3.75
44034,102900005116226,5.0599999999999996
44034,102900005116233,8.8000000000000007
44034,102900005116257,4.7300000000000004
44034,102900005116509,3.04
44034,102900005116530,12
44034,102900005116547,5.04
44034,102900005116714,7.75
44034,102900005116899,8
44034,102900005116912,7.84
44034,102900005116943,9.11
44034,102900005117056,5.5
44034,102900005117209,11.26
44034,102900005118824,5.52
44034,102900005118831,4.07
44034,102900005119944,9.99
44034,102900005119975,2.8
44034,102900005123880,4
44034,102900005125808,10.66
44034,102900005125815,5.97
44034,102900011000328,5.07
44034,102900011001219,11.29
44034,102900011001806,3.16
44034,102900011008522,5
44034,102900011009444,4.6399999999999997
44034,102900011009970,3.37
44034,102900051000944,20
44034,102900051004294,6.32
44034,102900051010455,5.31
44034,106956146480197,2.08
44035,102900005115762,4.26
44035,102900005115779,6.15
44035,102900005115786,2.6
44035,102900005115793,9.93
44035,102900005115823,4.1900000000000004
44035,102900005115908,4.3600000000000003
44035,102900005115946,4.26
44035,102900005115960,2
44035,102900005115984,4.2699999999999996
44035,102900005116226,5.29
44035,102900005116233,11.96
44035,102900005116257,4.7699999999999996
44035,102900005116509,3.46
44035,102900005116530,12
44035,102900005116547,5.33
44035,102900005116714,8.26
44035,102900005116899,8
44035,102900005116912,7.93
44035,102900005116943,10.25
44035,102900005117056,5.67
44035,102900005117209,11.43
44035,102900005118824,6.49
44035,102900005118831,4.05
44035,102900005119944,10.029999999999999
44035,102900005119975,2.8
44035,102900005123880,3.52
44035,102900005125808,7
44035,102900005125815,5.63
44035,102900011000328,5.1100000000000003
44035,102900011001219,11.8
44035,102900011001561,1.44
44035,102900011001806,3.2
44035,102900011008522,5
44035,102900011009444,4.63
44035,102900011009970,4.7699999999999996
44035,102900051004294,6.3
44035,102900051010455,4.7699999999999996
44035,106956146480197,2.13
44036,102900005115779,6.15
44036,102900005115786,2.79
44036,102900005115793,9.82
44036,102900005115823,4.1900000000000004
44036,102900005115908,4.34
44036,102900005115946,4.24
44036,102900005115984,4.37
44036,102900005116226,4.59
44036,102900005116233,11.29
44036,102900005116257,5.18
44036,102900005116509,3.39
44036,102900005116530,12
44036,102900005116547,5.31
44036,102900005116714,8.6300000000000008
44036,102900005116899,8
44036,102900005116912,7.83
44036,102900005116943,8.8800000000000008
44036,102900005117056,6.26
44036,102900005117209,11.61
44036,102900005118824,6.88
44036,102900005118831,4.03
44036,102900005119944,9.98
44036,102900005119975,2.8
44036,102900005123880,3.62
44036,102900005125808,10.74
44036,102900005125815,5.62
44036,102900011000328,5.0599999999999996
44036,102900011001219,11.8
44036,102900011001806,3.13
44036,102900011008522,5.77
44036,102900011009444,4.62
44036,102900011009970,4.7
44036,102900051000944,22
44036,102900051004294,6.68
44036,102900051010455,4.6900000000000004
44036,106956146480197,2.0699999999999998
44037,102900005115762,4.22
44037,102900005115779,6.15
44037,102900005115786,3.2
44037,102900005115793,9.7899999999999991
44037,102900005115823,4.97
44037,102900005115908,4.33
44037,102900005115946,4.2300000000000004
44037,102900005115960,2
44037,102900005115984,4.38
44037,102900005116226,4.75
44037,102900005116233,11.56
44037,102900005116257,5.2
44037,102900005116509,3.55
44037,102900005116530,12
44037,102900005116547,5.3
44037,102900005116714,9.18
44037,102900005116899,8
44037,102900005116912,7.8
44037,102900005116943,9.84
44037,102900005117056,6.66
44037,102900005117209,11.16
44037,102900005118824,6.92
44037,102900005118831,4.03
44037,102900005119944,9.9499999999999993
44037,102900005119975,2.8
44037,102900005123880,3.63
44037,102900005125808,10.82
44037,102900005125815,5.61
44037,102900011000328,5.0599999999999996
44037,102900011001219,11.27
44037,102900011001806,3.11
44037,102900011008522,5.54
44037,102900011009444,5
44037,102900011009970,4.67
44037,102900051004294,6.81
44037,102900051010455,4.6900000000000004
44037,106956146480197,2.0699999999999998
44038,102900005115762,4.2300000000000004
44038,102900005115779,6.15
44038,102900005115786,3.34
44038,102900005115793,9.7200000000000006
44038,102900005115823,5
44038,102900005115908,4.4800000000000004
44038,102900005115946,4.2300000000000004
44038,102900005115960,2
44038,102900005115984,4.37
44038,102900005116226,4.9400000000000004
44038,102900005116233,11.82
44038,102900005116257,5.29
44038,102900005116509,3.84
44038,102900005116530,12
44038,102900005116547,5.31
44038,102900005116714,9.42
44038,102900005116899,8
44038,102900005116912,7.73
44038,102900005116943,11.52
44038,102900005117056,6.68
44038,102900005117209,10.47
44038,102900005118824,7.08
44038,102900005118831,4.03
44038,102900005119944,9.9499999999999993
44038,102900005119975,3.2
44038,102900005123880,5.69
44038,102900005125808,10.82
44038,102900005125815,5.62
44038,102900011000328,5.1100000000000003
44038,102900011001219,10.59
44038,102900011001806,3.06
44038,102900011008522,5
44038,102900011009444,4.88
44038,102900011009970,4.66
44038,102900051000944,22
44038,102900051004294,6.75
44038,102900051010455,4.6900000000000004
44038,106956146480197,2.0499999999999998
44039,102900005115762,4.2300000000000004
44039,102900005115779,6.15
44039,102900005115786,3.43
44039,102900005115793,9.76
44039,102900005115823,5
44039,102900005115908,4.5199999999999996
44039,102900005115960,2
44039,102900005115984,4.38
44039,102900005116226,4.8899999999999997
44039,102900005116233,11.29
44039,102900005116257,5.81
44039,102900005116509,4.16
44039,102900005116530,12
44039,102900005116547,5.33
44039,102900005116714,9.44
44039,102900005116899,7.63
44039,102900005116912,7.77
44039,102900005116943,12.08
44039,102900005117056,6.66
44039,102900005117209,10.52
44039,102900005118824,6.65
44039,102900005118831,4.04
44039,102900005119944,9.89
44039,102900005119975,3.6
44039,102900005123880,6.85
44039,102900005125808,10.89
44039,102900005125815,5.63
44039,102900011000328,5.0999999999999996
44039,102900011001219,10.49
44039,102900011001806,3.12
44039,102900011008522,5
44039,102900011009444,4.6399999999999997
44039,102900011009970,4.6500000000000004
44039,102900011011546,2.1
44039,102900051000944,22
44039,102900051004294,6.72
44039,102900051010455,4.6900000000000004
44039,106956146480197,2.0099999999999998
44040,102900005115762,4.28
44040,102900005115779,6.15
44040,102900005115786,3.44
44040,102900005115793,9.6
44040,102900005115823,5
44040,102900005115908,4.55
44040,102900005115946,4.26
44040,102900005115960,2
44040,102900005115984,4.38
44040,102900005116226,4.8099999999999996
44040,102900005116233,11.26
44040,102900005116257,5.72
44040,102900005116509,4.2
44040,102900005116530,12
44040,102900005116547,5.36
44040,102900005116714,9.44
44040,102900005116899,7.4
44040,102900005116912,7.81
44040,102900005116943,15.35
44040,102900005117056,6.67
44040,102900005117209,10.42
44040,102900005118824,6.39
44040,102900005118831,4.05
44040,102900005119944,9.91
44040,102900005119975,3.6
44040,102900005123880,7.14
44040,102900005125808,10.82
44040,102900005125815,5.65
44040,102900011000328,4.83
44040,102900011001219,10.18
44040,102900011001806,3.18
44040,102900011008522,5
44040,102900011009444,4.55
44040,102900011009970,4.49
44040,102900011011546,2.12
44040,102900051004294,6.67
44040,102900051010455,4.6900000000000004
